FBgn0260743	FBtr0082484	GC1	11967708	11971478	1	3R	11967708	11971686
FBgn0264543	FBtr0333243	CG43922	6308377	6308751	-1	2L	6308377	6308751
FBgn0032276	FBtr0080103	CG17098	10651613	10654499	1	2L	10651613	10654499
FBgn0022710	FBtr0100142	Ac13E	15510877	15522163	-1	X	15510877	15554278
FBgn0022710	FBtr0332497	Ac13E	15511237	15554278	-1	X	15510877	15554278
FBgn0022710	FBtr0074073	Ac13E	15511458	15522163	-1	X	15510877	15554278
FBgn0003575	FBtr0340082	su(sable)	636442	643760	1	X	635890	643760
FBgn0003575	FBtr0340081	su(sable)	635890	643760	1	X	635890	643760
FBgn0003575	FBtr0070120	su(sable)	635890	643760	1	X	635890	643760
FBgn0013718	FBtr0100039	nuf	14190873	14233250	1	3L	14190870	14233250
FBgn0013718	FBtr0306622	nuf	14219742	14233250	1	3L	14190870	14233250
FBgn0013718	FBtr0306619	nuf	14190870	14233250	1	3L	14190870	14233250
FBgn0013718	FBtr0306624	nuf	14190873	14232500	1	3L	14190870	14233250
FBgn0013718	FBtr0100043	nuf	14219742	14233250	1	3L	14190870	14233250
FBgn0013718	FBtr0307191	nuf	14205432	14233250	1	3L	14190870	14233250
FBgn0013718	FBtr0306623	nuf	14221440	14233250	1	3L	14190870	14233250
FBgn0013718	FBtr0100040	nuf	14190873	14232500	1	3L	14190870	14233250
FBgn0013718	FBtr0100042	nuf	14205432	14233250	1	3L	14190870	14233250
FBgn0013718	FBtr0100041	nuf	14228850	14233250	1	3L	14190870	14233250
FBgn0013718	FBtr0100044	nuf	14221440	14233250	1	3L	14190870	14233250
FBgn0013718	FBtr0306620	nuf	14190870	14233250	1	3L	14190870	14233250
FBgn0259958	FBtr0304639	Sfp24F	4441443	4442060	-1	2L	4441429	4442060
FBgn0259958	FBtr0300304	Sfp24F	4441429	4442060	-1	2L	4441429	4442060
FBgn0050419	FBtr0072275	CG30419	24212491	24229795	-1	2R	24212491	24229795
FBgn0023525	FBtr0070417	CG3191	2250145	2251993	-1	X	2250145	2251993
FBgn0023525	FBtr0342768	CG3191	2250145	2251859	-1	X	2250145	2251993
FBgn0261938	FBtr0077989	mtRNApol	1103483	1108373	-1	2L	1103254	1108373
FBgn0261938	FBtr0332273	mtRNApol	1103254	1108373	-1	2L	1103254	1108373
FBgn0037120	FBtr0113184	CG11247	21724326	21728673	-1	3L	21724326	21728806
FBgn0037120	FBtr0332769	CG11247	21724326	21728673	-1	3L	21724326	21728806
FBgn0037120	FBtr0078459	CG11247	21724326	21728806	-1	3L	21724326	21728806
FBgn0037120	FBtr0078458	CG11247	21724326	21728673	-1	3L	21724326	21728806
FBgn0036782	FBtr0310156	CG7320	18201494	18203637	1	3L	18201494	18203637
FBgn0040010	FBtr0332631	CG17493	22550240	22551662	1	2L	22550064	22556295
FBgn0040010	FBtr0332632	CG17493	22550240	22556295	1	2L	22550064	22556295
FBgn0040010	FBtr0332630	CG17493	22550064	22551785	1	2L	22550064	22556295
FBgn0037486	FBtr0332536	CG14605	7217679	7219705	-1	3R	7217679	7219705
FBgn0037486	FBtr0081601	CG14605	7217679	7219705	-1	3R	7217679	7219705
FBgn0037486	FBtr0332537	CG14605	7217679	7219705	-1	3R	7217679	7219705
FBgn0029084	FBtr0071766	gom	22139935	22141364	1	2R	22139935	22141364
FBgn0039705	FBtr0085529	Atg16	29827281	29833892	-1	3R	29827281	29835101
FBgn0039705	FBtr0085530	Atg16	29827281	29833380	-1	3R	29827281	29835101
FBgn0039705	FBtr0339144	Atg16	29827281	29835101	-1	3R	29827281	29835101
FBgn0039705	FBtr0085528	Atg16	29827281	29835101	-1	3R	29827281	29835101
FBgn0040077	FBtr0091748	primo-1	13710017	13710823	-1	3R	13710017	13711835
FBgn0040077	FBtr0091747	primo-1	13710017	13711835	-1	3R	13710017	13711835
FBgn0052283	FBtr0073060	Drsl3	3314996	3315355	1	3L	3314996	3315355
FBgn0051245	FBtr0083773	CG31245	19376195	19377225	-1	3R	19376195	19377225
FBgn0039642	FBtr0335407	CG11882	29147016	29148103	-1	3R	29147016	29148172
FBgn0039642	FBtr0085411	CG11882	29147016	29148172	-1	3R	29147016	29148172
FBgn0266915	FBtr0345773	lncRNA:CR45375	10441820	10442204	-1	2L	10441820	10442204
FBgn0014028	FBtr0086156	SdhB	6807626	6809172	1	2R	6807626	6809172
FBgn0065051	FBtr0091708	scaRNA:MeU5-U42	15134550	15134660	-1	3L	15134550	15134660
FBgn0034797	FBtr0071943	nahoda	22896174	22916719	1	2R	22896174	22916719
FBgn0034797	FBtr0071942	nahoda	22896174	22916719	1	2R	22896174	22916719
FBgn0034797	FBtr0304795	nahoda	22896174	22916719	1	2R	22896174	22916719
FBgn0038924	FBtr0084186	CG6028	22024259	22025506	-1	3R	22024259	22025506
FBgn0038217	FBtr0082952	CG14840	14260208	14261213	-1	3R	14260208	14261213
FBgn0265152	FBtr0336986	lncRNA:CR44221	228037	228588	1	2L	228037	228588
FBgn0016978	FBtr0079355	snRNP-U1-70K	6969825	6971737	-1	2L	6968711	6971737
FBgn0016978	FBtr0331375	snRNP-U1-70K	6968711	6971737	-1	2L	6968711	6971737
FBgn0085341	FBtr0333152	CG34312	13209809	13210815	-1	2R	13209809	13212237
FBgn0085341	FBtr0112510	CG34312	13209809	13212237	-1	2R	13209809	13212237
FBgn0085341	FBtr0346513	CG34312	13209809	13211396	-1	2R	13209809	13212237
FBgn0038621	FBtr0083654	CG10864	18410080	18411631	-1	3R	18410080	18411631
FBgn0025800	FBtr0071192	Smox	8138391	8142279	-1	X	8137041	8142279
FBgn0025800	FBtr0340159	Smox	8137041	8142279	-1	X	8137041	8142279
FBgn0037293	FBtr0078842	CG12007	5128087	5129939	1	3R	5128087	5129939
FBgn0002936	FBtr0078023	ninaA	877302	878270	1	2L	877302	878270
FBgn0267887	FBtr0347440	CR46175	3185268	3185720	1	Y	3185268	3185720
FBgn0033893	FBtr0087599	CG18371	14028620	14029096	1	2R	14028620	14029096
FBgn0040232	FBtr0332205	cmet	11261026	11269002	-1	2L	11261026	11269002
FBgn0040232	FBtr0332204	cmet	11261026	11269002	-1	2L	11261026	11269002
FBgn0040232	FBtr0332202	cmet	11261026	11269002	-1	2L	11261026	11269002
FBgn0040232	FBtr0332203	cmet	11261026	11269002	-1	2L	11261026	11269002
FBgn0265307	FBtr0339348	lncRNA:CR44280	8277345	8277995	1	2R	8277345	8277995
FBgn0266312	FBtr0344041	lncRNA:CR44977	19157868	19159299	-1	2L	19157868	19159299
FBgn0052106	FBtr0307888	CG32106	12773951	12778716	-1	3L	12773951	12778716
FBgn0052106	FBtr0307887	CG32106	12773951	12778716	-1	3L	12773951	12778716
FBgn0032969	FBtr0344210	CG2528	21981480	21992933	-1	2L	21974749	21992933
FBgn0032969	FBtr0347504	CG2528	21974749	21992933	-1	2L	21974749	21992933
FBgn0046763	FBtr0084047	CG17278	21021044	21024163	-1	3R	21021044	21024163
FBgn0025682	FBtr0089941	scf	1298886	1300389	1	3L	1298672	1300389
FBgn0025682	FBtr0089942	scf	1298672	1300389	1	3L	1298672	1300389
FBgn0266626	FBtr0344913	asRNA:CR45133	10152717	10154345	1	2R	10152717	10154345
FBgn0266626	FBtr0344914	asRNA:CR45133	10153810	10154345	1	2R	10152717	10154345
FBgn0085482	FBtr0299518	CG34453	232480	233351	-1	3L	232480	233351
FBgn0032481	FBtr0080488	CG16972	13197102	13203295	-1	2L	13197102	13203295
FBgn0265190	FBtr0339112	PIG-S	24913216	24917864	-1	3R	24913216	24917864
FBgn0259703	FBtr0299956	CG42357	2020554	2021958	-1	3L	2020554	2021958
FBgn0002863	FBtr0084561	Acp95EF	24228975	24229279	1	3R	24228975	24229279
FBgn0040060	FBtr0077038	yip7	6035216	6036175	1	3L	6035216	6036175
FBgn0050169	FBtr0072302	Brca2	24526172	24529581	1	2R	24526172	24529581
FBgn0034462	FBtr0336983	CG15905	19646483	19647645	-1	2R	19646483	19647645
FBgn0034462	FBtr0303023	CG15905	19646483	19647645	-1	2R	19646483	19647645
FBgn0025631	FBtr0070341	moody	2044292	2048395	-1	X	2044292	2050120
FBgn0025631	FBtr0303043	moody	2044292	2050120	-1	X	2044292	2050120
FBgn0025631	FBtr0310288	moody	2044292	2048395	-1	X	2044292	2050120
FBgn0025631	FBtr0303044	moody	2044292	2048395	-1	X	2044292	2050120
FBgn0025631	FBtr0303045	moody	2044292	2050120	-1	X	2044292	2050120
FBgn0025631	FBtr0310289	moody	2044292	2048395	-1	X	2044292	2050120
FBgn0034822	FBtr0071978	RpL37b	23100057	23100478	-1	2R	23100057	23100478
FBgn0028418	FBtr0075722	Lk	14560139	14560764	-1	3L	14560139	14560764
FBgn0038890	FBtr0301211	CG7956	21520928	21528598	1	3R	21520928	21528598
FBgn0038890	FBtr0301212	CG7956	21520928	21527691	1	3R	21520928	21528598
FBgn0038890	FBtr0334664	CG7956	21520928	21527691	1	3R	21520928	21528598
FBgn0038890	FBtr0084112	CG7956	21520928	21527691	1	3R	21520928	21528598
FBgn0038890	FBtr0334663	CG7956	21520928	21527691	1	3R	21520928	21528598
FBgn0266743	FBtr0345245	lncRNA:CR45216	24835604	24836238	1	3R	24835604	24836238
FBgn0266633	FBtr0344923	asRNA:CR45140	12867609	12869783	1	2R	12867609	12869783
FBgn0266633	FBtr0344925	asRNA:CR45140	12868136	12869783	1	2R	12867609	12869783
FBgn0266633	FBtr0344924	asRNA:CR45140	12868136	12869783	1	2R	12867609	12869783
FBgn0004573	FBtr0085746	5-HT7	30969142	31016875	-1	3R	30968236	31016875
FBgn0004573	FBtr0334508	5-HT7	30968236	31016875	-1	3R	30968236	31016875
FBgn0267066	FBtr0346052	lncRNA:CR45510	21480757	21481124	-1	X	21480757	21481124
FBgn0259841	FBtr0300140	Su(Ste):CR42410	1016352	1017835	-1	Y	1016352	1017835
FBgn0266229	FBtr0343892	lncRNA:CR44924	5724047	5725321	1	3R	5724047	5725321
FBgn0039687	FBtr0085461	Naa40	29724159	29724950	-1	3R	29724159	29724950
FBgn0034730	FBtr0071830	ppk12	22427479	22429584	1	2R	22427479	22429584
FBgn0000449	FBtr0073205	dib	4062292	4064551	1	3L	4062292	4064551
FBgn0043457	FBtr0273268	CG5180	20558298	20559760	1	3R	20557930	20559760
FBgn0043457	FBtr0340547	CG5180	20557930	20559760	1	3R	20557930	20559760
FBgn0036689	FBtr0089584	CG7730	17027515	17029814	1	3L	17027515	17029814
FBgn0053806	FBtr0091810	His3:CG33806	21430255	21430783	1	2L	21430255	21430783
FBgn0022382	FBtr0112902	Pka-R2	9996962	10026042	-1	2R	9993890	10026042
FBgn0022382	FBtr0112901	Pka-R2	9996962	10026042	-1	2R	9993890	10026042
FBgn0022382	FBtr0088438	Pka-R2	9993890	10026042	-1	2R	9993890	10026042
FBgn0022382	FBtr0088437	Pka-R2	9995820	10026042	-1	2R	9993890	10026042
FBgn0267601	FBtr0347047	lncRNA:CR45939	18772086	18801312	-1	3L	18772086	18801312
FBgn0085734	FBtr0114183	CR40450	25403776	25405940	-1	3L	25403776	25405940
FBgn0267480	FBtr0346852	asRNA:CR45830	4655405	4656330	1	3L	4655405	4656330
FBgn0030578	FBtr0073936	CG5347	14776774	14777983	1	X	14776774	14777983
FBgn0037885	FBtr0304708	CG17721	11235383	11236077	1	3R	11235140	11236077
FBgn0037885	FBtr0304707	CG17721	11235383	11236077	1	3R	11235140	11236077
FBgn0037885	FBtr0082354	CG17721	11235140	11236077	1	3R	11235140	11236077
FBgn0011274	FBtr0301578	Dif	17413248	17433161	-1	2L	17413248	17433161
FBgn0011274	FBtr0301577	Dif	17414907	17428199	-1	2L	17413248	17433161
FBgn0011274	FBtr0081008	Dif	17413248	17428199	-1	2L	17413248	17433161
FBgn0011274	FBtr0081009	Dif	17413248	17428199	-1	2L	17413248	17433161
FBgn0032613	FBtr0080928	Nepl9	16835136	16837258	-1	2L	16835136	16837258
FBgn0259855	FBtr0300152	Su(Ste):CR42424	2593622	2595311	1	Y	2593622	2595311
FBgn0028573	FBtr0076064	prc	11958872	11966131	-1	3L	11958872	11966131
FBgn0033222	FBtr0113050	CG12824	7790368	7791109	1	2R	7790368	7791170
FBgn0033222	FBtr0088830	CG12824	7790368	7791170	1	2R	7790368	7791170
FBgn0034328	FBtr0086729	IM23	18382704	18383235	-1	2R	18382704	18383235
FBgn0011884	FBtr0087660	tRNA:Ile-AAT-1-6	13431777	13431850	1	2R	13431777	13431850
FBgn0015572	FBtr0081546	alpha-Est4	7536687	7538615	-1	3R	7536687	7538615
FBgn0033234	FBtr0309843	MFS12	7927929	7929922	1	2R	7926653	7929922
FBgn0033234	FBtr0088849	MFS12	7926653	7929922	1	2R	7926653	7929922
FBgn0033234	FBtr0304751	MFS12	7927506	7929922	1	2R	7926653	7929922
FBgn0061196	FBtr0070727	CG15468	4959929	4961128	-1	X	4959929	4961128
FBgn0050463	FBtr0113380	Pgant9	16673461	16731384	-1	2R	16673235	16732916
FBgn0050463	FBtr0113379	Pgant9	16673461	16731384	-1	2R	16673235	16732916
FBgn0050463	FBtr0113381	Pgant9	16674451	16683993	-1	2R	16673235	16732916
FBgn0050463	FBtr0087112	Pgant9	16673235	16732916	-1	2R	16673235	16732916
FBgn0050463	FBtr0087113	Pgant9	16673461	16731384	-1	2R	16673235	16732916
FBgn0036784	FBtr0075132	CG5103	18292125	18294262	-1	3L	18292125	18294262
FBgn0015838	FBtr0088566	Vang	9103238	9106796	1	2R	9103238	9106796
FBgn0015838	FBtr0330624	Vang	9103238	9106796	1	2R	9103238	9106796
FBgn0037307	FBtr0078820	Tim17a2	5258336	5262692	-1	3R	5258336	5262692
FBgn0001255	FBtr0310412	ImpE3	8028453	8029546	-1	3R	8028453	8029546
FBgn0039799	FBtr0346147	CG15543	30742880	30744474	1	3R	30742880	30744474
FBgn0039799	FBtr0085700	CG15543	30742880	30743915	1	3R	30742880	30744474
FBgn0034084	FBtr0087249	CG8435	16169600	16170861	-1	2R	16169600	16170861
FBgn0034460	FBtr0086469	CG18367	19636660	19637400	1	2R	19636660	19637400
FBgn0265735	FBtr0340689	lncRNA:CR44542	10236609	10236936	1	3L	10236609	10236936
FBgn0029123	FBtr0079733	SoxN	8825645	8829670	1	2L	8825645	8829670
FBgn0029123	FBtr0330210	SoxN	8825645	8829670	1	2L	8825645	8829670
FBgn0025595	FBtr0079310	AkhR	6711286	6716186	-1	2L	6711286	6716186
FBgn0025595	FBtr0079308	AkhR	6711286	6716186	-1	2L	6711286	6716186
FBgn0025595	FBtr0079309	AkhR	6711286	6716186	-1	2L	6711286	6716186
FBgn0025595	FBtr0332331	AkhR	6711286	6716186	-1	2L	6711286	6716186
FBgn0038976	FBtr0301486	Pfdn5	22487039	22488110	1	3R	22487039	22488110
FBgn0038976	FBtr0084257	Pfdn5	22487201	22488035	1	3R	22487039	22488110
FBgn0030344	FBtr0073601	Nrd1	11864651	11868893	-1	X	11864651	11868893
FBgn0053451	FBtr0086443	5SrRNA:CR33451	19729921	19730055	-1	2R	19729921	19730055
FBgn0038649	FBtr0083682	CG7718	18744063	18746041	-1	3R	18744063	18746041
FBgn0037296	FBtr0078831	Prosbeta2R2	5217751	5219528	-1	3R	5217751	5219528
FBgn0051410	FBtr0273369	Npc2e	10053332	10054348	1	3R	10053332	10054348
FBgn0003741	FBtr0075364	tra	16590059	16591050	-1	3L	16590059	16591050
FBgn0003741	FBtr0100244	tra	16590059	16591050	-1	3L	16590059	16591050
FBgn0032877	FBtr0336825	CG2617	20682368	20683429	1	2L	20682368	20683629
FBgn0032877	FBtr0081391	CG2617	20682368	20683629	1	2L	20682368	20683629
FBgn0040347	FBtr0070170	mus81	941075	943229	1	X	941075	943229
FBgn0052600	FBtr0073913	dpr8	14322226	14462351	1	X	14322226	14462351
FBgn0052600	FBtr0343518	dpr8	14322226	14462351	1	X	14322226	14462351
FBgn0011296	FBtr0336685	l(2)efl	23684651	23685543	-1	2R	23684651	23685543
FBgn0011296	FBtr0072100	l(2)efl	23684651	23685543	-1	2R	23684651	23685543
FBgn0033763	FBtr0301237	CG8646	12655954	12659341	1	2R	12655954	12659341
FBgn0039141	FBtr0445311	spas	24038215	24042386	1	3R	24038215	24042982
FBgn0039141	FBtr0084533	spas	24038215	24042654	1	3R	24038215	24042982
FBgn0039141	FBtr0445310	spas	24038215	24041863	1	3R	24038215	24042982
FBgn0039141	FBtr0084534	spas	24038215	24041844	1	3R	24038215	24042982
FBgn0039141	FBtr0346099	spas	24038215	24042982	1	3R	24038215	24042982
FBgn0039141	FBtr0321260	spas	24038215	24042386	1	3R	24038215	24042982
FBgn0266048	FBtr0343315	lncRNA:CR44813	24390777	24391977	1	2R	24390777	24391977
FBgn0011703	FBtr0080059	RnrL	10325026	10327943	-1	2L	10325026	10327943
FBgn0266670	FBtr0077519	Sec5	3457302	3460367	1	2L	3457302	3460367
FBgn0262533	FBtr0304979	CR43087	17874715	17876461	1	3L	17874715	17876573
FBgn0262533	FBtr0345859	CR43087	17874715	17876573	1	3L	17874715	17876573
FBgn0031240	FBtr0078127	CG3345	269088	271626	1	2L	269088	271626
FBgn0263032	FBtr0306912	CG43327	17032487	17034012	-1	2R	17032487	17034012
FBgn0036836	FBtr0075046	CG11619	18985905	18988323	-1	3L	18985905	18988323
FBgn0035529	FBtr0300775	Fdx2	4292482	4293432	1	3L	4292482	4293432
FBgn0034601	FBtr0071627	CG4286	21177754	21178636	-1	2R	21177754	21178636
FBgn0267780	FBtr0347345	lncRNA:CR46111	30026218	30026872	1	3R	30026218	30026872
FBgn0034427	FBtr0086561	CG10474	19285395	19286730	-1	2R	19285395	19286730
FBgn0053093	FBtr0084287	CG33093	22530694	22531922	-1	3R	22530694	22531922
FBgn0032602	FBtr0343769	ppk17	16758184	16760554	-1	2L	16758184	16760554
FBgn0032602	FBtr0080933	ppk17	16758184	16760138	-1	2L	16758184	16760554
FBgn0029824	FBtr0343051	CG3726	5917097	5941852	1	X	5917097	5941852
FBgn0029824	FBtr0070858	CG3726	5917160	5941664	1	X	5917097	5941852
FBgn0265269	FBtr0077471	CG15425	4257572	4258425	1	2L	4257572	4258425
FBgn0015300	FBtr0072351	Ssl	24499243	24500267	-1	2R	24499243	24500267
FBgn0037583	FBtr0081853	CG9684	8359958	8362554	-1	3R	8359958	8362554
FBgn0031365	FBtr0077901	CG17650	1758286	1759093	-1	2L	1758286	1759093
FBgn0039887	FBtr0344005	CG2053	32038330	32039753	1	3R	32038330	32039753
FBgn0039887	FBtr0085873	CG2053	32038330	32039610	1	3R	32038330	32039753
FBgn0020497	FBtr0346708	emb	8403573	8408280	1	2L	8403573	8408853
FBgn0020497	FBtr0079663	emb	8403573	8408853	1	2L	8403573	8408853
FBgn0261954	FBtr0343522	east	2013121	2022652	1	X	2010860	2024647
FBgn0261954	FBtr0303047	east	2013121	2022871	1	X	2010860	2024647
FBgn0261954	FBtr0070326	east	2012308	2022652	1	X	2010860	2024647
FBgn0261954	FBtr0307290	east	2012643	2024647	1	X	2010860	2024647
