ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
27	"ENSG00000197021.9_7"	"EOLA2"	chrX	-	149105631	149105698	149105650	149105698	149102222	149102355	27	21,23	110,169			118	99	NA	NA	0.138,0.102		NA
28	"ENSG00000197021.9_7"	"EOLA2"	chrX	-	149105631	149105698	149105650	149105698	149102594	149102791	28	2,5	0,2			118	99	NA	NA	1.0,0.677		NA
29	"ENSG00000197620.11_9"	"EOLA1"	chrX	+	148622745	148622888	148622745	148622837	148623563	148623630	29	42,71	2,7			150	99	NA	NA	0.933,0.87		NA
30	"ENSG00000197620.11_9"	"EOLA1"	chrX	+	148623563	148623630	148623563	148623611	148626913	148627046	30	22,12	52,50			118	99	NA	NA	0.262,0.168		NA
31	"ENSG00000268066.5_4"	"FMR1-AS1"	chrX	-	146992895	146993335	146993159	146993335	146990948	146992513	31	0,0	1,0			198	99	NA	NA	0.0,NA		NA
32	"ENSG00000203930.12_5"	"LINC00632"	chrX	+	139793785	139798454	139793785	139793821	139816042	139816129	32	0,0	0,0			198	99	NA	NA	NA,NA		NA
33	"ENSG00000233093.6_6"	"LINC00892"	chrX	+	135722932	135723032	135722932	135722999	135724261	135724585	33	0,0	0,0			132	99	NA	NA	NA,NA		NA
34	"ENSG00000102243.13_5"	"VGLL1"	chrX	+	135630747	135631167	135630747	135631026	135632926	135632980	34	0,0	0,0			198	99	NA	NA	NA,NA		NA
35	"ENSG00000198689.11_6"	"SLC9A6"	chrX	+	135056795	135057241	135056795	135056942	135067782	135067986	35	1,0	0,0			198	99	NA	NA	1.0,NA		NA
36	"ENSG00000198689.11_6"	"SLC9A6"	chrX	+	135076944	135077144	135076944	135077048	135080266	135080344	36	91,47	2,5			195	99	NA	NA	0.959,0.827		NA
37	"ENSG00000232417.5"	"CT45A3"	chrX	+	134883487	134883726	134883487	134883571	134887226	134887401	37	0,0	0,0			198	99	NA	NA	NA,NA		NA
38	"ENSG00000242185.3"	"CT45A2"	chrX	+	134866213	134866452	134866213	134866297	134869957	134870132	38	0,0	0,0			198	99	NA	NA	NA,NA		NA
39	"ENSG00000232478.4"	"CT45A1"	chrX	+	134847184	134847423	134847184	134847268	134852695	134852870	39	1,0	0,0			198	99	NA	NA	1.0,NA		NA
40	"ENSG00000156500.15_6"	"FAM122C"	chrX	+	133972756	133973633	133972756	133973591	133979234	133979278	40	0,0	0,0			141	99	NA	NA	NA,NA		NA
41	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130890638	130890737	130890670	130890737	130889625	130889774	41	26,9	0,1			131	99	NA	NA	1.0,0.872		NA
42	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130928324	130928494	130928351	130928494	130917914	130918067	42	4,5	0,0			126	99	NA	NA	1.0,1.0		NA
43	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130928324	130928494	130928351	130928494	130928021	130928143	43	23,12	0,0			126	99	NA	NA	1.0,1.0		NA
44	"ENSG00000102078.16_7"	"SLC25A14"	chrX	+	129474080	129474327	129474080	129474318	129479155	129479249	44	12,3	3,1			108	99	NA	NA	0.786,0.733		NA
45	"ENSG00000102034.17_4"	"ELF4"	chrX	-	129215229	129215513	129215410	129215513	129208555	129208727	45	297,184	1,1			198	99	NA	NA	0.993,0.989		NA
46	"ENSG00000183918.17_6"	"SH2D1A"	chrX	+	123504025	123504170	123504025	123504161	123505200	123505338	46	1,1	0,0			108	99	NA	NA	1.0,1.0		NA
47	"ENSG00000232119.8_5"	"MCTS1"	chrX	+	119742079	119742318	119742079	119742213	119744865	119744933	47	5,6	344,286			198	99	NA	NA	0.007,0.01		NA
48	"ENSG00000158290.18_7"	"CUL4B"	chrX	-	119671972	119672064	119671978	119672064	119670781	119670889	48	5,13	191,142			105	99	NA	NA	0.024,0.079		NA
49	"ENSG00000237863.3_8"	"AL035425.2"	chrX	+	107980494	107981153	107980494	107981109	107981658	107982453	49	0,0	0,0			143	99	NA	NA	NA,NA		NA
50	"ENSG00000080572.13_4"	"PIH1D3"	chrX	+	106450377	106450656	106450377	106450652	106456102	106456258	50	0,0	0,0			103	99	NA	NA	NA,NA		NA
51	"ENSG00000123560.14_8"	"PLP1"	chrX	+	103041393	103041655	103041393	103041550	103042726	103042895	51	0,0	0,0			198	99	NA	NA	NA,NA		NA
52	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102081896	102082072	102081896	102082064	102089555	102090273	52	6,12	1,0			107	99	NA	NA	0.847,1.0		NA
53	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102094728	102094900	102094728	102094791	102098256	102098335	53	35,27	4,0			198	99	NA	NA	0.814,1.0		NA
54	"ENSG00000198932.13_6"	"GPRASP1"	chrX	+	101906614	101906836	101906614	101906661	101907102	101907193	54	0,0	0,0			198	99	NA	NA	NA,NA		NA
55	"ENSG00000271147.8_7"	"ARMCX5-GPRASP2"	chrX	+	101854633	101854787	101854633	101854775	101856391	101856437	55	4,5	22,8			111	99	NA	NA	0.14,0.358		NA
56	"ENSG00000215029.10_7"	"TCP11X2"	chrX	-	101718045	101718266	101718140	101718266	101717765	101717947	56	0,0	0,0			194	99	NA	NA	NA,NA		NA
57	"ENSG00000102385.12_3"	"DRP2"	chrX	+	100497892	100498087	100497892	100497971	100500005	100500066	57	2,0	1,0			198	99	NA	NA	0.5,NA		NA
58	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100297030	100297301	100297221	100297301	100292905	100293040	58	49,24	1,0			198	99	NA	NA	0.961,1.0		NA
59	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100297030	100297301	100297221	100297301	100296305	100296360	59	115,66	27,25			198	99	NA	NA	0.68,0.569		NA
60	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100306239	100306722	100306632	100306722	100297030	100297301	60	18,21	1,1			198	99	NA	NA	0.9,0.913		NA
61	"ENSG00000101811.13_5"	"CSTF2"	chrX	+	100088168	100088461	100088168	100088258	100092327	100092438	61	431,304	0,0			198	99	NA	NA	1.0,1.0		NA
62	"ENSG00000281566.3_7"	"AL157778.1"	chrX	+	97986528	97986582	97986528	97986575	98040024	98040122	62	2,3	13,7			106	99	NA	NA	0.126,0.286		NA
63	"ENSG00000281566.3_7"	"AL157778.1"	chrX	+	97986528	97986582	97986528	97986575	98096938	98096999	63	2,0	7,3			106	99	NA	NA	0.211,0.0		NA
64	"ENSG00000281566.3_7"	"AL157778.1"	chrX	+	97986528	97986582	97986528	97986575	98119608	98120562	64	6,10	10,6			106	99	NA	NA	0.359,0.609		NA
65	"ENSG00000126733.21_7"	"DACH2"	chrX	+	86067858	86068037	86067858	86068007	86068132	86068280	65	0,0	0,0			129	99	NA	NA	NA,NA		NA
66	"ENSG00000122145.15_5"	"TBX22"	chrX	+	79278558	79278739	79278558	79278735	79279561	79279663	66	0,0	0,0			103	99	NA	NA	NA,NA		NA
67	"ENSG00000165240.20_6"	"ATP7A"	chrX	+	77178495	77178549	77178495	77178539	77227117	77227258	67	1,0	13,13			109	99	NA	NA	0.065,0.0		NA
68	"ENSG00000225470.8_6"	"JPX"	chrX	+	73164152	73164300	73164152	73164249	73164418	73164497	68	443,364	18,18			150	99	NA	NA	0.942,0.93		NA
69	"ENSG00000225470.8_6"	"JPX"	chrX	+	73164176	73164300	73164176	73164249	73214674	73214796	69	226,145	0,0			150	99	NA	NA	1.0,1.0		NA
70	"ENSG00000147130.14_5"	"ZMYM3"	chrX	-	70464151	70464320	70464172	70464320	70463678	70463830	70	239,154	0,0			120	99	NA	NA	1.0,1.0		NA
71	"ENSG00000147130.14_5"	"ZMYM3"	chrX	-	70466444	70466542	70466480	70466542	70466202	70466362	71	103,63	33,15			135	99	NA	NA	0.696,0.755		NA
72	"ENSG00000147168.13_6"	"IL2RG"	chrX	-	70330005	70330538	70330353	70330538	70329077	70329240	72	132,75	0,1			198	99	NA	NA	1.0,0.974		NA
73	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70326189	70326276	70326203	70326276	70325849	70325987	73	0,2	0,0			113	99	NA	NA	NA,1.0		NA
74	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70326189	70326276	70326208	70326276	70325849	70325987	74	0,2	0,2			118	99	NA	NA	NA,0.456		NA
75	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70326203	70326276	70326208	70326276	70325849	70325987	75	0,0	0,2			104	99	NA	NA	NA,0.0		NA
76	"ENSG00000158813.18_4"	"EDA"	chrX	+	69253247	69253378	69253247	69253372	69255207	69259319	76	1,0	0,1			105	99	NA	NA	1.0,0.0		NA
77	"ENSG00000158639.12_2"	"PAGE5"	chrX	+	55248199	55248308	55248199	55248257	55249053	55249179	77	1762,1510	17,21			150	99	NA	NA	0.986,0.979		NA
78	"ENSG00000182518.13_5"	"FAM104B"	chrX	-	55185558	55185661	55185561	55185661	55172613	55172744	78	32,22	106,88			102	99	NA	NA	0.227,0.195		NA
79	"ENSG00000234068.7_6"	"PAGE2"	chrX	+	55116934	55117043	55116934	55116992	55117764	55117890	79	12,4	0,0			150	99	NA	NA	1.0,1.0		NA
80	"ENSG00000067445.21_9"	"TRO"	chrX	+	54955035	54957464	54955035	54955143	54957636	54957864	80	1,3	0,0			198	99	NA	NA	1.0,1.0		NA
81	"ENSG00000130119.17_4"	"GNL3L"	chrX	+	54565472	54565933	54565472	54565534	54566567	54566675	81	0,1	198,151			198	99	NA	NA	0.0,0.003		NA
82	"ENSG00000130119.17_4"	"GNL3L"	chrX	+	54566567	54566675	54566567	54566671	54567705	54567822	82	146,110	0,0			103	99	NA	NA	1.0,1.0		NA
83	"ENSG00000086758.16_8"	"HUWE1"	chrX	-	53570801	53570929	53570846	53570929	53569403	53569500	83	342,241	94,57			144	99	NA	NA	0.714,0.744		NA
84	"ENSG00000086758.16_8"	"HUWE1"	chrX	-	53629524	53629619	53629551	53629619	53627077	53627269	84	301,203	17,10			126	99	NA	NA	0.933,0.941		NA
85	"ENSG00000204375.5"	"XAGE1E"	chrX	-	52544391	52544549	52544407	52544549	52543753	52543880	85	0,0	1,0			115	99	NA	NA	0.0,NA		NA
86	"ENSG00000183461.12"	"XAGE1C"	chrX	+	52513408	52513566	52513408	52513550	52514077	52514204	86	0,0	0,0			115	99	NA	NA	NA,NA		NA
87	"ENSG00000204379.6"	"XAGE1A"	chrX	-	52258557	52258715	52258573	52258715	52257919	52258046	87	0,0	0,0			115	99	NA	NA	NA,NA		NA
88	"ENSG00000154545.16_4"	"MAGED4"	chrX	+	51934526	51934969	51934526	51934957	51935152	51935364	88	0,0	0,0			111	99	NA	NA	NA,NA		NA
89	"ENSG00000171365.17_9"	"CLCN5"	chrX	+	49688015	49688350	49688015	49688091	49689780	49689924	89	15,14	3,14			198	99	NA	NA	0.714,0.333		NA
90	"ENSG00000102001.13_6"	"CACNA1F"	chrX	-	49083398	49083589	49083431	49083589	49083071	49083164	90	1,0	1,0			132	99	NA	NA	0.429,NA		NA
91	"ENSG00000147144.13_7"	"CCDC120"	chrX	+	48919489	48919635	48919489	48919589	48919765	48919856	91	2,1	1,0			145	99	NA	NA	0.577,1.0		NA
92	"ENSG00000147144.13_7"	"CCDC120"	chrX	+	48919489	48919648	48919489	48919589	48919765	48919856	92	7,8	1,0			158	99	NA	NA	0.814,1.0		NA
93	"ENSG00000147144.13_7"	"CCDC120"	chrX	+	48919489	48919648	48919489	48919635	48919765	48919856	93	7,7	2,0			112	99	NA	NA	0.756,1.0		NA
94	"ENSG00000147144.13_7"	"CCDC120"	chrX	+	48919765	48919856	48919765	48919820	48919998	48920132	94	8,12	0,0			135	99	NA	NA	1.0,1.0		NA
95	"ENSG00000102100.16_7"	"SLC35A2"	chrX	-	48767090	48767273	48767129	48767273	48763668	48763820	95	155,176	0,0			138	99	NA	NA	1.0,1.0		NA
96	"ENSG00000102100.16_7"	"SLC35A2"	chrX	-	48768745	48768923	48768783	48768923	48767090	48767273	96	1,0	0,0			137	99	NA	NA	1.0,NA		NA
97	"ENSG00000102100.16_7"	"SLC35A2"	chrX	-	48768745	48768923	48768822	48768923	48767090	48767273	97	1,0	95,117			176	99	NA	NA	0.006,0.0		NA
98	"ENSG00000102100.16_7"	"SLC35A2"	chrX	-	48768783	48768923	48768822	48768923	48767090	48767273	98	0,0	95,117			138	99	NA	NA	0.0,0.0		NA
99	"ENSG00000102100.16_7"	"SLC35A2"	chrX	-	48768822	48769235	48769135	48769235	48767090	48767273	99	102,123	3,0			198	99	NA	NA	0.944,1.0		NA
100	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48755194	48755376	48755194	48755365	48755774	48755859	100	81,55	376,258			110	99	NA	NA	0.162,0.161		NA
101	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48759509	48759794	48759509	48759661	48760008	48760070	101	1953,1501	24,26			198	99	NA	NA	0.976,0.967		NA
102	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48664037	48664186	48664037	48664078	48664774	48664871	102	9,6	260,128			198	99	NA	NA	0.017,0.023		NA
103	"ENSG00000102312.22_6"	"PORCN"	chrX	+	48367811	48368095	48367811	48367965	48368171	48368344	103	21,14	0,1			198	99	NA	NA	1.0,0.875		NA
104	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48337004	48337095	48337004	48337068	48337425	48337504	104	287,270	0,0			126	99	NA	NA	1.0,1.0		NA
105	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48339813	48340103	48339813	48339916	48340790	48340894	105	378,296	6,2			198	99	NA	NA	0.969,0.987		NA
106	"ENSG00000102225.16_10"	"CDK16"	chrX	+	47081659	47081779	47081659	47081741	47082950	47083158	106	21,22	15,11			137	99	NA	NA	0.503,0.591		NA
107	"ENSG00000102225.16_10"	"CDK16"	chrX	+	47083783	47083917	47083783	47083875	47084016	47084142	107	956,745	26,13			141	99	NA	NA	0.963,0.976		NA
108	"ENSG00000147050.15_4"	"KDM6A"	chrX	+	44949967	44950109	44949967	44950077	44966654	44966781	108	147,97	0,0			131	99	NA	NA	1.0,1.0		NA
109	"ENSG00000147044.21_9"	"CASK"	chrX	-	41712349	41712480	41712367	41712480	41646430	41646536	109	0,0	11,16			117	99	NA	NA	0.0,0.0		NA
110	"ENSG00000183337.17_6"	"BCOR"	chrX	-	39911365	39911653	39911471	39911653	39909067	39909244	110	267,243	0,0			198	99	NA	NA	1.0,1.0		NA
111	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38146346	38147294	38147113	38147294	38135839	38136025	111	22,21	0,1			198	99	NA	NA	1.0,0.913		NA
112	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38146346	38147294	38147117	38147294	38135839	38136025	112	22,21	1,1			198	99	NA	NA	0.917,0.913		NA
113	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38147113	38147294	38147117	38147294	38135839	38136025	113	0,1	1,1			103	99	NA	NA	0.0,0.49		NA
114	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38147113	38147294	38147117	38147294	38146346	38146498	114	33,18	0,1			103	99	NA	NA	1.0,0.945		NA
115	"ENSG00000189023.10_4"	"MAGEB16"	chrX	+	35816458	35816671	35816458	35816535	35820247	35821852	115	5,1	1,8			198	99	NA	NA	0.714,0.059		NA
116	"ENSG00000173698.18_6"	"ADGRG2"	chrX	-	19055706	19055754	19055715	19055754	19055584	19055608	116	0,0	0,0			108	99	NA	NA	NA,NA		NA
117	"ENSG00000044446.12_5"	"PHKA2"	chrX	-	18920909	18921028	18920935	18921028	18919602	18919721	117	11,3	0,0			125	99	NA	NA	1.0,1.0		NA
118	"ENSG00000102048.16_5"	"ASB9"	chrX	-	15266804	15267057	15266865	15267057	15262108	15262752	118	4,2	1,1			160	99	NA	NA	0.712,0.553		NA
119	"ENSG00000046647.13_7"	"GEMIN8"	chrX	-	14044170	14044340	14044258	14044340	14039582	14039630	119	12,9	61,70			187	99	NA	NA	0.094,0.064		NA
120	"ENSG00000196459.14_5"	"TRAPPC2"	chrX	-	13752162	13752304	13752168	13752304	13737989	13738101	120	33,23	3,0			105	99	NA	NA	0.912,1.0		NA
121	"ENSG00000196459.14_5"	"TRAPPC2"	chrX	-	13752162	13752304	13752168	13752304	13738546	13738616	121	1,2	0,1			105	99	NA	NA	1.0,0.653		NA
122	"ENSG00000101871.15_5"	"MID1"	chrX	-	10534927	10535643	10535041	10535643	10491131	10491227	122	1,2	1,0			198	99	NA	NA	0.333,1.0		NA
123	"ENSG00000130021.15_9"	"PUDP"	chrX	-	7023660	7023879	7023789	7023879	6995260	6995490	123	449,245	1,0			198	99	NA	NA	0.996,1.0		NA
124	"ENSG00000285756.2_4"	"BX890604.2"	chrX	-	3784962	3785847	3784990	3785847	3781542	3781686	124	14,20	10,1			127	99	NA	NA	0.522,0.94		NA
125	"ENSG00000285756.2_4"	"BX890604.2"	chrX	-	3784962	3785847	3784990	3785847	3783083	3783183	125	16,21	11,7			127	99	NA	NA	0.531,0.7		NA
126	"ENSG00000198223.16_5"	"CSF2RA"	chrX	+	1393647	1393735	1393647	1393711	1401570	1401672	126	0,0	0,0			123	99	NA	NA	NA,NA		NA
127	"ENSG00000079974.17_5"	"RABL2B"	chr22	-	51207852	51207977	51207882	51207977	51207468	51207552	127	0,0	7,3			129	99	NA	NA	0.0,0.0		NA
128	"ENSG00000079974.17_5"	"RABL2B"	chr22	-	51221196	51221473	51221318	51221473	51220615	51220779	128	1,0	0,0			198	99	NA	NA	1.0,NA		NA
129	"ENSG00000079974.17_5"	"RABL2B"	chr22	-	51221466	51221714	51221472	51221714	51220615	51220779	129	1,0	0,0			105	99	NA	NA	1.0,NA		NA
130	"ENSG00000254413.8_4"	"CHKB-CPT1B"	chr22	-	51018155	51018259	51018219	51018259	51017854	51017936	130	80,65	1,0			163	99	NA	NA	0.98,1.0		NA
131	"ENSG00000100253.13_5"	"MIOX"	chr22	+	50927960	50928073	50927960	50928059	50928176	50929077	131	0,1	0,0			113	99	NA	NA	NA,1.0		NA
132	"ENSG00000196576.15_6"	"PLXNB2"	chr22	-	50719788	50720171	50719994	50720171	50719517	50719618	132	44,61	0,1			198	99	NA	NA	1.0,0.968		NA
133	"ENSG00000196576.15_6"	"PLXNB2"	chr22	-	50733147	50733207	50733154	50733207	50727945	50729026	133	0,14	0,5			106	99	NA	NA	NA,0.723		NA
134	"ENSG00000185386.15_5"	"MAPK11"	chr22	-	50705681	50705715	50705685	50705715	50705555	50705603	134	1,4	23,24			103	99	NA	NA	0.04,0.138		NA
135	"ENSG00000188130.14_6"	"MAPK12"	chr22	-	50695216	50695393	50695363	50695393	50695027	50695075	135	162,156	175,127			198	99	NA	NA	0.316,0.38		NA
136	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50685107	50685395	50685303	50685395	50684726	50684805	136	12,35	0,1			198	99	NA	NA	1.0,0.946		NA
137	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50689402	50689834	50689530	50689834	50689199	50689334	137	1,15	0,2			198	99	NA	NA	1.0,0.789		NA
138	"ENSG00000128159.12_9"	"TUBGCP6"	chr22	-	50658620	50660303	50658679	50660303	50658385	50658444	138	6,10	8,6			158	99	NA	NA	0.32,0.511		NA
139	"ENSG00000128159.12_9"	"TUBGCP6"	chr22	-	50658620	50660303	50659703	50660303	50658385	50658444	139	28,51	0,0			198	99	NA	NA	1.0,1.0		NA
140	"ENSG00000128159.12_9"	"TUBGCP6"	chr22	-	50658679	50660303	50659703	50660303	50658385	50658444	140	35,57	0,0			198	99	NA	NA	1.0,1.0		NA
141	"ENSG00000073146.16_5"	"MOV10L1"	chr22	+	50528684	50528941	50528684	50528826	50530429	50530614	141	0,0	0,0			198	99	NA	NA	NA,NA		NA
142	"ENSG00000224271.7_8"	"AL117329.1"	chr22	+	48027411	48027635	48027411	48027614	48030928	48031102	142	26,9	0,0			120	99	NA	NA	1.0,1.0		NA
143	"ENSG00000224271.7_8"	"AL117329.1"	chr22	+	48027493	48027835	48027493	48027635	48030928	48031102	143	0,3	23,6			198	99	NA	NA	0.0,0.2		NA
144	"ENSG00000224271.7_8"	"AL117329.1"	chr22	+	48030928	48031104	48030928	48031102	48032436	48032964	144	1,0	0,0			101	99	NA	NA	1.0,NA		NA
145	"ENSG00000224271.7_8"	"AL117329.1"	chr22	+	48030928	48031104	48030928	48031102	48081948	48082061	145	0,0	12,10			101	99	NA	NA	0.0,0.0		NA
146	"ENSG00000205643.11_6"	"CDPF1"	chr22	-	46643002	46643118	46643006	46643118	46642569	46642692	146	0,0	0,1			103	99	NA	NA	NA,0.0		NA
147	"ENSG00000093000.19_5"	"NUP50"	chr22	+	45566868	45567058	45566868	45567024	45567480	45567564	147	51,49	0,0			133	99	NA	NA	1.0,1.0		NA
148	"ENSG00000186654.21_7"	"PRR5"	chr22	+	45121123	45121176	45121123	45121172	45122456	45122514	148	0,0	43,33			103	99	NA	NA	0.0,0.0		NA
149	"ENSG00000100271.17_5"	"TTLL1"	chr22	-	43465609	43465850	43465641	43465850	43464415	43464596	149	0,0	4,1			131	99	NA	NA	0.0,0.0		NA
150	"ENSG00000205702.11_7"	"CYP2D7"	chr22	-	42537521	42537685	42537543	42537685	42537271	42537349	150	0,0	1,2			121	99	NA	NA	0.0,0.0		NA
151	"ENSG00000205702.11_7"	"CYP2D7"	chr22	-	42537521	42537685	42537634	42537685	42537271	42537349	151	0,0	0,0			198	99	NA	NA	NA,NA		NA
152	"ENSG00000205702.11_7"	"CYP2D7"	chr22	-	42537543	42537685	42537634	42537685	42537271	42537349	152	1,2	0,0			190	99	NA	NA	1.0,1.0		NA
153	"ENSG00000205702.11_7"	"CYP2D7"	chr22	-	42537543	42537685	42537634	42537685	42537380	42537406	153	0,2	0,1			190	99	NA	NA	NA,0.51		NA
154	"ENSG00000100138.15_7"	"SNU13"	chr22	-	42083725	42084331	42084082	42084331	42076247	42076368	154	12,6	0,0			198	99	NA	NA	1.0,1.0		NA
155	"ENSG00000100138.15_7"	"SNU13"	chr22	-	42083725	42084331	42084155	42084331	42076247	42076368	155	19,11	0,0			198	99	NA	NA	1.0,1.0		NA
156	"ENSG00000100138.15_7"	"SNU13"	chr22	-	42084082	42084331	42084155	42084331	42076247	42076368	156	18,11	0,0			172	99	NA	NA	1.0,1.0		NA
157	"ENSG00000100413.17_5"	"POLR3H"	chr22	-	41928607	41928749	41928662	41928749	41928097	41928161	157	45,39	344,219			154	99	NA	NA	0.078,0.103		NA
158	"ENSG00000100412.16_4"	"ACO2"	chr22	+	41911770	41911996	41911770	41911921	41913530	41913635	158	3,9	662,537			174	99	NA	NA	0.003,0.009		NA
