ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
179	"ENSG00000067829.19_6"	"IDH3G"	chrX	-	153056264	153056306	153056018	153056030	153059700	153059780
180	"ENSG00000067829.19_6"	"IDH3G"	chrX	-	153056264	153056426	153056018	153056030	153059700	153059811
182	"ENSG00000198753.12_6"	"PLXNB3"	chrX	+	153036940	153037110	153036764	153036858	153037318	153037470
183	"ENSG00000130822.16_5"	"PNCK"	chrX	-	152935904	152936049	152935187	152935585	152936198	152936286
184	"ENSG00000130822.16_5"	"PNCK"	chrX	-	152937334	152937473	152936693	152937127	152937580	152937655
192	"ENSG00000262919.8_7"	"CCNQ"	chrX	-	152857963	152858191	152853382	152853912	152861461	152861645
193	"ENSG00000262919.8_7"	"CCNQ"	chrX	-	152857963	152858191	152853389	152853852	152860004	152860137
195	"ENSG00000262919.8_7"	"CCNQ"	chrX	-	152860004	152860137	152853389	152853852	152861461	152861521
196	"ENSG00000262919.8_7"	"CCNQ"	chrX	-	152860004	152860137	152853512	152853912	152861461	152861521
198	"ENSG00000262919.8_7"	"CCNQ"	chrX	-	152861461	152861645	152853382	152853912	152864419	152864480
200	"ENSG00000213397.10_7"	"HAUS7"	chrX	-	152719851	152719966	152713123	152713367	152720999	152721106
202	"ENSG00000213397.10_7"	"HAUS7"	chrX	-	152720999	152721106	152719851	152719966	152721722	152721751
203	"ENSG00000213397.10_7"	"HAUS7"	chrX	-	152720999	152721224	152719851	152719966	152721722	152721808
204	"ENSG00000213397.10_7"	"HAUS7"	chrX	-	152721950	152722109	152721722	152721822	152722594	152722620
205	"ENSG00000213397.10_7"	"HAUS7"	chrX	-	152730445	152730513	152728067	152728129	152734603	152734719
206	"ENSG00000213397.10_7"	"HAUS7"	chrX	-	152734603	152734719	152730445	152730513	152735907	152736011
209	"ENSG00000213401.10_6"	"MAGEA12"	chrX	-	151901708	151901814	151899292	151900875	151902928	151903023
220	"ENSG00000102287.19_6"	"GABRE"	chrX	-	151125754	151125958	151124179	151124332	151128310	151128448
221	"ENSG00000102287.19_6"	"GABRE"	chrX	-	151127435	151127621	151125754	151125958	151128310	151128448
225	"ENSG00000229967.1_7"	"MAGEA4-AS1"	chrX	-	151080880	151080999	151079494	151079555	151081263	151081426
226	"ENSG00000166049.11_5"	"PASD1"	chrX	+	150773117	150773206	150769998	150770053	150780135	150780225
227	"ENSG00000166049.11_5"	"PASD1"	chrX	+	150780135	150780225	150773117	150773206	150789401	150789501
228	"ENSG00000166049.11_5"	"PASD1"	chrX	+	150793919	150794002	150791408	150791536	150817086	150817174
229	"ENSG00000166049.11_5"	"PASD1"	chrX	+	150832590	150832820	150828184	150828308	150839509	150839668
239	"ENSG00000063601.17_7"	"MTMR1"	chrX	+	149887096	149887172	149867667	149867773	149895686	149895781
241	"ENSG00000063601.17_7"	"MTMR1"	chrX	+	149912832	149912925	149905713	149905920	149924160	149924337
242	"ENSG00000063601.17_7"	"MTMR1"	chrX	+	149919201	149919315	149912832	149912925	149924160	149924337
244	"ENSG00000063601.17_7"	"MTMR1"	chrX	+	149924160	149924337	149919201	149919315	149931037	149931210
247	"ENSG00000171100.15_7"	"MTM1"	chrX	+	149783061	149783172	149767055	149767150	149787510	149787612
248	"ENSG00000171100.15_7"	"MTM1"	chrX	+	149787510	149787612	149767055	149767150	149807415	149807499
251	"ENSG00000235703.6_8"	"LINC00894"	chrX	+	149109274	149109457	149108876	149109104	149112235	149112318
252	"ENSG00000235703.6_8"	"LINC00894"	chrX	+	149110007	149110065	149108876	149109104	149111868	149111980
253	"ENSG00000235703.6_8"	"LINC00894"	chrX	+	149110007	149110065	149108876	149109104	149112235	149112318
255	"ENSG00000235703.6_8"	"LINC00894"	chrX	+	149110401	149110547	149110007	149110065	149111868	149111980
257	"ENSG00000235703.6_8"	"LINC00894"	chrX	+	149111868	149111980	149108876	149109104	149112235	149112318
258	"ENSG00000235703.6_8"	"LINC00894"	chrX	+	149111868	149111980	149110007	149110065	149112235	149112318
265	"ENSG00000197021.9_7"	"EOLA2"	chrX	-	149102594	149102791	149102222	149102355	149105631	149105698
267	"ENSG00000197021.9_7"	"EOLA2"	chrX	-	149105631	149105698	149102222	149102355	149106410	149106677
268	"ENSG00000197021.9_7"	"EOLA2"	chrX	-	149105650	149105698	149102222	149102355	149106410	149106653
269	"ENSG00000230899.1_7"	"MAGEA8-AS1"	chrX	-	149008895	149008992	149008600	149008658	149009803	149009870
274	"ENSG00000241769.7_9"	"LINC00893"	chrX	-	148620256	148620439	148619646	148619704	148622239	148622358
275	"ENSG00000241489.8_9"	"AC244197.3"	chrX	-	148568455	148568629	148558634	148564749	148571844	148571971
276	"ENSG00000241489.8_9"	"AC244197.3"	chrX	-	148579637	148579838	148577876	148578047	148582479	148582568
278	"ENSG00000241489.8_9"	"AC244197.3"	chrX	-	148617705	148617745	148615567	148615906	148619646	148619704
282	"ENSG00000010404.18_6"	"IDS"	chrX	-	148584841	148585019	148582479	148582568	148585686	148585749
283	"ENSG00000176988.9_4"	"FMR1NB"	chrX	+	147090137	147090231	147088221	147088362	147106384	147106533
286	"ENSG00000155495.9_6"	"MAGEC1"	chrX	+	140992755	140992862	140992502	140992600	140993194	140993333
301	"ENSG00000101974.14_6"	"ATP11C"	chrX	-	138813809	138813914	138808507	138811121	138814593	138814684
302	"ENSG00000101974.14_6"	"ATP11C"	chrX	-	138813809	138813914	138808507	138811121	138819889	138819955
304	"ENSG00000101974.14_6"	"ATP11C"	chrX	-	138814593	138814684	138810944	138811121	138820074	138820228
307	"ENSG00000101974.14_6"	"ATP11C"	chrX	-	138819889	138819955	138813809	138813914	138820074	138820228
308	"ENSG00000101974.14_6"	"ATP11C"	chrX	-	138845474	138845577	138844119	138844265	138850418	138850593
309	"ENSG00000101974.14_6"	"ATP11C"	chrX	-	138856848	138857112	138850418	138850593	138864705	138864792
310	"ENSG00000101974.14_6"	"ATP11C"	chrX	-	138864705	138864887	138856848	138857112	138865322	138865426
312	"ENSG00000101974.14_6"	"ATP11C"	chrX	-	138897036	138897144	138886629	138886758	138899021	138899102
316	"ENSG00000129682.16_8"	"FGF13"	chrX	-	137939673	137939841	137790979	137791090	138072669	138072779
318	"ENSG00000129682.16_8"	"FGF13"	chrX	-	137946738	137946812	137939673	137939841	138072669	138072779
320	"ENSG00000129682.16_8"	"FGF13"	chrX	-	138072669	138072779	137790979	137791090	138286220	138286437
324	"ENSG00000234062.8_8"	"AL390879.1"	chrX	+	136077005	136077154	136007405	136007538	136103570	136103638
325	"ENSG00000234062.8_8"	"AL390879.1"	chrX	+	136084483	136084652	136007405	136007538	136103570	136103638
326	"ENSG00000234062.8_8"	"AL390879.1"	chrX	+	136101445	136101500	136077005	136077154	136103570	136103789
329	"ENSG00000102241.12_5"	"HTATSF1"	chrX	+	135582316	135582364	135581756	135581937	135582822	135582977
330	"ENSG00000129680.16_7"	"MAP7D3"	chrX	-	135301751	135301830	135301556	135301654	135302923	135302972
331	"ENSG00000129680.16_7"	"MAP7D3"	chrX	-	135302923	135303122	135301751	135301830	135304551	135304645
334	"ENSG00000181433.9_3"	"SAGE1"	chrX	+	134989084	134989225	134988569	134988710	134989471	134989612
335	"ENSG00000181433.9_3"	"SAGE1"	chrX	+	134989859	134990000	134989471	134989612	134990247	134990388
336	"ENSG00000186376.15_5"	"ZNF75D"	chrX	-	134424934	134425061	134419722	134421778	134475692	134478034
337	"ENSG00000186376.15_5"	"ZNF75D"	chrX	-	134425397	134425489	134424934	134425061	134426206	134426399
338	"ENSG00000186376.15_5"	"ZNF75D"	chrX	-	134426206	134426399	134424934	134425061	134427655	134428184
339	"ENSG00000186376.15_5"	"ZNF75D"	chrX	-	134426206	134426399	134424934	134425061	134475692	134478034
340	"ENSG00000186376.15_5"	"ZNF75D"	chrX	-	134427655	134428184	134426206	134426399	134429693	134429959
341	"ENSG00000186376.15_5"	"ZNF75D"	chrX	-	134429693	134429965	134426206	134426399	134475692	134478034
342	"ENSG00000156500.15_6"	"FAM122C"	chrX	+	133966974	133967158	133963255	133963312	133972756	133973591
343	"ENSG00000156500.15_6"	"FAM122C"	chrX	+	133969704	133969826	133966974	133967158	133972756	133973591
361	"ENSG00000156504.16_4"	"FAM122B"	chrX	-	133915850	133915947	133903595	133906313	133919915	133919977
362	"ENSG00000156504.16_4"	"FAM122B"	chrX	-	133919915	133919977	133915850	133915947	133921501	133921563
363	"ENSG00000156504.16_4"	"FAM122B"	chrX	-	133919915	133919980	133915850	133915947	133921501	133921563
369	"ENSG00000156531.17_4"	"PHF6"	chrX	+	133511601	133511785	133507341	133507497	133527530	133527664
370	"ENSG00000156531.17_4"	"PHF6"	chrX	+	133512034	133512136	133511601	133511785	133527530	133527664
376	"ENSG00000269556.8_11"	"TMEM185A"	chrX	-	148685652	148685736	148681966	148682143	148713225	148713448
378	"ENSG00000269556.8_11"	"TMEM185A"	chrX	-	148690313	148690521	148685374	148685736	148713225	148713568
379	"ENSG00000269556.8_11"	"TMEM185A"	chrX	-	148692969	148693146	148685652	148685736	148713225	148713381
380	"ENSG00000269556.8_11"	"TMEM185A"	chrX	-	148692969	148693146	148690313	148690516	148713225	148713381
382	"ENSG00000134602.16_4"	"STK26"	chrX	+	131157535	131157687	131157329	131157435	131188658	131188889
383	"ENSG00000134602.16_4"	"STK26"	chrX	+	131157535	131157687	131157329	131157435	131197460	131197517
384	"ENSG00000134602.16_4"	"STK26"	chrX	+	131188658	131188889	131157329	131157435	131197460	131197517
387	"ENSG00000134602.16_4"	"STK26"	chrX	+	131197460	131197517	131188658	131188889	131202242	131202351
389	"ENSG00000134602.16_4"	"STK26"	chrX	+	131206295	131206389	131205096	131205245	131206840	131206903
390	"ENSG00000134602.16_4"	"STK26"	chrX	+	131206840	131206903	131206295	131206389	131206993	131207121
391	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130823973	130824043	130823765	130823868	130826465	130826664
394	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130829871	130829941	130825550	130826664	130877123	130877276
396	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130837444	130837546	130829871	130829941	130883333	130883486
400	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130843525	130843584	130836679	130837546	130883333	130883486
403	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130845678	130845772	130825585	130826664	130877123	130877276
406	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130877123	130877276	130825557	130826664	130883333	130883486
407	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130877123	130877276	130829871	130829941	130883333	130883486
410	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130919184	130919286	130917914	130918067	130928021	130928143
411	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130919184	130919286	130917914	130918067	130928324	130928494
412	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130928021	130928143	130917914	130918067	130928324	130928494
413	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130928021	130928143	130917914	130918067	130928351	130928494
414	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130928021	130928143	130919184	130919286	130928324	130928494
416	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130929836	130930359	130928351	130928494	130959249	130959393
418	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130938999	130939065	130929077	130930359	130959249	130959393
419	"ENSG00000165675.16_7"	"ENOX2"	chrX	-	129803938	129804172	129801503	129801716	129813515	129813722
420	"ENSG00000165675.16_7"	"ENOX2"	chrX	-	129813515	129813722	129803938	129804172	129822836	129822992
423	"ENSG00000274775.2_8"	"Z82195.2"	chrX	-	129650561	129650724	129649733	129649823	129657424	129657510
424	"ENSG00000134597.16_5"	"RBMX2"	chrX	+	129543230	129543360	129537775	129537827	129545321	129545480
432	"ENSG00000056277.16_5"	"ZNF280C"	chrX	-	129361655	129361756	129354322	129354454	129362950	129363108
433	"ENSG00000056277.16_5"	"ZNF280C"	chrX	-	129362950	129363108	129354322	129354454	129370187	129370294
434	"ENSG00000056277.16_5"	"ZNF280C"	chrX	-	129364483	129364701	129362950	129363108	129370187	129370294
435	"ENSG00000102034.17_4"	"ELF4"	chrX	-	129215229	129215286	129208555	129208727	129215410	129215513
436	"ENSG00000102034.17_4"	"ELF4"	chrX	-	129215229	129215513	129208555	129208727	129244299	129244472
437	"ENSG00000102034.17_4"	"ELF4"	chrX	-	129215229	129215513	129208555	129208727	129244594	129244691
438	"ENSG00000102034.17_4"	"ELF4"	chrX	-	129215410	129215513	129208555	129208727	129244299	129244336
439	"ENSG00000156697.13_7"	"UTP14A"	chrX	+	129044983	129045126	129042645	129042710	129045741	129045897
441	"ENSG00000156697.13_7"	"UTP14A"	chrX	+	129059894	129060088	129058770	129059171	129060215	129060315
443	"ENSG00000188706.13_6"	"ZDHHC9"	chrX	-	128962956	128963117	128957654	128957813	128975754	128975800
444	"ENSG00000188706.13_6"	"ZDHHC9"	chrX	-	128977234	128977302	128975754	128976056	128977671	128977862
446	"ENSG00000009694.13_6"	"TENM1"	chrX	-	123525901	123526198	123519526	123519914	123538880	123539116
448	"ENSG00000009694.13_6"	"TENM1"	chrX	-	123663713	123663833	123657213	123657475	123680723	123680940
449	"ENSG00000009694.13_6"	"TENM1"	chrX	-	123697598	123697622	123695520	123695667	123699224	123699410
455	"ENSG00000232119.8_5"	"MCTS1"	chrX	+	119739261	119739414	119737955	119738102	119739933	119739991
456	"ENSG00000232119.8_5"	"MCTS1"	chrX	+	119742079	119742213	119739933	119740031	119744865	119744902
457	"ENSG00000232119.8_5"	"MCTS1"	chrX	+	119742079	119742318	119739933	119740031	119744865	119744933
458	"ENSG00000232119.8_5"	"MCTS1"	chrX	+	119744865	119744933	119739933	119740031	119746037	119746167
459	"ENSG00000158290.18_7"	"CUL4B"	chrX	-	119663956	119664109	119657712	119660711	119668335	119668363
461	"ENSG00000158290.18_7"	"CUL4B"	chrX	-	119673122	119673227	119672514	119672625	119674224	119674417
462	"ENSG00000158290.18_7"	"CUL4B"	chrX	-	119678335	119678498	119677968	119678058	119679298	119679372
465	"ENSG00000005893.16_5"	"LAMP2"	chrX	-	119576453	119576517	119575584	119575749	119580159	119580282
466	"ENSG00000005893.16_5"	"LAMP2"	chrX	-	119580159	119580282	119576453	119576517	119581695	119581880
468	"ENSG00000125356.7_4"	"NDUFA1"	chrX	+	119007266	119007356	119005794	119005976	119010476	119010625
474	"ENSG00000125354.23_8"	"SEPTIN6"	chrX	-	118767322	118767455	118763280	118763471	118774654	118774751
475	"ENSG00000125354.23_8"	"SEPTIN6"	chrX	-	118770989	118771158	118767322	118767455	118774654	118774751
476	"ENSG00000125354.23_8"	"SEPTIN6"	chrX	-	118797444	118797640	118786816	118787003	118809516	118809631
477	"ENSG00000018610.15_5"	"CXorf56"	chrX	-	118678315	118678454	118676467	118676557	118679425	118679467
478	"ENSG00000018610.15_5"	"CXorf56"	chrX	-	118678315	118678454	118676467	118676557	118694230	118694348
479	"ENSG00000018610.15_5"	"CXorf56"	chrX	-	118679425	118679467	118676467	118676557	118694230	118694348
482	"ENSG00000131724.11_6"	"IL13RA1"	chrX	+	117880916	117881055	117874979	117875119	117883620	117883741
483	"ENSG00000131724.11_6"	"IL13RA1"	chrX	+	117892017	117892205	117883620	117883741	117895100	117895252
485	"ENSG00000131724.11_6"	"IL13RA1"	chrX	+	117900492	117900540	117895100	117895252	117907841	117907938
486	"ENSG00000131724.11_6"	"IL13RA1"	chrX	+	117900806	117900939	117900492	117900540	117907841	117907938
487	"ENSG00000147251.15_5"	"DOCK11"	chrX	+	117724172	117724265	117722375	117722441	117727176	117727300
488	"ENSG00000147251.15_5"	"DOCK11"	chrX	+	117739200	117739319	117733101	117733191	117742034	117742104
490	"ENSG00000147251.15_5"	"DOCK11"	chrX	+	117758501	117758618	117752512	117752691	117761466	117761542
491	"ENSG00000147251.15_5"	"DOCK11"	chrX	+	117770308	117770375	117764341	117764453	117775152	117775268
492	"ENSG00000147251.15_5"	"DOCK11"	chrX	+	117777419	117777557	117775152	117775268	117782907	117783090
493	"ENSG00000147251.15_5"	"DOCK11"	chrX	+	117785926	117786040	117782907	117783090	117788564	117788780
494	"ENSG00000147251.15_5"	"DOCK11"	chrX	+	117815020	117815211	117814444	117814655	117815656	117815757
495	"ENSG00000147251.15_5"	"DOCK11"	chrX	+	117815656	117815757	117814444	117814655	117817041	117817180
498	"ENSG00000131725.14_6"	"WDR44"	chrX	+	117512381	117512415	117480035	117480543	117526594	117527234
499	"ENSG00000131725.14_6"	"WDR44"	chrX	+	117521302	117521377	117480161	117480543	117526594	117527178
501	"ENSG00000131725.14_6"	"WDR44"	chrX	+	117570664	117570787	117566743	117566857	117575330	117575522
503	"ENSG00000131725.14_6"	"WDR44"	chrX	+	117578322	117578457	117577522	117577650	117582855	117583900
510	"ENSG00000130224.15_5"	"LRCH2"	chrX	-	114364717	114364762	114361405	114361456	114384389	114384506
511	"ENSG00000130224.15_5"	"LRCH2"	chrX	-	114391164	114391230	114384584	114384633	114398238	114398346
515	"ENSG00000077713.19_5"	"SLC25A43"	chrX	+	118560144	118560317	118544152	118544325	118585812	118586106
516	"ENSG00000101935.10_6"	"AMMECR1"	chrX	-	109445673	109445764	109444181	109444278	109459745	109459860
518	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109246728	109247392	109246322	109246384	109310574	109310624
520	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109247110	109247392	109246322	109246384	109310574	109310624
521	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109310574	109310624	109246728	109247392	109352307	109352374
522	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109310574	109310624	109246728	109247392	109388025	109388104
523	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109352307	109352374	109246728	109247392	109388025	109388104
524	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109352307	109352374	109310574	109310624	109388025	109388104
525	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109388025	109388104	109352307	109352374	109414647	109414739
526	"ENSG00000188153.14_6"	"COL4A5"	chrX	+	107849971	107850122	107846193	107846291	107858140	107858254
527	"ENSG00000188153.14_6"	"COL4A5"	chrX	+	107865032	107865122	107863488	107863656	107865905	107866055
538	"ENSG00000147224.12_5"	"PRPS1"	chrX	+	106882524	106882708	106871725	106871980	106884131	106884141
539	"ENSG00000147224.12_5"	"PRPS1"	chrX	+	106882524	106882708	106871725	106871980	106888406	106888580
541	"ENSG00000147224.12_5"	"PRPS1"	chrX	+	106885595	106885720	106882524	106882708	106888406	106888580
543	"ENSG00000080572.13_4"	"PIH1D3"	chrX	+	106465974	106466071	106462093	106462199	106482151	106482237
544	"ENSG00000198088.10_8"	"NUP62CL"	chrX	-	106390972	106391039	106366656	106367562	106396401	106396536
545	"ENSG00000198088.10_8"	"NUP62CL"	chrX	-	106390972	106391039	106366656	106367562	106410878	106411014
548	"ENSG00000198088.10_8"	"NUP62CL"	chrX	-	106418318	106418423	106410878	106411014	106449502	106449663
554	"ENSG00000123575.9_4"	"FAM199X"	chrX	+	103430746	103430896	103420303	103420523	103431140	103431302
555	"ENSG00000123575.9_4"	"FAM199X"	chrX	+	103431140	103431302	103420303	103420523	103432720	103432858
571	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102025279	102025348	102024085	102024269	102080920	102081097
572	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102025279	102025348	102024085	102024269	102081896	102082072
573	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102071919	102072010	102024114	102024269	102080920	102081097
574	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102071919	102072010	102024114	102024269	102081896	102082064
575	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102071919	102072010	102025279	102025348	102080920	102081097
577	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102080920	102081097	102024108	102024269	102081896	102082072
578	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102080920	102081097	102025279	102025348	102081896	102082072
580	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102094728	102094791	102081896	102082072	102119969	102120080
581	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102098256	102098335	102094728	102094791	102100784	102100948
583	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102100784	102100948	102094728	102094791	102119969	102120080
584	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102100784	102100948	102094835	102094900	102119969	102120080
585	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102119969	102120080	102100784	102100948	102139070	102139094
591	"ENSG00000271147.8_7"	"ARMCX5-GPRASP2"	chrX	+	101855847	101855960	101854633	101854787	101856391	101856437
593	"ENSG00000271147.8_7"	"ARMCX5-GPRASP2"	chrX	+	101856391	101856437	101854453	101854775	101894327	101894455
594	"ENSG00000271147.8_7"	"ARMCX5-GPRASP2"	chrX	+	101856391	101856437	101854633	101854787	101860409	101860581
595	"ENSG00000271147.8_7"	"ARMCX5-GPRASP2"	chrX	+	101856391	101856437	101855847	101855960	101856807	101856905
597	"ENSG00000271147.8_7"	"ARMCX5-GPRASP2"	chrX	+	101860409	101860581	101854453	101854775	101894327	101894455
598	"ENSG00000271147.8_7"	"ARMCX5-GPRASP2"	chrX	+	101860409	101860581	101856391	101856437	101894327	101894455
600	"ENSG00000271147.8_7"	"ARMCX5-GPRASP2"	chrX	+	101894327	101894461	101860409	101860581	101904881	101905073
601	"ENSG00000269437.7_6"	"NXF2B"	chrX	-	101615712	101615773	101615316	101615566	101618183	101618366
613	"ENSG00000241343.10_7"	"RPL36A"	chrX	+	100650322	100650445	100646742	100646810	100650715	100650774
614	"ENSG00000010671.16_4"	"BTK"	chrX	-	100609617	100609682	100608857	100608976	100611039	100611256
615	"ENSG00000010671.16_4"	"BTK"	chrX	-	100626620	100626689	100624985	100625067	100629523	100629622
616	"ENSG00000010671.16_4"	"BTK"	chrX	-	100629523	100629622	100626620	100626689	100630131	100630272
