ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
32	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9570154	9570681	9577061	9577189	9563375	9563548	9583114	9583273
33	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9577061	9577189	9583114	9583273	9563375	9563548	9584512	9584578
34	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9577061	9577189	9583114	9583273	9570154	9570681	9584512	9584578
36	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9584512	9584578	9584718	9584826	9583114	9583273	9588086	9588233
43	"ENSG00000100418.8_5"	"DESI1"	chr22	-	42003265	42003335	42003843	42003865	42000047	42000157	42016755	42017047
45	"ENSG00000136059.14_3"	"VILL"	chr3	+	38039580	38039659	38039756	38039855	38038973	38039176	38040402	38040541
46	"ENSG00000136059.14_3"	"VILL"	chr3	+	38043886	38044066	38044658	38044804	38043192	38043351	38045745	38045890
48	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29319841	29320054	29323726	29323831	29313942	29314417	29342203	29342279
55	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29391493	29391670	29435847	29435949	29379615	29379824	29438879	29438960
56	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29424318	29424447	29435847	29435949	29379615	29379824	29438879	29438960
57	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29424318	29424447	29435847	29435949	29391468	29391670	29438879	29438960
58	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29424318	29424447	29438879	29438960	29391468	29391670	29442210	29442315
59	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29435847	29435949	29438879	29438960	29391468	29391670	29442210	29442315
61	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29438879	29438960	29442210	29442315	29424318	29424447	29443330	29443560
62	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29438879	29438960	29442210	29442315	29435847	29435949	29443330	29443560
63	"ENSG00000119383.19_10"	"PTPA"	chr9	+	131885330	131885417	131890242	131890347	131882791	131882889	131891263	131891389
65	"ENSG00000119383.19_10"	"PTPA"	chr9	+	131885330	131885417	131899870	131899971	131882791	131882889	131904723	131904831
67	"ENSG00000033800.13_3"	"PIAS1"	chr15	+	68457068	68457142	68466069	68466230	68445927	68446033	68467974	68468105
68	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64879986	64880183	64880282	64880337	64879343	64879539	64880691	64880886
69	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64879986	64880183	64880282	64880337	64879360	64879539	64882184	64882304
70	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64879986	64880183	64880282	64880366	64879519	64879539	64880691	64880886
74	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64882384	64882553	64882785	64882866	64882184	64882304	64882947	64883070
75	"ENSG00000108021.20_9"	"TASOR2"	chr10	+	5754785	5754881	5756097	5756170	5726910	5727138	5762506	5762631
76	"ENSG00000108021.20_9"	"TASOR2"	chr10	+	5754785	5754881	5756097	5756170	5726927	5727138	5759621	5759713
82	"ENSG00000172785.18_5"	"CBWD1"	chr9	-	152033	152078	154708	154795	134978	135030	156480	156527
83	"ENSG00000172785.18_5"	"CBWD1"	chr9	-	152033	152078	154708	154795	146101	146158	156480	156527
87	"ENSG00000064489.23_6"	"BORCS8-MEF2B"	chr19	-	19293381	19293492	19296842	19296907	19291494	19291570	19297701	19297814
88	"ENSG00000064489.23_6"	"BORCS8-MEF2B"	chr19	-	19296842	19296907	19297701	19297814	19293381	19293492	19302889	19302931
91	"ENSG00000092841.19_6"	"MYL6"	chr12	+	56552467	56552495	56553370	56553514	56552139	56552188	56553758	56553932
92	"ENSG00000092841.19_6"	"MYL6"	chr12	+	56552467	56552495	56553370	56553406	56552165	56552188	56553758	56553932
96	"ENSG00000161970.15_9"	"RPL26"	chr17	-	8283113	8283254	8285460	8285633	8280833	8281010	8286474	8286511
97	"ENSG00000161970.15_9"	"RPL26"	chr17	-	8283113	8283254	8285460	8285656	8280840	8281010	8286474	8286531
98	"ENSG00000145107.16_6"	"TM4SF19"	chr3	-	196051141	196051311	196053825	196053903	196050417	196050868	196054260	196054462
99	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708455	30708575	30708966	30709110	30708272	30708368	30709390	30709481
100	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708455	30708575	30708966	30709110	30708272	30708368	30709438	30709481
101	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708455	30708575	30708966	30709110	30708272	30708368	30709923	30710084
102	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708966	30709110	30709390	30709481	30708272	30708368	30709568	30709644
103	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708966	30709110	30709390	30709481	30708455	30708575	30709568	30709644
104	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708966	30709110	30709438	30709481	30708455	30708575	30709568	30709644
105	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708966	30709110	30709923	30709980	30708455	30708575	30710303	30710464
108	"ENSG00000136270.14_9"	"TBRG4"	chr7	-	45143697	45143855	45144136	45144308	45142629	45143042	45145039	45145268
109	"ENSG00000107581.13_5"	"EIF3A"	chr10	-	120820735	120820840	120824910	120825082	120820257	120820356	120828957	120829166
115	"ENSG00000123066.8_8"	"MED13L"	chr12	-	116403886	116404048	116406744	116406902	116401211	116401324	116408398	116408575
116	"ENSG00000123066.8_8"	"MED13L"	chr12	-	116534473	116534557	116549232	116549317	116460260	116460406	116675272	116675492
117	"ENSG00000171453.20_6"	"POLR1C"	chr6	+	43488012	43488165	43488362	43488512	43487803	43487923	43488669	43488786
118	"ENSG00000198756.12_6"	"COLGALT2"	chr1	-	183923895	183923972	183933034	183933154	183920140	183920247	183938402	183938607
119	"ENSG00000198756.12_6"	"COLGALT2"	chr1	-	183942749	183942884	183944230	183944348	183938402	183938607	183947543	183947654
120	"ENSG00000140479.17_6"	"PCSK6"	chr15	-	101910539	101910728	101922296	101922414	101872056	101872236	101924526	101924630
121	"ENSG00000140479.17_6"	"PCSK6"	chr15	-	101910539	101910728	101922296	101922414	101906400	101906537	101924526	101924630
122	"ENSG00000206560.11_5"	"ANKRD28"	chr3	-	15778539	15778740	15793256	15793327	15776916	15777004	15807740	15807819
123	"ENSG00000166394.15_5"	"CYB5R2"	chr11	-	7690435	7690565	7690855	7690962	7689708	7689792	7693681	7693754
124	"ENSG00000175581.14_5"	"MRPL48"	chr11	+	73500379	73500535	73519357	73519395	73498939	73499037	73536752	73536841
125	"ENSG00000175581.14_5"	"MRPL48"	chr11	+	73516071	73516124	73519357	73519395	73498918	73499037	73536752	73536841
126	"ENSG00000175581.14_5"	"MRPL48"	chr11	+	73516071	73516124	73519357	73519395	73498921	73499037	73528867	73528992
127	"ENSG00000175581.14_5"	"MRPL48"	chr11	+	73516071	73516124	73519357	73519395	73500379	73500535	73536752	73536841
128	"ENSG00000175581.14_5"	"MRPL48"	chr11	+	73519357	73519395	73536752	73536841	73500379	73500535	73555851	73556021
129	"ENSG00000175581.14_5"	"MRPL48"	chr11	+	73519357	73519395	73528867	73528992	73516071	73516124	73536752	73536841
134	"ENSG00000175581.14_5"	"MRPL48"	chr11	+	73555851	73556021	73570951	73571054	73536752	73536841	73574216	73574306
135	"ENSG00000138443.16_6"	"ABI2"	chr2	+	204244930	204245107	204255768	204255866	204231599	204231767	204259422	204259569
136	"ENSG00000138443.16_6"	"ABI2"	chr2	+	204255768	204255866	204259422	204259569	204244930	204245107	204260378	204260503
137	"ENSG00000138443.16_6"	"ABI2"	chr2	+	204255768	204255866	204259422	204259569	204245030	204245107	204260381	204260503
139	"ENSG00000203705.11_7"	"TATDN3"	chr1	+	212981077	212981190	212985568	212985670	212977937	212977993	212988354	212988939
140	"ENSG00000203705.11_7"	"TATDN3"	chr1	+	212981077	212981190	212985568	212985670	212977937	212977993	212988388	212988939
141	"ENSG00000130244.12_6"	"FAM98C"	chr19	+	38896158	38896275	38897549	38897717	38895547	38895753	38899390	38899724
144	"ENSG00000168404.13_6"	"MLKL"	chr16	-	74712796	74712878	74716548	74716684	74709510	74709662	74719383	74719481
145	"ENSG00000173715.17_6"	"C11orf80"	chr11	+	66515849	66515988	66523823	66523976	66512206	66512390	66526513	66526567
149	"ENSG00000173715.17_6"	"C11orf80"	chr11	+	66589113	66589235	66590034	66590145	66583523	66583670	66595736	66595835
151	"ENSG00000123684.13_5"	"LPGAT1"	chr1	-	211956570	211956844	211960973	211961069	211952259	211952386	211966413	211966532
152	"ENSG00000105993.15_7"	"DNAJB6"	chr7	+	157151240	157151331	157155854	157155964	157129659	157129838	157159195	157159255
153	"ENSG00000105993.15_7"	"DNAJB6"	chr7	+	157155854	157155964	157159195	157159255	157151240	157151331	157160066	157160126
154	"ENSG00000105993.15_7"	"DNAJB6"	chr7	+	157160066	157160177	157174939	157175071	157155854	157155964	157177560	157177702
156	"ENSG00000011677.13_5"	"GABRA3"	chrX	-	151358201	151358413	151366104	151366257	151334705	151337035	151376472	151376616
157	"ENSG00000011677.13_5"	"GABRA3"	chrX	-	151366104	151366257	151376472	151376616	151358201	151358413	151393234	151393317
161	"ENSG00000110713.17_7"	"NUP98"	chr11	-	3746332	3746449	3752620	3752808	3744386	3744685	3756420	3756554
162	"ENSG00000110713.17_7"	"NUP98"	chr11	-	3800385	3800487	3803271	3803375	3800102	3800279	3818629	3818688
163	"ENSG00000140983.14_5"	"RHOT2"	chr16	+	722488	722566	722702	722825	722253	722384	722927	723130
165	"ENSG00000113387.12_5"	"SUB1"	chr5	+	32588617	32588690	32591668	32591791	32585662	32585731	32599066	32599175
166	"ENSG00000154839.10_5"	"SKA1"	chr18	+	47908498	47908596	47911585	47911723	47902189	47902288	47917493	47917663
167	"ENSG00000106683.15_4"	"LIMK1"	chr7	+	73510951	73511090	73511409	73511519	73500077	73500174	73513361	73513568
168	"ENSG00000106683.15_4"	"LIMK1"	chr7	+	73511409	73511519	73513361	73513568	73500077	73500174	73520204	73520310
169	"ENSG00000106683.15_4"	"LIMK1"	chr7	+	73511409	73511519	73513361	73513568	73510951	73511090	73520204	73520235
170	"ENSG00000121680.16_5"	"PEX16"	chr11	-	45937018	45937119	45937253	45937387	45936154	45936235	45937777	45937854
171	"ENSG00000121680.16_5"	"PEX16"	chr11	-	45937018	45937119	45937777	45937854	45936154	45936235	45939008	45939044
172	"ENSG00000149196.16_7"	"HIKESHI"	chr11	+	86048420	86048572	86055644	86055763	86017286	86017524	86056625	86056985
175	"ENSG00000064995.18_6"	"TAF11"	chr6	-	34848065	34848153	34850708	34850857	34845554	34846497	34855563	34855848
176	"ENSG00000064995.18_6"	"TAF11"	chr6	-	34848065	34848153	34850708	34850857	34847743	34847840	34855563	34855804
185	"ENSG00000234948.2_8"	"LINC01524"	chr20	+	50921493	50921530	50971860	50971898	50851307	50851471	51147426	51147487
188	"ENSG00000234948.2_8"	"LINC01524"	chr20	+	50957028	50957191	50971860	50971898	50851307	50851471	51147426	51147487
193	"ENSG00000115942.9_5"	"ORC2"	chr2	-	201790558	201790655	201791490	201791623	201785715	201785862	201796061	201796171
194	"ENSG00000115942.9_5"	"ORC2"	chr2	-	201798598	201798697	201800421	201800615	201796061	201796171	201802628	201802689
197	"ENSG00000223812.8_9"	"AC073365.1"	chr3	+	191248604	191248639	191257082	191257318	191143315	191143393	191263839	191263904
202	"ENSG00000223812.8_9"	"AC073365.1"	chr3	+	191249438	191249496	191263839	191263904	191248604	191248639	191275050	191275173
217	"ENSG00000223812.8_9"	"AC073365.1"	chr3	+	191285068	191285148	191285994	191286130	191277466	191277543	191287429	191287613
218	"ENSG00000143183.16_5"	"TMCO1"	chr1	-	165712403	165712548	165721338	165721406	165693529	165697358	165723464	165723511
219	"ENSG00000143183.16_5"	"TMCO1"	chr1	-	165721338	165721406	165728761	165728821	165693529	165697358	165737428	165737506
220	"ENSG00000143183.16_5"	"TMCO1"	chr1	-	165721338	165721406	165723464	165723511	165712403	165712548	165737428	165737506
221	"ENSG00000112290.13_7"	"WASF1"	chr6	-	110481837	110481935	110498349	110498389	110448671	110448832	110499800	110499945
223	"ENSG00000114209.15_6"	"PDCD10"	chr3	-	167422629	167422683	167437849	167438061	167414796	167414914	167452593	167452718
233	"ENSG00000118513.19_7"	"MYB"	chr6	+	135520045	135520188	135520663	135520719	135516885	135517055	135521222	135521337
234	"ENSG00000104884.16_10"	"ERCC2"	chr19	-	45867681	45867805	45868299	45868416	45867492	45867589	45871887	45872001
238	"ENSG00000175711.8_3"	"B3GNTL1"	chr17	-	80923526	80923622	80962990	80963086	80918932	80919057	80972329	80972395
239	"ENSG00000175711.8_3"	"B3GNTL1"	chr17	-	80962990	80963086	80972329	80972395	80923526	80923622	80992910	80992975
242	"ENSG00000130414.12_8"	"NDUFA10"	chr2	-	240929490	240929599	240944626	240944712	240896788	240900603	240946732	240946787
245	"ENSG00000140451.13_5"	"PIF1"	chr15	-	65113565	65113719	65114464	65114590	65113365	65113480	65114676	65114809
247	"ENSG00000170832.13_6"	"USP32"	chr17	-	58348710	58348842	58365883	58366043	58346810	58346918	58372043	58372162
250	"ENSG00000143369.15_5"	"ECM1"	chr1	+	150482136	150482238	150482310	150482478	150482006	150482057	150482577	150482658
251	"ENSG00000143369.15_5"	"ECM1"	chr1	+	150482136	150482238	150482397	150482478	150482006	150482057	150482577	150482658
252	"ENSG00000119004.16_5"	"CYP20A1"	chr2	+	204110568	204110618	204111477	204111644	204103699	204103857	204116689	204116832
253	"ENSG00000243646.10_5"	"IL10RB"	chr21	+	34640698	34640822	34648900	34649058	34638671	34638819	34652056	34652223
254	"ENSG00000124164.16_4"	"VAPB"	chr20	+	56993266	56993419	57014000	57014081	56964284	56964573	57015962	57016139
258	"ENSG00000106635.8_5"	"BCL7B"	chr7	-	72957877	72957974	72966496	72966572	72952263	72952343	72971816	72972001
259	"ENSG00000168522.13_7"	"FNTA"	chr8	+	42919243	42919358	42924697	42924802	42911815	42912450	42927323	42927450
260	"ENSG00000168522.13_7"	"FNTA"	chr8	+	42924697	42924802	42927323	42927450	42919243	42919358	42932358	42932507
261	"ENSG00000168522.13_7"	"FNTA"	chr8	+	42924697	42924802	42932358	42932507	42919243	42919358	42938260	42938323
262	"ENSG00000168522.13_7"	"FNTA"	chr8	+	42924697	42924802	42932358	42935584	42919243	42919358	42938260	42938323
263	"ENSG00000168522.13_7"	"FNTA"	chr8	+	42927323	42927450	42932358	42932507	42919243	42919358	42938260	42938323
264	"ENSG00000168522.13_7"	"FNTA"	chr8	+	42927323	42927450	42932358	42935584	42919243	42919358	42938260	42938323
266	"ENSG00000168522.13_7"	"FNTA"	chr8	+	42932358	42932507	42938260	42938323	42924697	42924802	42939852	42939900
267	"ENSG00000168522.13_7"	"FNTA"	chr8	+	42932358	42932507	42938260	42938323	42927323	42927450	42939852	42939941
268	"ENSG00000138160.6_4"	"KIF11"	chr10	+	94381141	94381230	94388564	94388652	94376493	94376589	94389932	94390121
269	"ENSG00000136856.18_6"	"SLC2A8"	chr9	+	130167096	130167270	130167698	130167844	130165938	130166082	130169390	130170177
270	"ENSG00000047230.15_7"	"CTPS2"	chrX	-	16685784	16685847	16688702	16688797	16685636	16685680	16696484	16696573
271	"ENSG00000047230.15_7"	"CTPS2"	chrX	-	16688702	16688797	16696484	16696573	16685784	16685847	16701216	16701349
272	"ENSG00000047230.15_7"	"CTPS2"	chrX	-	16696484	16696573	16701216	16701349	16688702	16688797	16707572	16707724
273	"ENSG00000198876.13_7"	"DCAF12"	chr9	-	34093283	34093446	34096713	34096779	34089409	34089588	34098321	34098515
274	"ENSG00000198876.13_7"	"DCAF12"	chr9	-	34096713	34096779	34098321	34098515	34093283	34093446	34106431	34106492
276	"ENSG00000134262.13_5"	"AP4B1"	chr1	-	114438378	114438660	114438879	114439087	114436815	114438114	114440461	114440565
277	"ENSG00000134262.13_5"	"AP4B1"	chr1	-	114438879	114439087	114440461	114440565	114438378	114438660	114441339	114441423
279	"ENSG00000136940.14_5"	"PDCL"	chr9	-	125585294	125585476	125588894	125589071	125580375	125582915	125590749	125590867
281	"ENSG00000203791.15_11"	"EEF1AKMT2"	chr10	-	126453960	126454177	126463243	126463351	126444822	126449072	126477611	126477726
282	"ENSG00000203791.15_11"	"EEF1AKMT2"	chr10	-	126453960	126454177	126463243	126463351	126448714	126449072	126477607	126477726
283	"ENSG00000203791.15_11"	"EEF1AKMT2"	chr10	-	126463243	126463351	126477607	126477726	126453960	126454177	126478841	126478907
284	"ENSG00000203791.15_11"	"EEF1AKMT2"	chr10	-	126463243	126463351	126477611	126477726	126453960	126454177	126478841	126478907
285	"ENSG00000173818.17_5"	"ENDOV"	chr17	+	78389449	78389621	78396005	78396045	78388966	78389050	78397319	78397432
288	"ENSG00000185344.14_5"	"ATP6V0A2"	chr12	+	124209200	124209338	124210743	124210832	124206897	124206995	124212329	124212456
289	"ENSG00000185344.14_5"	"ATP6V0A2"	chr12	+	124238966	124239084	124241361	124241533	124236829	124236949	124242473	124242562
293	"ENSG00000149483.12_4"	"TMEM138"	chr11	+	61131723	61131990	61133516	61133688	61129845	61129892	61135394	61135470
294	"ENSG00000149483.12_4"	"TMEM138"	chr11	+	61133516	61133688	61135394	61135470	61131723	61131990	61136068	61136981
298	"ENSG00000265590.10_9"	"CFAP298-TCP10L"	chr21	-	33979958	33980026	33982147	33982315	33976434	33976593	33984414	33984456
300	"ENSG00000108559.12_6"	"NUP88"	chr17	-	5291098	5291224	5292121	5292280	5290705	5290990	5294880	5294982
301	"ENSG00000108559.12_6"	"NUP88"	chr17	-	5292121	5292280	5294880	5294982	5290705	5290990	5298210	5298299
302	"ENSG00000108559.12_6"	"NUP88"	chr17	-	5292121	5292280	5294880	5294982	5291098	5291224	5298210	5298299
303	"ENSG00000108559.12_6"	"NUP88"	chr17	-	5294880	5294982	5298210	5298301	5291695	5292280	5302871	5302970
304	"ENSG00000108559.12_6"	"NUP88"	chr17	-	5298210	5298301	5302871	5302970	5294880	5294982	5307418	5307566
305	"ENSG00000108559.12_6"	"NUP88"	chr17	-	5302871	5302970	5307418	5307566	5294880	5294982	5308376	5308563
306	"ENSG00000108559.12_6"	"NUP88"	chr17	-	5302871	5302970	5307418	5307566	5298210	5298301	5308376	5308563
307	"ENSG00000165322.18_8"	"ARHGAP12"	chr10	-	32106715	32106814	32109314	32109416	32103186	32103289	32115231	32115313
311	"ENSG00000160201.11_5"	"U2AF1"	chr21	-	44520562	44520629	44524424	44524512	44515803	44515853	44527560	44527634
313	"ENSG00000069869.16_6"	"NEDD4"	chr15	-	56126235	56126343	56126424	56126484	56125205	56125302	56129986	56130047
314	"ENSG00000069869.16_6"	"NEDD4"	chr15	-	56126235	56126343	56129986	56130047	56125205	56125302	56130304	56130378
316	"ENSG00000159322.17_4"	"ADPGK"	chr15	-	73047896	73047995	73052747	73052868	73043709	73045233	73064123	73064186
317	"ENSG00000159322.17_4"	"ADPGK"	chr15	-	73052747	73052868	73064123	73064186	73047896	73047995	73067212	73067438
318	"ENSG00000159322.17_4"	"ADPGK"	chr15	-	73052747	73052868	73064123	73064186	73048591	73048788	73067212	73067438
319	"ENSG00000134779.15_6"	"TPGS2"	chr18	-	34378411	34378572	34380160	34380274	34376034	34377013	34387809	34387897
321	"ENSG00000182472.9_8"	"CAPN12"	chr19	-	39225452	39225510	39226009	39226069	39221746	39221863	39226141	39226184
322	"ENSG00000055044.11_4"	"NOP58"	chr2	+	203155847	203155993	203160396	203160560	203152382	203152447	203162101	203162236
323	"ENSG00000168026.18_5"	"TTC21A"	chr3	+	39152341	39152508	39153948	39154071	39151519	39151630	39156075	39156233
324	"ENSG00000184937.15_7"	"WT1"	chr11	-	32413517	32413610	32414211	32414301	32409320	32410725	32417802	32417953
328	"ENSG00000248596.8_10"	"AC139491.2"	chr5	-	175602150	175602215	175602836	175602904	175600508	175600566	175603284	175603453
329	"ENSG00000248596.8_10"	"AC139491.2"	chr5	-	175603761	175603826	175607818	175607889	175603284	175603453	175609687	175609766
330	"ENSG00000039650.12_7"	"PNKP"	chr19	-	50364864	50364952	50365028	50365138	50364705	50364767	50365300	50365362
331	"ENSG00000039650.12_7"	"PNKP"	chr19	-	50365300	50365362	50365441	50365538	50364864	50364952	50365627	50365720
333	"ENSG00000166452.12_7"	"AKIP1"	chr11	+	8932990	8933218	8933999	8934080	8932700	8932770	8936372	8936477
334	"ENSG00000166452.12_7"	"AKIP1"	chr11	+	8932990	8933218	8936372	8936477	8932700	8932770	8940883	8941631
335	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1836956	1837677	1837832	1832996	1833037	1837941	1838052
340	"ENSG00000071462.12_7"	"BUD23"	chr7	+	73107658	73107744	73107953	73107999	73106925	73106976	73108321	73108334
341	"ENSG00000071462.12_7"	"BUD23"	chr7	+	73107953	73107999	73108321	73108380	73106925	73106976	73111934	73112024
342	"ENSG00000071462.12_7"	"BUD23"	chr7	+	73107953	73107999	73108321	73108380	73106925	73107744	73111934	73112024
344	"ENSG00000204628.12_8"	"RACK1"	chr5	-	180665098	180665239	180666066	180666177	180664608	180664719	180666486	180666582
345	"ENSG00000143322.21_7"	"ABL2"	chr1	-	179084012	179084165	179086466	179086651	179081443	179081533	179087721	179087899
346	"ENSG00000164574.16_5"	"GALNT10"	chr5	+	153709131	153709298	153755836	153756022	153677500	153677639	153760007	153760191
348	"ENSG00000145191.15_8"	"EIF2B5"	chr3	+	183855407	183855863	183855953	183856034	183854399	183854524	183857867	183858009
349	"ENSG00000145191.15_8"	"EIF2B5"	chr3	+	183855953	183856034	183857867	183857945	183855685	183855863	183859712	183859858
350	"ENSG00000145191.15_8"	"EIF2B5"	chr3	+	183855953	183856034	183857867	183858518	183855685	183855863	183859712	183859858
351	"ENSG00000145191.15_8"	"EIF2B5"	chr3	+	183855953	183856034	183857867	183858528	183855685	183855863	183859712	183859858
354	"ENSG00000072571.20_7"	"HMMR"	chr5	+	162905689	162905806	162909647	162909794	162902463	162902678	162910025	162910178
356	"ENSG00000124831.19_6"	"LRRFIP1"	chr2	+	238617186	238617273	238636518	238636578	238600975	238601164	238657006	238657042
357	"ENSG00000124831.19_6"	"LRRFIP1"	chr2	+	238666098	238666191	238667371	238667464	238664737	238664830	238668706	238668848
358	"ENSG00000152223.15_9"	"EPG5"	chr18	-	43497643	43497784	43502306	43502566	43496402	43496547	43503233	43503353
359	"ENSG00000286070.1_2"	"GGT1"	chr22	+	24953624	24953768	24963951	24964144	24951974	24952039	24967883	24967985
363	"ENSG00000076003.5_5"	"MCM6"	chr2	-	136602114	136602254	136603806	136603962	136597195	136598521	136605622	136605758
364	"ENSG00000076003.5_5"	"MCM6"	chr2	-	136616870	136617012	136620176	136620318	136615466	136615574	136622582	136622733
366	"ENSG00000186364.12_5"	"NUDT17"	chr1	-	145588377	145588470	145588871	145589055	145587719	145587818	145589235	145589438
367	"ENSG00000120370.12_5"	"GORAB"	chr1	+	170502604	170502792	170505450	170505562	170501291	170501425	170508350	170508708
369	"ENSG00000198586.14_8"	"TLK1"	chr2	-	171884848	171884915	171902683	171902872	171871360	171871458	171906323	171906460
370	"ENSG00000198586.14_8"	"TLK1"	chr2	-	171884848	171884915	171902683	171902872	171879381	171879639	171906323	171906460
371	"ENSG00000188976.11_5"	"NOC2L"	chr1	-	881781	881925	883510	883612	881552	881666	883869	883983
373	"ENSG00000108828.16_6"	"VAT1"	chr17	-	41168323	41168565	41169857	41169947	41166623	41168161	41170052	41170223
374	"ENSG00000128596.17_7"	"CCDC136"	chr7	+	128447413	128447599	128449503	128449698	128446290	128446912	128450192	128450420
375	"ENSG00000187961.14_6"	"KLHL17"	chr1	+	898411	898633	898716	898884	898106	898297	899299	899388
376	"ENSG00000187961.14_6"	"KLHL17"	chr1	+	898488	898633	898716	898884	898083	898297	899299	899388
378	"ENSG00000121774.18_4"	"KHDRBS1"	chr1	+	32498788	32498935	32502510	32502644	32495898	32496023	32503435	32503637
379	"ENSG00000121774.18_4"	"KHDRBS1"	chr1	+	32502510	32502644	32503435	32503637	32498788	32498935	32504152	32504220
380	"ENSG00000121774.18_4"	"KHDRBS1"	chr1	+	32502510	32502644	32503435	32503720	32498788	32498935	32504152	32504220
381	"ENSG00000121774.18_4"	"KHDRBS1"	chr1	+	32502510	32502644	32505115	32505174	32498788	32498935	32508127	32508225
382	"ENSG00000121774.18_4"	"KHDRBS1"	chr1	+	32504152	32504220	32505115	32505174	32498788	32498935	32508127	32508225
383	"ENSG00000156502.14_5"	"SUPV3L1"	chr10	+	70954943	70955021	70956747	70956839	70951410	70951522	70958127	70958308
387	"ENSG00000153975.10_6"	"ZUP1"	chr6	-	116979965	116980087	116981898	116982009	116977846	116978015	116987796	116988075
