ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
43	"ENSG00000233093.6_6"	"LINC00892"	chrX	+	135722932	135724585	135722932	135722999	135724261	135724585
44	"ENSG00000233093.6_6"	"LINC00892"	chrX	+	135722932	135724585	135722932	135723032	135724261	135724585
45	"ENSG00000198689.11_6"	"SLC9A6"	chrX	+	135067593	135067986	135067593	135067636	135067761	135067986
46	"ENSG00000156500.15_6"	"FAM122C"	chrX	+	133941220	133941738	133941220	133941371	133941569	133941738
47	"ENSG00000269556.8_11"	"TMEM185A"	chrX	-	148678216	148679915	148678216	148678842	148678920	148679915
48	"ENSG00000165675.16_7"	"ENOX2"	chrX	-	129799616	129799723	129799616	129799649	129799650	129799723
49	"ENSG00000134597.16_5"	"RBMX2"	chrX	+	129545321	129545499	129545321	129545480	129545481	129545499
50	"ENSG00000102034.17_4"	"ELF4"	chrX	-	129203274	129203652	129203274	129203457	129203459	129203652
51	"ENSG00000102034.17_4"	"ELF4"	chrX	-	129215229	129215513	129215229	129215286	129215410	129215513
52	"ENSG00000197565.16_6"	"COL4A6"	chrX	-	107408106	107408268	107408106	107408151	107408187	107408268
53	"ENSG00000101843.19_5"	"PSMD10"	chrX	-	107331182	107331329	107331182	107331202	107331325	107331329
54	"ENSG00000166707.11_4"	"ZCCHC18"	chrX	+	103358124	103360533	103358124	103358264	103359942	103360533
55	"ENSG00000288597.1_1"	"AC234782.4"	chrX	-	102978783	102979229	102978783	102978866	102979005	102979229
56	"ENSG00000284800.1_5"	"AC235565.2"	chrX	-	101624506	101625073	101624506	101624657	101624883	101625073
57	"ENSG00000102393.12_5"	"GLA"	chrX	-	100653357	100653934	100653357	100653555	100653772	100653934
58	"ENSG00000010671.16_4"	"BTK"	chrX	-	100608857	100608976	100608857	100608905	100608906	100608976
59	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100306239	100306722	100306239	100306355	100306632	100306722
60	"ENSG00000126733.21_7"	"DACH2"	chrX	+	86082768	86087605	86082768	86082815	86087108	86087605
61	"ENSG00000225470.8_6"	"JPX"	chrX	+	73164173	73164497	73164173	73164300	73164418	73164497
62	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218602	73220331	73218602	73218679	73218788	73220331
63	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218788	73219504	73218788	73218886	73219020	73219504
64	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218602	73220331	73218602	73218679	73219189	73220331
65	"ENSG00000269502.5_6"	"DMRTC1"	chrX	-	72093383	72093776	72093383	72093531	72093715	72093776
66	"ENSG00000147162.14_4"	"OGT"	chrX	+	70764416	70767873	70764416	70764485	70767756	70767873
67	"ENSG00000147140.16_8"	"NONO"	chrX	+	70517685	70518358	70517685	70517788	70518318	70518358
68	"ENSG00000147130.14_5"	"ZMYM3"	chrX	-	70467194	70467756	70467194	70467360	70467583	70467756
69	"ENSG00000196338.13_6"	"NLGN3"	chrX	+	70386860	70387650	70386860	70387249	70387250	70387650
70	"ENSG00000147168.13_6"	"IL2RG"	chrX	-	70330005	70330538	70330005	70330145	70330353	70330538
71	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70325849	70326276	70325849	70325987	70326189	70326276
72	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70325849	70326276	70325849	70325987	70326203	70326276
73	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70325849	70326276	70325849	70325987	70326208	70326276
74	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70330746	70331421	70330746	70330900	70331274	70331421
75	"ENSG00000130055.13_2"	"GDPD2"	chrX	+	69649342	69649913	69649342	69649564	69649764	69649913
76	"ENSG00000120509.10_3"	"PDZD11"	chrX	-	69509104	69509443	69509104	69509204	69509371	69509443
77	"ENSG00000126970.16_5"	"ZC4H2"	chrX	-	64138921	64139084	64138921	64138943	64139072	64139084
78	"ENSG00000131089.17_9"	"ARHGEF9"	chrX	-	62854882	62858089	62854882	62856797	62857929	62858089
79	"ENSG00000235437.8_8"	"LINC01278"	chrX	-	62458872	62459710	62458872	62458939	62459666	62459710
80	"ENSG00000067445.21_9"	"TRO"	chrX	+	54953015	54953538	54953015	54953058	54953475	54953538
81	"ENSG00000067445.21_9"	"TRO"	chrX	+	54955035	54955143	54955035	54955101	54955102	54955143
82	"ENSG00000067445.21_9"	"TRO"	chrX	+	54955035	54957464	54955035	54955143	54957173	54957464
83	"ENSG00000102316.17_4"	"MAGED2"	chrX	+	54836154	54836646	54836154	54836250	54836304	54836646
84	"ENSG00000102316.17_4"	"MAGED2"	chrX	+	54836154	54836646	54836154	54836241	54836355	54836646
85	"ENSG00000102316.17_4"	"MAGED2"	chrX	+	54837253	54837562	54837253	54837337	54837478	54837562
86	"ENSG00000102316.17_4"	"MAGED2"	chrX	+	54841680	54842440	54841680	54842123	54842313	54842440
87	"ENSG00000154545.16_4"	"MAGED4"	chrX	+	51929492	51930941	51929492	51930326	51930737	51930941
88	"ENSG00000154545.16_4"	"MAGED4"	chrX	+	51931301	51931861	51931301	51931381	51931769	51931861
89	"ENSG00000154545.16_4"	"MAGED4"	chrX	+	51934526	51934957	51934526	51934825	51934939	51934957
90	"ENSG00000179222.18_5"	"MAGED1"	chrX	+	51640890	51641289	51640890	51640982	51641209	51641289
91	"ENSG00000179222.18_5"	"MAGED1"	chrX	+	51644648	51645450	51644648	51645034	51645241	51645450
92	"ENSG00000158352.15_4"	"SHROOM4"	chrX	-	50334646	50339964	50334646	50335144	50338697	50339964
93	"ENSG00000012211.13_6"	"PRICKLE3"	chrX	-	49034341	49034824	49034341	49034528	49034620	49034824
94	"ENSG00000147144.13_7"	"CCDC120"	chrX	+	48924711	48926744	48924711	48925626	48926079	48926744
95	"ENSG00000126768.12_4"	"TIMM17B"	chrX	-	48751182	48751508	48751182	48751293	48751379	48751508
96	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48759509	48760072	48759509	48759661	48760008	48760072
97	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48759509	48760072	48759509	48759794	48760008	48760072
98	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48759509	48760361	48759509	48760072	48760204	48760361
99	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48664037	48664871	48664037	48664078	48664774	48664871
100	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48664037	48664871	48664037	48664186	48664774	48664871
101	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48673081	48673300	48673081	48673147	48673240	48673300
102	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48673368	48673897	48673368	48673458	48673790	48673897
103	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48676447	48676819	48676447	48676516	48676626	48676819
104	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48681321	48681998	48681321	48681428	48681530	48681998
105	"ENSG00000101940.18_4"	"WDR13"	chrX	+	48455879	48456425	48455879	48456002	48456345	48456425
106	"ENSG00000068354.16_6"	"TBC1D25"	chrX	+	48417284	48417734	48417284	48417412	48417545	48417734
107	"ENSG00000102312.22_6"	"PORCN"	chrX	+	48370279	48370895	48370279	48370323	48370713	48370895
108	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48336348	48336906	48336348	48336556	48336836	48336906
109	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48339813	48340103	48339813	48339916	48340019	48340103
110	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48340984	48341415	48340984	48341182	48341373	48341415
111	"ENSG00000126759.13_6"	"CFP"	chrX	-	47487500	47489073	47487500	47487676	47488922	47489073
112	"ENSG00000102226.10_5"	"USP11"	chrX	+	47098749	47099306	47098749	47098880	47099188	47099306
113	"ENSG00000102226.10_5"	"USP11"	chrX	+	47106470	47106818	47106470	47106620	47106702	47106818
114	"ENSG00000102226.10_5"	"USP11"	chrX	+	47106702	47107098	47106702	47106818	47107009	47107098
115	"ENSG00000102225.16_10"	"CDK16"	chrX	+	47082950	47083158	47082950	47083003	47083147	47083158
116	"ENSG00000102225.16_10"	"CDK16"	chrX	+	47085363	47086102	47085363	47085426	47085981	47086102
117	"ENSG00000102225.16_10"	"CDK16"	chrX	+	47086392	47086622	47086392	47086498	47086558	47086622
118	"ENSG00000102225.16_10"	"CDK16"	chrX	+	47086392	47086622	47086392	47086498	47086579	47086622
119	"ENSG00000102225.16_10"	"CDK16"	chrX	+	47087965	47088389	47087965	47088043	47088129	47088389
120	"ENSG00000130988.13_5"	"RGN"	chrX	+	46939715	46940706	46939715	46940335	46940528	46940706
121	"ENSG00000185753.13_5"	"CXorf38"	chrX	-	40486172	40490025	40486172	40489414	40489865	40490025
122	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38146346	38147294	38146346	38146498	38147113	38147294
123	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38146346	38147294	38146346	38146498	38147117	38147294
124	"ENSG00000205542.11_4"	"TMSB4X"	chrX	+	12993228	12994480	12993228	12993287	12994364	12994480
125	"ENSG00000177138.17_6"	"FAM9B"	chrX	-	8998301	9000202	8998301	8998401	9000170	9000202
126	"ENSG00000177138.17_6"	"FAM9B"	chrX	-	9000381	9001116	9000381	9000502	9000999	9001116
127	"ENSG00000182583.12_5"	"VCX"	chrX	+	7811538	7812184	7811538	7811810	7812050	7812184
128	"ENSG00000167393.18_8"	"PPP2R3B"	chrX	-	302041	302666	302041	302131	302617	302666
129	"ENSG00000100299.18_5"	"ARSA"	chr22	-	51065018	51065834	51065018	51065188	51065593	51065834
130	"ENSG00000100299.18_5"	"ARSA"	chr22	-	51065983	51066598	51065983	51066220	51066373	51066598
131	"ENSG00000025708.14_7"	"TYMP"	chr22	-	50964429	50964905	50964429	50964570	50964674	50964905
132	"ENSG00000025708.14_7"	"TYMP"	chr22	-	50964429	50964905	50964429	50964585	50964674	50964905
133	"ENSG00000100258.18_7"	"LMF2"	chr22	-	50942768	50943156	50942768	50942880	50942987	50943156
134	"ENSG00000100258.18_7"	"LMF2"	chr22	-	50943485	50943966	50943485	50943582	50943831	50943966
135	"ENSG00000205593.12_6"	"DENND6B"	chr22	-	50752242	50752701	50752242	50752307	50752635	50752701
136	"ENSG00000205593.12_6"	"DENND6B"	chr22	-	50754453	50754904	50754453	50754516	50754798	50754904
137	"ENSG00000196576.15_6"	"PLXNB2"	chr22	-	50716281	50716442	50716281	50716388	50716389	50716442
138	"ENSG00000196576.15_6"	"PLXNB2"	chr22	-	50716281	50716442	50716281	50716393	50716395	50716442
139	"ENSG00000196576.15_6"	"PLXNB2"	chr22	-	50716545	50716700	50716545	50716693	50716694	50716700
140	"ENSG00000196576.15_6"	"PLXNB2"	chr22	-	50716863	50716948	50716863	50716866	50716868	50716948
141	"ENSG00000196576.15_6"	"PLXNB2"	chr22	-	50717024	50717125	50717024	50717094	50717095	50717125
142	"ENSG00000196576.15_6"	"PLXNB2"	chr22	-	50717283	50717440	50717283	50717310	50717311	50717440
143	"ENSG00000196576.15_6"	"PLXNB2"	chr22	-	50719788	50720171	50719788	50719928	50719994	50720171
144	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50684103	50684521	50684103	50684256	50684338	50684521
145	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50684726	50685164	50684726	50684805	50685107	50685164
146	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50685107	50685395	50685107	50685164	50685303	50685395
147	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50686653	50686901	50686653	50686721	50686794	50686901
148	"ENSG00000128159.12_9"	"TUBGCP6"	chr22	-	50656346	50656831	50656346	50656546	50656617	50656831
149	"ENSG00000128159.12_9"	"TUBGCP6"	chr22	-	50657716	50658220	50657716	50657885	50658072	50658220
150	"ENSG00000128159.12_9"	"TUBGCP6"	chr22	-	50658385	50660303	50658385	50658444	50658620	50660303
151	"ENSG00000128159.12_9"	"TUBGCP6"	chr22	-	50658385	50660303	50658385	50658444	50658679	50660303
152	"ENSG00000128159.12_9"	"TUBGCP6"	chr22	-	50658385	50660303	50658385	50658444	50659703	50660303
153	"ENSG00000075275.17_7"	"CELSR1"	chr22	-	46757070	46760148	46757070	46759144	46759892	46760148
154	"ENSG00000100416.15_6"	"TRMU"	chr22	+	46751340	46753234	46751340	46751485	46752738	46753234
155	"ENSG00000186654.21_7"	"PRR5"	chr22	+	45098097	45098488	45098097	45098289	45098371	45098488
156	"ENSG00000172250.16_6"	"SERHL"	chr22	+	42898356	42898774	42898356	42898398	42898754	42898774
157	"ENSG00000172250.16_6"	"SERHL"	chr22	+	42906636	42907933	42906636	42906730	42907821	42907933
158	"ENSG00000205702.11_7"	"CYP2D7"	chr22	-	42537271	42537406	42537271	42537377	42537380	42537406
159	"ENSG00000205702.11_7"	"CYP2D7"	chr22	-	42540284	42540578	42540284	42540329	42540330	42540578
160	"ENSG00000237037.9_7"	"NDUFA6-DT"	chr22	+	42520051	42520567	42520051	42520135	42520481	42520567
161	"ENSG00000237037.9_7"	"NDUFA6-DT"	chr22	+	42520051	42520567	42520051	42520135	42520524	42520567
162	"ENSG00000237037.9_7"	"NDUFA6-DT"	chr22	+	42532207	42532723	42532207	42532291	42532680	42532723
163	"ENSG00000184208.12_6"	"C22orf46"	chr22	+	42089466	42094140	42089466	42089855	42089941	42094140
164	"ENSG00000100417.12_5"	"PMM1"	chr22	-	41979962	41980376	41979962	41980062	41980284	41980376
165	"ENSG00000100395.15_4"	"L3MBTL2"	chr22	+	41613126	41615540	41613126	41613206	41615422	41615540
166	"ENSG00000100395.15_4"	"L3MBTL2"	chr22	+	41623092	41623873	41623092	41623327	41623807	41623873
167	"ENSG00000128285.4_2"	"MCHR1"	chr22	+	41076952	41078087	41076952	41077128	41077506	41078087
168	"ENSG00000128272.14_4"	"ATF4"	chr22	+	39916568	39917676	39916568	39916756	39917358	39917676
169	"ENSG00000100335.15_8"	"MIEF1"	chr22	+	39899700	39899882	39899700	39899727	39899815	39899882
170	"ENSG00000100316.16_7"	"RPL3"	chr22	-	39708888	39709315	39708888	39708989	39709195	39709315
171	"ENSG00000100316.16_7"	"RPL3"	chr22	-	39709195	39710213	39709195	39709315	39710111	39710213
172	"ENSG00000100242.15_6"	"SUN2"	chr22	-	39136271	39137055	39136271	39136437	39136893	39137055
173	"ENSG00000100242.15_6"	"SUN2"	chr22	-	39136271	39137055	39136271	39136437	39137011	39137055
174	"ENSG00000100242.15_6"	"SUN2"	chr22	-	39146902	39147378	39146902	39147040	39147214	39147378
175	"ENSG00000100097.12_4"	"LGALS1"	chr22	+	38074382	38074661	38074382	38074399	38074489	38074661
176	"ENSG00000100365.16_6"	"NCF4"	chr22	+	37271694	37272136	37271694	37271825	37272070	37272136
177	"ENSG00000100365.16_6"	"NCF4"	chr22	+	37271694	37272136	37271694	37271829	37272070	37272136
178	"ENSG00000100353.18_5"	"EIF3D"	chr22	-	36921710	36922178	36921710	36921756	36922045	36922178
179	"ENSG00000100336.17_5"	"APOL4"	chr22	-	36597745	36598101	36597745	36597842	36598038	36598101
180	"ENSG00000100336.17_5"	"APOL4"	chr22	-	36597745	36598101	36597745	36597887	36598038	36598101
181	"ENSG00000100336.17_5"	"APOL4"	chr22	-	36597745	36598101	36597745	36597934	36598038	36598101
182	"ENSG00000100225.18_6"	"FBXO7"	chr22	+	32883731	32889268	32883731	32883815	32889091	32889268
183	"ENSG00000205856.4_5"	"C22orf42"	chr22	-	32546305	32547006	32546305	32546466	32546978	32547006
184	"ENSG00000241878.11_6"	"PISD"	chr22	-	32016981	32017458	32016981	32017128	32017319	32017458
185	"ENSG00000241878.11_6"	"PISD"	chr22	-	32016981	32017871	32016981	32017458	32017634	32017871
186	"ENSG00000185133.14_6"	"INPP5J"	chr22	+	31520830	31521996	31520830	31520892	31521818	31521996
187	"ENSG00000185133.14_6"	"INPP5J"	chr22	+	31529595	31530682	31529595	31529700	31529898	31530682
188	"ENSG00000100003.18_6"	"SEC14L2"	chr22	+	30811747	30812076	30811747	30811854	30811936	30812076
189	"ENSG00000100003.18_6"	"SEC14L2"	chr22	+	30818265	30819826	30818265	30819615	30819615	30819826
190	"ENSG00000099999.15_9"	"RNF215"	chr22	-	30775470	30775769	30775470	30775611	30775699	30775769
191	"ENSG00000099992.16_6"	"TBC1D10A"	chr22	-	30689639	30690099	30689639	30689794	30689909	30690099
192	"ENSG00000100325.15_7"	"ASCC2"	chr22	-	30189348	30189665	30189348	30189479	30189565	30189665
193	"ENSG00000100296.13_5"	"THOC5"	chr22	-	29924262	29924455	29924262	29924348	29924414	29924455
194	"ENSG00000100296.13_5"	"THOC5"	chr22	-	29940448	29940592	29940448	29940497	29940568	29940592
195	"ENSG00000100276.10_6"	"RASL10A"	chr22	-	29708921	29709976	29708921	29709557	29709851	29709976
196	"ENSG00000185340.15_4"	"GAS2L1"	chr22	+	29703047	29704728	29703047	29703176	29704076	29704728
197	"ENSG00000235954.7_6"	"TTC28-AS1"	chr22	+	28393398	28394140	28393398	28393727	28393973	28394140
198	"ENSG00000235954.7_6"	"TTC28-AS1"	chr22	+	28393398	28394140	28393398	28393727	28394059	28394140
199	"ENSG00000235954.7_6"	"TTC28-AS1"	chr22	+	28393398	28394826	28393398	28393727	28394591	28394826
200	"ENSG00000235954.7_6"	"TTC28-AS1"	chr22	+	28393398	28394826	28393398	28394140	28394591	28394826
201	"ENSG00000235954.7_6"	"TTC28-AS1"	chr22	+	28395417	28397646	28395417	28396425	28396883	28397646
202	"ENSG00000226741.2_7"	"LINC02554"	chr22	+	27712764	27713417	27712764	27712972	27713098	27713417
203	"ENSG00000225783.8_8"	"MIAT"	chr22	+	27061494	27062900	27061494	27062698	27062698	27062900
204	"ENSG00000197077.13_5"	"KIAA1671"	chr22	+	25570206	25573489	25570206	25570456	25573314	25573489
205	"ENSG00000100031.19_7"	"GGT1"	chr22	+	25006216	25006498	25006216	25006303	25006380	25006498
206	"ENSG00000100031.19_7"	"GGT1"	chr22	+	25006216	25006498	25006216	25006303	25006421	25006498
207	"ENSG00000100031.19_7"	"GGT1"	chr22	+	25024047	25024355	25024047	25024103	25024205	25024355
208	"ENSG00000100031.19_7"	"GGT1"	chr22	+	25024047	25024355	25024047	25024160	25024241	25024355
209	"ENSG00000100014.20_7"	"SPECC1L"	chr22	+	24717255	24718886	24717255	24717291	24717372	24718886
210	"ENSG00000099994.11_4"	"SUSD2"	chr22	+	24579462	24580271	24579462	24579614	24580103	24580271
211	"ENSG00000099958.15_4"	"DERL3"	chr22	-	24176689	24179341	24176689	24177119	24179250	24179341
212	"ENSG00000099958.15_4"	"DERL3"	chr22	-	24176689	24179341	24176689	24179149	24179250	24179341
213	"ENSG00000099956.20_6"	"SMARCB1"	chr22	+	24133942	24135875	24133942	24134054	24135745	24135875
214	"ENSG00000099956.20_6"	"SMARCB1"	chr22	+	24133942	24135875	24133942	24134081	24135745	24135875
215	"ENSG00000099956.20_6"	"SMARCB1"	chr22	+	24143130	24145609	24143130	24143268	24145481	24145609
216	"ENSG00000099956.20_6"	"SMARCB1"	chr22	+	24143130	24145609	24143130	24143322	24145481	24145609
217	"ENSG00000099956.20_6"	"SMARCB1"	chr22	+	24143130	24145609	24143130	24144151	24145481	24145609
218	"ENSG00000185686.18_9"	"PRAME"	chr22	-	22899231	22900000	22899231	22899329	22899964	22900000
219	"ENSG00000185686.18_9"	"PRAME"	chr22	-	22899231	22900000	22899231	22899350	22899964	22900000
220	"ENSG00000185686.18_9"	"PRAME"	chr22	-	22899231	22900000	22899231	22899397	22899964	22900000
221	"ENSG00000185686.18_9"	"PRAME"	chr22	-	22899231	22900000	22899231	22899506	22899964	22900000
222	"ENSG00000100038.19_7"	"TOP3B"	chr22	-	22311398	22313065	22311398	22311967	22312863	22313065
223	"ENSG00000100038.19_7"	"TOP3B"	chr22	-	22313503	22314108	22313503	22313604	22313958	22314108
224	"ENSG00000100038.19_7"	"TOP3B"	chr22	-	22316800	22317265	22316800	22316974	22317118	22317265
225	"ENSG00000161179.14_5"	"YDJC"	chr22	-	21983298	21983696	21983298	21983476	21983596	21983696
226	"ENSG00000161179.14_5"	"YDJC"	chr22	-	21983596	21984050	21983596	21983696	21983831	21984050
227	"ENSG00000161179.14_5"	"YDJC"	chr22	-	21983298	21984050	21983298	21983696	21983890	21984050
228	"ENSG00000183506.17_6"	"PI4KAP2"	chr22	-	21829499	21831053	21829499	21829589	21830290	21831053
229	"ENSG00000183506.17_6"	"PI4KAP2"	chr22	-	21832285	21832983	21832285	21832390	21832873	21832983
230	"ENSG00000183506.17_6"	"PI4KAP2"	chr22	-	21832285	21832983	21832285	21832450	21832873	21832983
231	"ENSG00000099957.16_4"	"P2RX6"	chr22	+	21380299	21380618	21380299	21380365	21380540	21380618
232	"ENSG00000099957.16_4"	"P2RX6"	chr22	+	21380708	21382297	21380708	21381246	21381796	21382297
233	"ENSG00000184436.12_5"	"THAP7"	chr22	-	21354935	21355700	21354935	21355076	21355544	21355700
234	"ENSG00000099949.21_7"	"LZTR1"	chr22	+	21348392	21349016	21348392	21348558	21348846	21349016
235	"ENSG00000099949.21_7"	"LZTR1"	chr22	+	21349158	21350161	21349158	21349315	21350034	21350161
236	"ENSG00000099949.21_7"	"LZTR1"	chr22	+	21350251	21351090	21350251	21350401	21350984	21351090
237	"ENSG00000099949.21_7"	"LZTR1"	chr22	+	21350984	21351255	21350984	21351090	21351174	21351255
238	"ENSG00000241973.11_6"	"PI4KA"	chr22	-	21066980	21067678	21066980	21067085	21067568	21067678
239	"ENSG00000241973.11_6"	"PI4KA"	chr22	-	21088023	21088482	21088023	21088131	21088330	21088482
240	"ENSG00000099917.17_6"	"MED15"	chr22	+	20909222	20909435	20909222	20909282	20909363	20909435
241	"ENSG00000128191.16_5"	"DGCR8"	chr22	+	20077191	20077781	20077191	20077334	20077498	20077781
242	"ENSG00000184470.21_7"	"TXNRD2"	chr22	-	19863044	19864757	19863044	19863330	19864562	19864757
243	"ENSG00000184470.21_7"	"TXNRD2"	chr22	-	19863044	19864757	19863044	19863330	19864631	19864757
244	"ENSG00000070010.19_9"	"UFD1"	chr22	-	19438143	19442353	19438143	19438267	19442324	19442353
245	"ENSG00000070371.16_6"	"CLTCL1"	chr22	-	19183776	19184167	19183776	19183926	19183999	19184167
246	"ENSG00000100075.10_5"	"SLC25A1"	chr22	-	19165239	19165554	19165239	19165378	19165454	19165554
247	"ENSG00000100033.16_6"	"PRODH"	chr22	-	18907218	18909917	18907218	18907311	18908854	18909917
248	"ENSG00000100033.16_6"	"PRODH"	chr22	-	18908854	18909917	18908854	18908936	18909837	18909917
249	"ENSG00000100033.16_6"	"PRODH"	chr22	-	18910329	18910692	18910329	18910446	18910627	18910692
250	"ENSG00000100033.16_6"	"PRODH"	chr22	-	18923527	18924066	18923527	18923840	18923902	18924066
