ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
32	"ENSG00000235703.6_8"	"LINC00894"	chrX	+	149109274	149109457	149111868	149111980	149108876	149109104	149112235	149112318
33	"ENSG00000235703.6_8"	"LINC00894"	chrX	+	149110401	149110547	149111868	149111980	149110007	149110065	149112235	149112318
34	"ENSG00000203930.12_5"	"LINC00632"	chrX	+	139795593	139795654	139795681	139798454	139793785	139793821	139816042	139816129
35	"ENSG00000203930.12_5"	"LINC00632"	chrX	+	139795593	139795654	139813087	139813209	139793785	139793821	139816042	139816129
36	"ENSG00000203930.12_5"	"LINC00632"	chrX	+	139795681	139798454	139813087	139813209	139793785	139793821	139816042	139816129
37	"ENSG00000101974.14_6"	"ATP11C"	chrX	-	138856848	138857112	138864705	138864887	138850418	138850593	138865322	138865426
38	"ENSG00000129680.16_7"	"MAP7D3"	chrX	-	135301751	135301830	135302923	135303122	135301556	135301654	135304551	135304645
39	"ENSG00000156500.15_6"	"FAM122C"	chrX	+	133981912	133982001	133983196	133983258	133981412	133981505	133986829	133986926
40	"ENSG00000156504.16_4"	"FAM122B"	chrX	-	133915850	133915947	133919915	133919977	133903595	133906313	133921501	133921563
41	"ENSG00000156504.16_4"	"FAM122B"	chrX	-	133915850	133915947	133919915	133919980	133903596	133906313	133921501	133921563
42	"ENSG00000134602.16_4"	"STK26"	chrX	+	131188658	131188889	131197460	131197517	131157535	131157687	131202242	131202351
43	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130837444	130837546	130843525	130843584	130829871	130829941	130883333	130883486
44	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130919184	130919286	130928021	130928143	130917914	130918067	130928324	130928494
45	"ENSG00000165675.16_7"	"ENOX2"	chrX	-	129803938	129804172	129813515	129813722	129801503	129801716	129822836	129822992
46	"ENSG00000156697.13_7"	"UTP14A"	chrX	+	129044983	129045126	129045741	129045897	129042645	129042710	129053150	129053270
47	"ENSG00000125675.18_8"	"GRIA3"	chrX	+	122599524	122599639	122613913	122614028	122598715	122598963	122616649	122616897
48	"ENSG00000005893.16_5"	"LAMP2"	chrX	-	119576453	119576517	119580159	119580282	119575584	119575749	119581695	119581880
49	"ENSG00000018610.15_5"	"CXorf56"	chrX	-	118678315	118678454	118679425	118679467	118676467	118676557	118694230	118694348
50	"ENSG00000131725.14_6"	"WDR44"	chrX	+	117570664	117570787	117575330	117575522	117566743	117566857	117576206	117576308
51	"ENSG00000130224.15_5"	"LRCH2"	chrX	-	114361405	114361456	114364717	114364762	114358507	114358565	114384389	114384506
52	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109246728	109247392	109310574	109310624	109246322	109246384	109352307	109352374
53	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109310574	109310624	109352307	109352374	109246728	109247392	109388025	109388104
54	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109352307	109352374	109388025	109388104	109310574	109310624	109414647	109414739
55	"ENSG00000147224.12_5"	"PRPS1"	chrX	+	106882524	106882708	106884131	106884230	106871739	106871980	106885595	106885720
56	"ENSG00000123560.14_8"	"PLP1"	chrX	+	103034776	103034918	103035730	103035838	103031801	103031927	103040510	103040697
57	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102071919	102072010	102080920	102081097	102025279	102025348	102081896	102082072
58	"ENSG00000223546.7_8"	"LINC00630"	chrX	+	102100784	102100948	102119969	102120080	102094728	102094791	102139070	102140334
59	"ENSG00000284800.1_5"	"AC235565.2"	chrX	-	101693473	101693595	101711727	101711835	101634914	101635010	101712593	101712733
60	"ENSG00000010671.16_4"	"BTK"	chrX	-	100626620	100626689	100629523	100629622	100624985	100625067	100630131	100630272
61	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100276956	100277051	100278458	100278605	100276089	100276304	100290601	100290672
62	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100292905	100293040	100296305	100296360	100291962	100292062	100297030	100297301
63	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100296305	100296360	100297030	100297301	100292905	100293040	100306239	100306722
64	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100296305	100296360	100297221	100297301	100292905	100293040	100306772	100307071
65	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100296305	100296360	100297030	100297301	100292905	100293040	100306772	100307105
66	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100296305	100296360	100306239	100306722	100292905	100293040	100306805	100307100
67	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100297030	100297301	100306239	100306355	100296305	100296360	100306632	100306722
68	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100297030	100297301	100306239	100306722	100296305	100296360	100306805	100307100
69	"ENSG00000184788.13_5"	"SATL1"	chrX	-	84373343	84373461	84397615	84397768	84372496	84372554	84397846	84398024
70	"ENSG00000165259.14_6"	"HDX"	chrX	-	83730258	83730405	83743031	83743140	83723479	83724583	83757349	83757461
71	"ENSG00000165240.20_6"	"ATP7A"	chrX	+	77178495	77178539	77218119	77218311	77166235	77166332	77227117	77227258
72	"ENSG00000131269.19_9"	"ABCB7"	chrX	-	74296356	74296489	74318776	74318896	74295196	74295465	74332720	74332807
73	"ENSG00000225470.8_6"	"JPX"	chrX	+	73164418	73164497	73214674	73214796	73164175	73164300	73218602	73218679
74	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73182565	73182636	73164418	73164497	73214674	73214796
75	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73182569	73182636	73164418	73164497	73214674	73214796
76	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73204278	73204376	73164418	73164497	73214674	73214796
77	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73182565	73182636	73164418	73164497	73218602	73218679
78	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73182569	73182636	73164418	73164497	73218602	73218679
79	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73204278	73204376	73164418	73164497	73218602	73218679
80	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73214674	73214796	73164418	73164497	73218602	73218679
81	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73214698	73214796	73164418	73164497	73218602	73218679
82	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73182569	73182636	73164418	73164497	73219189	73220331
83	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73214674	73214796	73164418	73164497	73219189	73220331
84	"ENSG00000225470.8_6"	"JPX"	chrX	+	73166833	73167209	73218602	73218679	73164418	73164497	73219189	73220331
85	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182565	73182636	73204278	73204376	73164418	73164497	73214674	73214796
86	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182565	73182636	73204278	73204376	73164418	73164497	73218602	73218679
87	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182565	73182636	73214674	73214796	73164418	73164497	73218602	73218679
88	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182565	73182636	73214698	73214796	73164418	73164497	73218602	73218679
89	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182565	73182636	73214674	73214796	73166833	73167209	73218602	73218679
90	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182569	73182636	73204278	73204376	73164418	73164497	73214674	73214796
91	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182569	73182636	73204278	73204376	73164418	73164497	73218602	73218679
92	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182569	73182636	73214674	73214796	73164418	73164497	73218602	73218679
93	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182569	73182636	73214698	73214796	73164418	73164497	73218602	73218679
94	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182569	73182636	73214674	73214796	73164418	73164497	73219189	73220331
95	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182569	73182636	73218602	73218679	73164418	73164497	73219189	73220331
96	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182569	73182636	73214674	73214796	73166833	73167209	73218602	73218679
97	"ENSG00000225470.8_6"	"JPX"	chrX	+	73204278	73204376	73214674	73214796	73164418	73164497	73218602	73218679
98	"ENSG00000225470.8_6"	"JPX"	chrX	+	73204278	73204376	73214698	73214796	73164418	73164497	73218602	73218679
99	"ENSG00000225470.8_6"	"JPX"	chrX	+	73214674	73214796	73218602	73218679	73164418	73164497	73218788	73220331
100	"ENSG00000225470.8_6"	"JPX"	chrX	+	73214674	73214796	73218602	73218679	73164418	73164497	73219189	73220331
101	"ENSG00000229807.12_7"	"XIST"	chrX	-	73050900	73051041	73053072	73053209	73048902	73049066	73057274	73057338
102	"ENSG00000229807.12_7"	"XIST"	chrX	-	73050900	73051041	73061216	73061308	73048902	73049066	73070336	73071702
103	"ENSG00000229807.12_7"	"XIST"	chrX	-	73050900	73051109	73053072	73053209	73048902	73049066	73057274	73057338
104	"ENSG00000229807.12_7"	"XIST"	chrX	-	73050900	73051109	73057274	73057338	73048902	73049066	73061216	73061308
105	"ENSG00000147162.14_4"	"OGT"	chrX	+	70764416	70767873	70774362	70774442	70757678	70757922	70775803	70775944
106	"ENSG00000147162.14_4"	"OGT"	chrX	+	70779437	70779527	70781624	70781750	70779116	70779275	70782696	70782867
107	"ENSG00000147140.16_8"	"NONO"	chrX	+	70514076	70514198	70516414	70516510	70511628	70511822	70516700	70516897
108	"ENSG00000079482.13_6"	"OPHN1"	chrX	-	67273486	67273652	67283695	67284019	67272381	67272432	67292993	67293141
109	"ENSG00000131089.17_9"	"ARHGEF9"	chrX	-	62935867	62935999	62942641	62942777	62926137	62926329	62944411	62944591
110	"ENSG00000131089.17_9"	"ARHGEF9"	chrX	-	62944675	62944726	62951885	62952190	62944411	62944591	62974194	62974556
111	"ENSG00000235437.8_8"	"LINC01278"	chrX	-	62534875	62534986	62563084	62563168	62479544	62479694	62619660	62619783
112	"ENSG00000235437.8_8"	"LINC01278"	chrX	-	62652243	62652371	62729823	62729959	62619660	62619783	62736789	62736962
113	"ENSG00000235437.8_8"	"LINC01278"	chrX	-	62729823	62729959	62736789	62736962	62652243	62652371	62780711	62780951
114	"ENSG00000067445.21_9"	"TRO"	chrX	+	54949010	54950201	54950262	54950379	54948650	54948724	54950883	54950988
115	"ENSG00000086758.16_8"	"HUWE1"	chrX	-	53570846	53570929	53571520	53571723	53569403	53569500	53571989	53572122
116	"ENSG00000072501.18_4"	"SMC1A"	chrX	-	53441706	53441819	53448844	53448990	53440181	53440385	53449440	53449677
117	"ENSG00000068394.11_5"	"GPKOW"	chrX	-	48976057	48976167	48978747	48978872	48973950	48974164	48978971	48979126
118	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48755774	48755859	48758466	48758578	48755222	48755297	48759206	48759319
119	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48676626	48676819	48678512	48678662	48676447	48676516	48681029	48681204
120	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48678512	48678662	48681029	48681204	48676626	48676819	48681321	48681998
121	"ENSG00000102312.22_6"	"PORCN"	chrX	+	48371222	48371240	48372514	48372529	48370976	48371107	48372627	48372753
122	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48339538	48339591	48339676	48339730	48337425	48337504	48339813	48339916
123	"ENSG00000147050.15_4"	"KDM6A"	chrX	+	44919266	44919401	44919853	44920009	44918491	44918711	44920568	44920664
124	"ENSG00000147044.21_9"	"CASK"	chrX	-	41414852	41414888	41416284	41416353	41412971	41413168	41419031	41419100
125	"ENSG00000156298.12_4"	"TSPAN7"	chrX	+	38482155	38482286	38505514	38505565	38420796	38420880	38525374	38525563
126	"ENSG00000156298.12_4"	"TSPAN7"	chrX	+	38482155	38482286	38515248	38515408	38420796	38420880	38525374	38525563
127	"ENSG00000156298.12_4"	"TSPAN7"	chrX	+	38505514	38505565	38515248	38515408	38420796	38420880	38525374	38525563
128	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38146346	38146498	38147113	38147294	38135839	38136025	38150211	38150277
129	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38146346	38146498	38147117	38147294	38135839	38136025	38150211	38150277
130	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38180279	38180342	38182105	38182198	38178081	38178240	38182651	38182777
131	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38182105	38182198	38182651	38182777	38180279	38180342	38186592	38186768
132	"ENSG00000189023.10_4"	"MAGEB16"	chrX	+	35818633	35818685	35819437	35819491	35816458	35816535	35820247	35821852
133	"ENSG00000130741.11_4"	"EIF2S3"	chrX	+	24086080	24086225	24089674	24089844	24084114	24084209	24091207	24091380
134	"ENSG00000130741.11_4"	"EIF2S3"	chrX	+	24089674	24089844	24091207	24091380	24086080	24086225	24094838	24096927
135	"ENSG00000177189.14_8"	"RPS6KA3"	chrX	-	20204413	20204484	20205945	20206088	20195113	20195202	20206614	20206652
136	"ENSG00000177189.14_8"	"RPS6KA3"	chrX	-	20213182	20213263	20222139	20222221	20212306	20212386	20227405	20227522
137	"ENSG00000177189.14_8"	"RPS6KA3"	chrX	-	20222139	20222221	20227405	20227522	20213182	20213263	20252875	20252932
138	"ENSG00000173698.18_6"	"ADGRG2"	chrX	-	19055584	19055608	19055706	19055754	19054059	19054095	19058306	19058342
139	"ENSG00000182287.15_8"	"AP1S2"	chrX	-	15849574	15849691	15858619	15858714	15846314	15846323	15863501	15863639
140	"ENSG00000087842.11_5"	"PIR"	chrX	-	15425627	15425672	15444028	15444113	15415570	15415653	15473970	15474177
141	"ENSG00000181544.15_7"	"FANCB"	chrX	-	14862977	14863408	14868626	14868796	14862624	14862862	14871160	14871289
142	"ENSG00000101958.14_5"	"GLRA2"	chrX	+	14592454	14592522	14592613	14592681	14550360	14550494	14599304	14599528
143	"ENSG00000101958.14_5"	"GLRA2"	chrX	+	14592494	14592522	14592613	14592681	14550360	14550494	14599304	14599528
144	"ENSG00000101849.17_8"	"TBL1X"	chrX	+	9608312	9608400	9622254	9622362	9469819	9469889	9652082	9652158
145	"ENSG00000101849.17_8"	"TBL1X"	chrX	+	9622254	9622362	9652082	9652228	9608312	9608400	9656056	9656077
146	"ENSG00000101849.17_8"	"TBL1X"	chrX	+	9652082	9652228	9656056	9656315	9622254	9622362	9659618	9659751
147	"ENSG00000177138.17_6"	"FAM9B"	chrX	-	8998162	8998247	8998301	8998401	8997347	8997459	9000170	9000202
148	"ENSG00000285756.2_4"	"BX890604.2"	chrX	-	3736697	3736744	3740113	3740326	3736482	3736541	3740414	3740621
149	"ENSG00000285756.2_4"	"BX890604.2"	chrX	-	3736697	3736744	3740414	3740621	3736482	3736541	3743128	3743272
150	"ENSG00000285756.2_4"	"BX890604.2"	chrX	-	3736697	3736744	3740414	3740621	3736482	3736541	3744641	3744672
151	"ENSG00000285756.2_4"	"BX890604.2"	chrX	-	3743128	3743272	3744641	3744770	3736697	3736744	3746546	3747020
152	"ENSG00000285756.2_4"	"BX890604.2"	chrX	-	3743128	3743272	3744641	3744770	3740414	3740621	3746546	3747433
153	"ENSG00000056998.20_6"	"GYG2"	chrX	+	2761253	2761395	2772020	2772195	2748101	2748236	2773033	2773196
154	"ENSG00000169084.15_8"	"DHRSX"	chrX	-	2209542	2209644	2326785	2326854	2184780	2184988	2343237	2343345
155	"ENSG00000169093.16_6"	"ASMTL"	chrX	-	1554586	1554651	1557989	1558037	1553914	1553976	1561078	1561210
156	"ENSG00000198223.16_5"	"CSF2RA"	chrX	+	1419383	1419519	1422815	1422912	1414319	1414349	1424338	1424420
157	"ENSG00000205755.12_5"	"CRLF2"	chrX	-	1317418	1317581	1317663	1318008	1314893	1315014	1321271	1321405
158	"ENSG00000100239.16_7"	"PPP6R2"	chr22	+	50827414	50827540	50830295	50830444	50810500	50810579	50832321	50832564
159	"ENSG00000100239.16_7"	"PPP6R2"	chr22	+	50832321	50832564	50845117	50845304	50810448	50810579	50852980	50853118
160	"ENSG00000196576.15_6"	"PLXNB2"	chr22	-	50723001	50723094	50724228	50724330	50722560	50722642	50724418	50724527
161	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50686794	50686901	50687756	50687883	50686653	50686721	50688063	50688132
162	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50686794	50686901	50687756	50687945	50686653	50686721	50688063	50688132
163	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50687090	50687180	50687531	50687597	50686794	50686901	50687756	50687883
164	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50687259	50687288	50687531	50687597	50687090	50687180	50687756	50687883
165	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50687259	50687288	50687756	50687883	50687090	50687180	50688063	50688132
166	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50687259	50687288	50687756	50687945	50687090	50687180	50688063	50688132
167	"ENSG00000100429.18_6"	"HDAC10"	chr22	-	50687259	50687319	50687531	50687597	50687090	50687180	50687756	50687883
168	"ENSG00000224271.7_8"	"AL117329.1"	chr22	+	48033251	48033353	48081065	48081226	48030928	48031102	48081948	48082061
169	"ENSG00000224271.7_8"	"AL117329.1"	chr22	+	48033258	48033353	48081065	48081226	48030928	48031102	48081948	48082061
170	"ENSG00000224271.7_8"	"AL117329.1"	chr22	+	48082889	48082955	48100337	48100496	48082551	48082687	48134182	48134325
171	"ENSG00000224271.7_8"	"AL117329.1"	chr22	+	48082889	48082955	48100337	48100496	48082551	48082687	48257740	48257871
172	"ENSG00000054611.14_5"	"TBC1D22A"	chr22	+	47193340	47193517	47274548	47274619	47189397	47189738	47287161	47287290
173	"ENSG00000054611.14_5"	"TBC1D22A"	chr22	+	47309229	47309342	47370185	47370295	47307969	47308084	47393529	47393605
174	"ENSG00000100416.15_6"	"TRMU"	chr22	+	46739158	46739265	46742318	46742441	46733675	46733841	46746187	46746360
175	"ENSG00000100416.15_6"	"TRMU"	chr22	+	46742318	46742441	46746187	46746360	46739158	46739265	46748017	46748071
176	"ENSG00000241484.9_6"	"ARHGAP8"	chr22	+	45204551	45204612	45204885	45204978	45204186	45204318	45210551	45210638
177	"ENSG00000188677.14_7"	"PARVB"	chr22	+	44543740	44543802	44547362	44547431	44536003	44536023	44553861	44553963
178	"ENSG00000186976.15_7"	"EFCAB6"	chr22	-	44178059	44178205	44193124	44193231	44161184	44161273	44204874	44205011
179	"ENSG00000242247.11_6"	"ARFGAP3"	chr22	-	43227554	43227642	43230247	43230331	43222945	43223005	43236949	43237022
180	"ENSG00000242247.11_6"	"ARFGAP3"	chr22	-	43231367	43231499	43236949	43237022	43230247	43230331	43243519	43243638
181	"ENSG00000100147.13_3"	"CCDC134"	chr22	+	42206210	42206295	42209267	42209449	42205882	42206004	42209754	42209826
182	"ENSG00000100418.8_5"	"DESI1"	chr22	-	42003265	42003335	42003843	42003865	42000047	42000157	42016755	42017047
183	"ENSG00000100417.12_5"	"PMM1"	chr22	-	41980284	41980376	41980530	41980607	41979962	41980062	41982079	41982197
184	"ENSG00000100417.12_5"	"PMM1"	chr22	-	41980530	41980607	41982079	41982197	41979962	41980376	41985722	41985822
185	"ENSG00000100412.16_4"	"ACO2"	chr22	+	41911770	41911921	41913530	41913635	41911380	41911539	41914484	41914576
186	"ENSG00000100412.16_4"	"ACO2"	chr22	+	41916174	41916280	41918833	41918991	41914484	41914576	41919208	41919282
187	"ENSG00000100403.12_4"	"ZC3H7B"	chr22	+	41728174	41728231	41734316	41734359	41726026	41726107	41735004	41735195
188	"ENSG00000100401.19_5"	"RANGAP1"	chr22	-	41657449	41657584	41660667	41660847	41653951	41654110	41664100	41664160
189	"ENSG00000100401.19_5"	"RANGAP1"	chr22	-	41660667	41660847	41664100	41664160	41657449	41657584	41670603	41670731
190	"ENSG00000100395.15_4"	"L3MBTL2"	chr22	+	41609854	41610030	41612142	41612266	41605699	41605937	41615422	41615540
191	"ENSG00000100395.15_4"	"L3MBTL2"	chr22	+	41609896	41610030	41612142	41612266	41605699	41605937	41615422	41615540
192	"ENSG00000100395.15_4"	"L3MBTL2"	chr22	+	41613126	41613206	41615422	41615540	41612142	41612266	41616737	41616872
193	"ENSG00000100387.9_4"	"RBX1"	chr22	+	41349558	41349637	41360050	41360121	41347381	41347480	41363802	41363888
194	"ENSG00000100387.9_4"	"RBX1"	chr22	+	41349558	41349637	41363802	41363888	41347381	41347480	41368479	41369313
195	"ENSG00000100387.9_4"	"RBX1"	chr22	+	41360050	41360121	41363802	41363888	41349558	41349637	41368479	41369313
196	"ENSG00000100372.15_7"	"SLC25A17"	chr22	-	41175761	41175898	41180516	41180608	41175012	41175129	41188528	41188680
197	"ENSG00000100372.15_7"	"SLC25A17"	chr22	-	41188528	41188680	41190517	41190584	41175012	41175129	41195026	41195087
198	"ENSG00000100372.15_7"	"SLC25A17"	chr22	-	41188528	41188680	41193287	41193340	41175012	41175129	41195026	41195087
199	"ENSG00000100372.15_7"	"SLC25A17"	chr22	-	41190517	41190584	41193287	41193340	41175012	41175129	41195026	41195087
200	"ENSG00000229999.6_8"	"AL022238.2"	chr22	-	40774173	40774267	40775355	40775470	40772267	40772519	40784148	40784221
201	"ENSG00000239900.12_5"	"ADSL"	chr22	+	40749076	40749121	40749336	40749423	40745835	40746039	40750251	40750331
202	"ENSG00000239900.12_5"	"ADSL"	chr22	+	40749076	40749121	40750251	40750331	40745835	40746039	40754867	40755039
203	"ENSG00000100351.17_5"	"GRAP2"	chr22	+	40343096	40343188	40351822	40351914	40297087	40297334	40356058	40356178
204	"ENSG00000100351.17_5"	"GRAP2"	chr22	+	40351822	40351914	40356058	40356178	40342820	40343188	40361993	40362162
205	"ENSG00000100351.17_5"	"GRAP2"	chr22	+	40356058	40356178	40361993	40362162	40351822	40351914	40364045	40364276
206	"ENSG00000100316.16_7"	"RPL3"	chr22	-	39709195	39709315	39709638	39709734	39708886	39708989	39710111	39710213
207	"ENSG00000243811.10_5"	"APOBEC3D"	chr22	+	39421074	39421354	39421561	39421676	39418826	39419019	39425367	39425524
208	"ENSG00000100226.16_6"	"GTPBP1"	chr22	+	39122262	39122445	39123217	39123353	39122010	39122155	39123987	39124166
209	"ENSG00000184381.20_8"	"PLA2G6"	chr22	-	38519101	38519265	38521645	38521698	38516765	38516916	38522377	38522456
210	"ENSG00000184381.20_8"	"PLA2G6"	chr22	-	38535988	38536176	38539111	38539295	38530994	38531091	38541444	38541660
211	"ENSG00000100353.18_5"	"EIF3D"	chr22	-	36913347	36913478	36914809	36914957	36912751	36912837	36915451	36915584
212	"ENSG00000100350.14_5"	"FOXRED2"	chr22	-	36897287	36897454	36900561	36900813	36894037	36894203	36901942	36902470
213	"ENSG00000100281.14_5"	"HMGXB4"	chr22	+	35679954	35680036	35681989	35682054	35660640	35661596	35683339	35683445
214	"ENSG00000236052.2_7"	"LINC01643"	chr22	+	34505314	34505423	34547853	34547916	34496346	34496430	34557584	34557780
215	"ENSG00000236052.2_7"	"LINC01643"	chr22	+	34505314	34505423	34557584	34557780	34496346	34496430	34567701	34567767
216	"ENSG00000236052.2_7"	"LINC01643"	chr22	+	34543984	34544121	34557584	34557780	34505314	34505423	34567701	34567767
217	"ENSG00000236052.2_7"	"LINC01643"	chr22	+	34571378	34571429	34601461	34601547	34570298	34570436	34602070	34602183
218	"ENSG00000236052.2_7"	"LINC01643"	chr22	+	34584173	34584414	34602070	34602152	34570298	34570436	34614496	34614785
