ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
29	"ENSG00000130822.16_5"	"PNCK"	chrX	-	152935187	152935585	152935187	152935581	152935904	152936049	29	0,1	0,0			103	99	NA	NA	NA,1.0		NA
30	"ENSG00000130822.16_5"	"PNCK"	chrX	-	152937580	152937675	152937580	152937655	152938020	152938152	30	0,0	2,11			119	99	NA	NA	0.0,0.0		NA
31	"ENSG00000130822.16_5"	"PNCK"	chrX	-	152938020	152938152	152938020	152938121	152938463	152938533	31	6,0	0,0			130	99	NA	NA	1.0,NA		NA
32	"ENSG00000130822.16_5"	"PNCK"	chrX	-	152938020	152938239	152938020	152938121	152938463	152938533	32	1,0	0,0			198	99	NA	NA	1.0,NA		NA
33	"ENSG00000130822.16_5"	"PNCK"	chrX	-	152938020	152938239	152938020	152938152	152938463	152938533	33	0,1	5,0			186	99	NA	NA	0.0,1.0		NA
34	"ENSG00000262919.8_7"	"CCNQ"	chrX	-	152853389	152853912	152853389	152853852	152857963	152858191	34	58,92	11,18			159	99	NA	NA	0.767,0.761		NA
35	"ENSG00000213397.10_7"	"HAUS7"	chrX	-	152719851	152721224	152719851	152719966	152721722	152721822	35	217,189	1,0			198	99	NA	NA	0.991,1.0		NA
36	"ENSG00000213397.10_7"	"HAUS7"	chrX	-	152721950	152722109	152721950	152722082	152722594	152722686	36	444,315	2,4			126	99	NA	NA	0.994,0.984		NA
37	"ENSG00000183479.8"	"TREX2"	chrX	-	152710177	152710953	152710177	152710922	152711466	152711569	37	1,1	0,0			130	99	NA	NA	1.0,1.0		NA
38	"ENSG00000183479.8"	"TREX2"	chrX	-	152720999	152721224	152720999	152721106	152721722	152721822	38	432,398	6,12			198	99	NA	NA	0.973,0.943		NA
39	"ENSG00000124260.12_8"	"MAGEA10"	chrX	-	151304232	151304552	151304232	151304306	151305342	151305441	39	2,0	0,0			198	99	NA	NA	1.0,NA		NA
40	"ENSG00000130032.17_5"	"PRRG3"	chrX	+	150868467	150868628	150868478	150868628	150867255	150867293	40	0,0	0,0			110	99	NA	NA	NA,NA		NA
41	"ENSG00000063601.17_7"	"MTMR1"	chrX	+	149867667	149867773	149867675	149867773	149861868	149862149	41	14,6	1,0			107	99	NA	NA	0.928,1.0		NA
42	"ENSG00000235703.6_8"	"LINC00894"	chrX	+	149114001	149115565	149114075	149115565	149112235	149112318	42	3,1	3,3			173	99	NA	NA	0.364,0.16		NA
43	"ENSG00000235703.6_8"	"LINC00894"	chrX	+	149184564	149184731	149184567	149184731	149184181	149184371	43	0,0	1,0			102	99	NA	NA	0.0,NA		NA
44	"ENSG00000197021.9_7"	"EOLA2"	chrX	-	149102594	149102791	149102594	149102786	149105650	149105698	44	0,2	0,0			104	99	NA	NA	NA,1.0		NA
45	"ENSG00000197620.11_9"	"EOLA1"	chrX	+	148627147	148627429	148627313	148627429	148626913	148627046	45	90,70	1,0			198	99	NA	NA	0.978,1.0		NA
46	"ENSG00000241769.7_9"	"LINC00893"	chrX	-	148617705	148617787	148617705	148617745	148619646	148619704	46	1,0	0,0			141	99	NA	NA	1.0,NA		NA
47	"ENSG00000241769.7_9"	"LINC00893"	chrX	-	148619164	148619310	148619164	148619274	148619646	148619704	47	1,1	0,0			135	99	NA	NA	1.0,1.0		NA
48	"ENSG00000101974.14_6"	"ATP11C"	chrX	-	138844119	138844265	138844119	138844256	138845474	138845577	48	155,89	1,0			108	99	NA	NA	0.993,1.0		NA
49	"ENSG00000129680.16_7"	"MAP7D3"	chrX	-	135298972	135300652	135298972	135299417	135301556	135301654	49	166,125	5,2			198	99	NA	NA	0.943,0.969		NA
50	"ENSG00000129680.16_7"	"MAP7D3"	chrX	-	135313702	135314379	135313702	135314256	135318402	135318498	50	304,176	0,0			198	99	NA	NA	1.0,1.0		NA
51	"ENSG00000156500.15_6"	"FAM122C"	chrX	+	133981912	133982001	133981915	133982001	133981412	133981505	51	0,0	0,0			102	99	NA	NA	NA,NA		NA
52	"ENSG00000156504.16_4"	"FAM122B"	chrX	-	133903596	133906313	133903596	133905384	133915850	133915947	52	437,306	21,15			198	99	NA	NA	0.912,0.911		NA
53	"ENSG00000156504.16_4"	"FAM122B"	chrX	-	133919915	133919980	133919915	133919977	133921501	133921563	53	210,144	183,130			102	99	NA	NA	0.527,0.518		NA
54	"ENSG00000223749.11_9"	"MIR503HG"	chrX	-	133677369	133678029	133677369	133677961	133678743	133678827	54	8,3	1,7			167	99	NA	NA	0.826,0.203		NA
55	"ENSG00000223749.11_9"	"MIR503HG"	chrX	-	133678743	133678871	133678743	133678827	133680581	133680672	55	3,12	1,2			143	99	NA	NA	0.675,0.806		NA
56	"ENSG00000156531.17_4"	"PHF6"	chrX	+	133547517	133547687	133547520	133547687	133527938	133527982	56	111,75	521,277			102	99	NA	NA	0.171,0.208		NA
57	"ENSG00000147257.15_6"	"GPC3"	chrX	-	132826396	132826542	132826396	132826522	132833922	132834056	57	0,0	0,0			119	99	NA	NA	NA,NA		NA
58	"ENSG00000269556.8_11"	"TMEM185A"	chrX	-	148690313	148690521	148690313	148690516	148692969	148693146	58	34,23	1,1			104	99	NA	NA	0.97,0.956		NA
59	"ENSG00000165694.9_5"	"FRMD7"	chrX	-	131231293	131231372	131231293	131231327	131233495	131233538	59	0,0	0,0			144	99	NA	NA	NA,NA		NA
60	"ENSG00000134602.16_4"	"STK26"	chrX	+	131206984	131207121	131206993	131207121	131206840	131206903	60	1004,638	1,1			108	99	NA	NA	0.999,0.998		NA
61	"ENSG00000213468.7_10"	"FIRRE"	chrX	-	130845678	130845772	130845678	130845748	130883333	130883486	61	0,0	0,1			123	99	NA	NA	NA,0.0		NA
62	"ENSG00000183918.17_6"	"SH2D1A"	chrX	+	123504025	123504170	123504080	123504170	123480438	123480629	62	1,0	0,0			154	99	NA	NA	1.0,NA		NA
63	"ENSG00000183918.17_6"	"SH2D1A"	chrX	+	123504025	123504170	123504080	123504170	123499610	123499674	63	2,1	0,0			154	99	NA	NA	1.0,1.0		NA
64	"ENSG00000101882.10_7"	"NKAP"	chrX	-	119070259	119070394	119070259	119070391	119070574	119070645	64	244,150	2,1			102	99	NA	NA	0.992,0.993		NA
65	"ENSG00000125354.23_8"	"SEPTIN6"	chrX	-	118759297	118759359	118759297	118759342	118763280	118763471	65	17,12	236,110			116	99	NA	NA	0.058,0.085		NA
66	"ENSG00000131725.14_6"	"WDR44"	chrX	+	117577522	117577650	117577546	117577650	117576527	117576643	66	154,119	1,1			123	99	NA	NA	0.992,0.99		NA
67	"ENSG00000077713.19_5"	"SLC25A43"	chrX	+	118585812	118586106	118585971	118586106	118544152	118544325	67	17,8	38,31			198	99	NA	NA	0.183,0.114		NA
68	"ENSG00000157600.12_6"	"TMEM164"	chrX	+	109246728	109247392	109247110	109247392	109246322	109246384	68	67,68	0,2			198	99	NA	NA	1.0,0.944		NA
69	"ENSG00000123572.17_6"	"NRK"	chrX	+	105151168	105152295	105152231	105152295	105150406	105150582	69	0,0	0,0			198	99	NA	NA	NA,NA		NA
70	"ENSG00000288597.1_1"	"AC234782.4"	chrX	-	102979468	102979631	102979468	102979536	102979825	102979956	70	0,0	0,0			194	99	NA	NA	NA,NA		NA
71	"ENSG00000196507.11_5"	"TCEAL3"	chrX	+	102863965	102864855	102863970	102864855	102863531	102863601	71	0,0	0,0			104	99	NA	NA	NA,NA		NA
72	"ENSG00000147206.17_5"	"NXF3"	chrX	-	102333487	102333560	102333487	102333549	102334148	102334191	72	0,1	0,0			110	99	NA	NA	NA,1.0		NA
73	"ENSG00000215029.10_7"	"TCP11X2"	chrX	-	101719415	101719636	101719415	101719606	101720369	101720490	73	0,0	0,0			129	99	NA	NA	NA,NA		NA
74	"ENSG00000215029.10_7"	"TCP11X2"	chrX	-	101720369	101720527	101720369	101720490	101723952	101724078	74	0,0	0,0			136	99	NA	NA	NA,NA		NA
75	"ENSG00000215029.10_7"	"TCP11X2"	chrX	-	101723952	101724078	101723952	101724055	101726067	101726205	75	0,0	0,0			122	99	NA	NA	NA,NA		NA
76	"ENSG00000284800.1_5"	"AC235565.2"	chrX	-	101715517	101715666	101715517	101715616	101716840	101717004	76	0,0	0,0			149	99	NA	NA	NA,NA		NA
77	"ENSG00000166432.15_5"	"ZMAT1"	chrX	-	101150786	101150855	101150786	101150852	101152840	101153015	77	0,0	0,0			102	99	NA	NA	NA,NA		NA
78	"ENSG00000174225.15_4"	"ARL13A"	chrX	+	100245324	100245818	100245550	100245818	100243366	100243547	78	0,0	0,0			198	99	NA	NA	NA,NA		NA
79	"ENSG00000101811.13_5"	"CSTF2"	chrX	+	100081622	100081746	100081673	100081746	100079108	100079246	79	254,137	5,0			150	99	NA	NA	0.971,1.0		NA
80	"ENSG00000126733.21_7"	"DACH2"	chrX	+	86082768	86087605	86087108	86087605	86071036	86071102	80	0,0	0,0			198	99	NA	NA	NA,NA		NA
81	"ENSG00000198157.11_8"	"HMGN5"	chrX	-	80374228	80374279	80374228	80374258	80375286	80375316	81	1,2	117,63			120	99	NA	NA	0.007,0.026		NA
82	"ENSG00000131269.19_9"	"ABCB7"	chrX	-	74280057	74280165	74280057	74280103	74282162	74282266	82	177,138	0,0			161	99	NA	NA	1.0,1.0		NA
83	"ENSG00000131269.19_9"	"ABCB7"	chrX	-	74291343	74291539	74291343	74291518	74293523	74293611	83	0,0	78,44			120	99	NA	NA	0.0,0.0		NA
84	"ENSG00000131269.19_9"	"ABCB7"	chrX	-	74334588	74334669	74334588	74334666	74375939	74376117	84	30,23	35,44			102	99	NA	NA	0.454,0.337		NA
85	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182565	73182636	73182569	73182636	73164418	73164497	85	9,11	6,2			103	99	NA	NA	0.59,0.841		NA
86	"ENSG00000225470.8_6"	"JPX"	chrX	+	73214674	73214796	73214680	73214796	73164418	73164497	86	150,103	0,0			105	99	NA	NA	1.0,1.0		NA
87	"ENSG00000225470.8_6"	"JPX"	chrX	+	73214674	73214796	73214698	73214796	73164418	73164497	87	159,105	0,0			123	99	NA	NA	1.0,1.0		NA
88	"ENSG00000225470.8_6"	"JPX"	chrX	+	73214680	73214796	73214698	73214796	73164418	73164497	88	9,2	0,0			117	99	NA	NA	1.0,1.0		NA
89	"ENSG00000225470.8_6"	"JPX"	chrX	+	73182565	73182636	73182569	73182636	73166833	73167209	89	1,2	0,0			103	99	NA	NA	1.0,1.0		NA
90	"ENSG00000225470.8_6"	"JPX"	chrX	+	73214674	73214796	73214698	73214796	73182569	73182636	90	55,35	0,0			123	99	NA	NA	1.0,1.0		NA
91	"ENSG00000225470.8_6"	"JPX"	chrX	+	73216875	73217001	73216878	73217001	73214674	73214796	91	0,1	2,0			102	99	NA	NA	0.0,1.0		NA
92	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218602	73220331	73218788	73220331	73214674	73214796	92	39,40	0,1			198	99	NA	NA	1.0,0.952		NA
93	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218602	73220331	73219189	73220331	73214674	73214796	93	78,68	0,1			198	99	NA	NA	1.0,0.971		NA
94	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218602	73220331	73219443	73220331	73214674	73214796	94	124,80	1,0			198	99	NA	NA	0.984,1.0		NA
95	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218788	73219504	73219189	73219504	73214674	73214796	95	41,31	0,1			198	99	NA	NA	1.0,0.939		NA
96	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218788	73220331	73219443	73220331	73214674	73214796	96	87,43	1,0			198	99	NA	NA	0.978,1.0		NA
97	"ENSG00000225470.8_6"	"JPX"	chrX	+	73219189	73220331	73219443	73220331	73214674	73214796	97	87,43	1,0			198	99	NA	NA	0.978,1.0		NA
98	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218788	73219530	73218927	73219530	73218602	73218679	98	65,39	0,0			198	99	NA	NA	1.0,1.0		NA
99	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218788	73220040	73219443	73220040	73218602	73218679	99	121,69	1,0			198	99	NA	NA	0.984,1.0		NA
100	"ENSG00000225470.8_6"	"JPX"	chrX	+	73218788	73220330	73219189	73220330	73218602	73218679	100	75,57	0,6			198	99	NA	NA	1.0,0.826		NA
101	"ENSG00000229807.12_7"	"XIST"	chrX	-	73045949	73047819	73045949	73047763	73048902	73049066	101	718,374	80,68			155	99	NA	NA	0.851,0.778		NA
102	"ENSG00000229807.12_7"	"XIST"	chrX	-	73050900	73051109	73050900	73051041	73053072	73053209	102	999,603	17,13			167	99	NA	NA	0.972,0.965		NA
103	"ENSG00000229807.12_7"	"XIST"	chrX	-	73050900	73051109	73050900	73051041	73057274	73057338	103	319,209	1,3			167	99	NA	NA	0.995,0.976		NA
104	"ENSG00000147162.14_4"	"OGT"	chrX	+	70756027	70756208	70756057	70756208	70752953	70753186	104	920,673	31,29			129	99	NA	NA	0.958,0.947		NA
105	"ENSG00000147162.14_4"	"OGT"	chrX	+	70764416	70767873	70767756	70767873	70757678	70757922	105	877,541	16,8			198	99	NA	NA	0.965,0.971		NA
106	"ENSG00000147130.14_5"	"ZMYM3"	chrX	-	70471027	70471100	70471027	70471094	70471407	70471451	106	0,0	128,97			105	99	NA	NA	0.0,0.0		NA
107	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70326381	70326512	70326381	70326440	70328126	70328196	107	3,3	0,0			171	99	NA	NA	1.0,1.0		NA
108	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70326381	70326553	70326381	70326440	70328126	70328196	108	3,3	0,0			198	99	NA	NA	1.0,1.0		NA
109	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70326381	70326620	70326381	70326440	70328126	70328196	109	3,3	0,0			198	99	NA	NA	1.0,1.0		NA
110	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70326381	70326553	70326381	70326512	70328126	70328196	110	0,2	0,0			140	99	NA	NA	NA,1.0		NA
111	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70326381	70326620	70326381	70326512	70328126	70328196	111	5,4	0,0			198	99	NA	NA	1.0,1.0		NA
112	"ENSG00000285171.1_3"	"AL590764.2"	chrX	-	70326381	70326620	70326381	70326553	70328126	70328196	112	5,2	0,0			166	99	NA	NA	1.0,1.0		NA
113	"ENSG00000147160.9_7"	"AWAT2"	chrX	-	69262036	69262408	69262036	69262236	69262918	69263093	113	0,0	0,0			198	99	NA	NA	NA,NA		NA
114	"ENSG00000158813.18_4"	"EDA"	chrX	+	69253247	69253372	69253256	69253372	69250318	69250370	114	0,0	0,0			108	99	NA	NA	NA,NA		NA
115	"ENSG00000215162.2_4"	"LINC00269"	chrX	+	68428094	68429767	68428745	68429767	68424733	68424870	115	0,0	0,0			198	99	NA	NA	NA,NA		NA
116	"ENSG00000126970.16_5"	"ZC4H2"	chrX	-	64138921	64139116	64138921	64139084	64139960	64140133	116	0,0	9,11			131	99	NA	NA	0.0,0.0		NA
117	"ENSG00000131089.17_9"	"ARHGEF9"	chrX	-	62875373	62877944	62875373	62875617	62885765	62885897	117	0,0	0,0			198	99	NA	NA	NA,NA		NA
118	"ENSG00000235437.8_8"	"LINC01278"	chrX	-	62646461	62650845	62646461	62647754	62652243	62652371	118	49,36	1,0			198	99	NA	NA	0.961,1.0		NA
119	"ENSG00000158571.11_5"	"PFKFB1"	chrX	-	54987256	54987350	54987256	54987284	54989689	54989815	119	0,1	0,0			165	99	NA	NA	NA,1.0		NA
120	"ENSG00000102316.17_4"	"MAGED2"	chrX	+	54836154	54836646	54836550	54836646	54835735	54835809	120	419,299	0,0			198	99	NA	NA	1.0,1.0		NA
121	"ENSG00000102316.17_4"	"MAGED2"	chrX	+	54841680	54842440	54842313	54842440	54841093	54841208	121	66,79	0,1			198	99	NA	NA	1.0,0.975		NA
122	"ENSG00000130119.17_4"	"GNL3L"	chrX	+	54569578	54569775	54569639	54569775	54569387	54569471	122	1,0	70,81			160	99	NA	NA	0.009,0.0		NA
123	"ENSG00000172943.20_9"	"PHF8"	chrX	-	54069063	54069253	54069063	54069242	54070194	54070906	123	10,26	0,1			110	99	NA	NA	1.0,0.959		NA
124	"ENSG00000172943.20_9"	"PHF8"	chrX	-	54069063	54069269	54069063	54069242	54070194	54070906	124	0,2	0,1			126	99	NA	NA	NA,0.611		NA
125	"ENSG00000172943.20_9"	"PHF8"	chrX	-	54069063	54069269	54069063	54069253	54070194	54070906	125	0,1	10,25			115	99	NA	NA	0.0,0.033		NA
126	"ENSG00000172943.20_9"	"PHF8"	chrX	-	54069063	54069253	54069063	54069242	54071307	54071382	126	1,1	0,0			110	99	NA	NA	1.0,1.0		NA
127	"ENSG00000124313.16_9"	"IQSEC2"	chrX	-	53295509	53296246	53295509	53296066	53308745	53308841	127	17,11	1,1			198	99	NA	NA	0.895,0.846		NA
128	"ENSG00000268350.7_8"	"FAM156A"	chrX	-	52984351	52984444	52984351	52984441	52985470	52985544	128	1,1	0,0			102	99	NA	NA	1.0,1.0		NA
129	"ENSG00000268350.7_8"	"FAM156A"	chrX	-	52985470	52985953	52985470	52985544	52986285	52986436	129	1,1	0,0			198	99	NA	NA	1.0,1.0		NA
130	"ENSG00000154545.16_4"	"MAGED4"	chrX	+	51928927	51929228	51929017	51929228	51928007	51928061	130	0,0	0,0			189	99	NA	NA	NA,NA		NA
131	"ENSG00000049769.14_7"	"PPP1R3F"	chrX	+	49138443	49138526	49138446	49138526	49137868	49137924	131	1,2	2,0			102	99	NA	NA	0.327,1.0		NA
132	"ENSG00000101997.13_4"	"CCDC22"	chrX	+	49098481	49098614	49098531	49098614	49093552	49093730	132	31,130	0,1			149	99	NA	NA	1.0,0.989		NA
133	"ENSG00000068323.17_5"	"TFE3"	chrX	-	48896631	48896935	48896631	48896870	48897981	48898095	133	40,89	2,9			164	99	NA	NA	0.924,0.857		NA
134	"ENSG00000102100.16_7"	"SLC35A2"	chrX	-	48760460	48762759	48760460	48760742	48763668	48763820	134	45,85	0,0			198	99	NA	NA	1.0,1.0		NA
135	"ENSG00000102100.16_7"	"SLC35A2"	chrX	-	48762022	48762759	48762022	48762169	48763668	48763820	135	160,218	73,86			198	99	NA	NA	0.523,0.559		NA
136	"ENSG00000102100.16_7"	"SLC35A2"	chrX	-	48763668	48763820	48763668	48763785	48767090	48767273	136	189,250	1,0			134	99	NA	NA	0.993,1.0		NA
137	"ENSG00000126768.12_4"	"TIMM17B"	chrX	-	48752634	48752784	48752634	48752737	48754041	48754141	137	97,97	1,1			146	99	NA	NA	0.985,0.985		NA
138	"ENSG00000126768.12_4"	"TIMM17B"	chrX	-	48752634	48753255	48752634	48752737	48754041	48754141	138	49,40	1,1			198	99	NA	NA	0.961,0.952		NA
139	"ENSG00000126768.12_4"	"TIMM17B"	chrX	-	48752634	48753255	48752634	48752784	48754041	48754141	139	18,12	57,62			198	99	NA	NA	0.136,0.088		NA
140	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48759495	48759794	48759509	48759794	48759206	48759319	140	0,3	1388,912			113	99	NA	NA	0.0,0.003		NA
141	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48759509	48760072	48760008	48760072	48759206	48759319	141	1411,933	40,41			198	99	NA	NA	0.946,0.919		NA
142	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48661277	48661406	48661326	48661406	48661069	48661192	142	311,256	2,2			148	99	NA	NA	0.99,0.988		NA
143	"ENSG00000094631.21_8"	"HDAC6"	chrX	+	48673081	48673300	48673240	48673300	48672846	48672973	143	126,105	0,1			198	99	NA	NA	1.0,0.981		NA
144	"ENSG00000102145.15_5"	"GATA1"	chrX	+	48652199	48652718	48652540	48652718	48651578	48651704	144	1983,1647	4,0			198	99	NA	NA	0.996,1.0		NA
145	"ENSG00000171433.12_6"	"GLOD5"	chrX	+	48629339	48629498	48629342	48629498	48624239	48624377	145	4,3	14,10			102	99	NA	NA	0.217,0.226		NA
146	"ENSG00000101940.18_4"	"WDR13"	chrX	+	48457104	48457345	48457138	48457345	48456345	48456425	146	18,72	2,3			133	99	NA	NA	0.87,0.947		NA
147	"ENSG00000101940.18_4"	"WDR13"	chrX	+	48457974	48458105	48457986	48458105	48457740	48457850	147	12,81	0,2			111	99	NA	NA	1.0,0.973		NA
148	"ENSG00000068354.16_6"	"TBC1D25"	chrX	+	48417284	48417734	48417545	48417734	48399720	48399830	148	7,7	1,0			198	99	NA	NA	0.778,1.0		NA
149	"ENSG00000102312.22_6"	"PORCN"	chrX	+	48368171	48368344	48368280	48368344	48367811	48368095	149	17,17	0,0			198	99	NA	NA	1.0,1.0		NA
150	"ENSG00000102312.22_6"	"PORCN"	chrX	+	48369682	48369875	48369753	48369875	48368171	48368344	150	18,19	4,1			170	99	NA	NA	0.724,0.917		NA
151	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48340790	48340894	48340796	48340894	48339813	48339916	151	15,10	1,0			105	99	NA	NA	0.934,1.0		NA
152	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48340790	48340894	48340796	48340894	48340019	48340103	152	379,295	140,146			105	99	NA	NA	0.719,0.656		NA
153	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48340790	48340894	48340807	48340894	48340019	48340103	153	410,320	0,0			116	99	NA	NA	1.0,1.0		NA
154	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48340796	48340894	48340807	48340894	48340019	48340103	154	171,171	0,0			110	99	NA	NA	1.0,1.0		NA
155	"ENSG00000008056.14_7"	"SYN1"	chrX	-	47431299	47432398	47431299	47432360	47433400	47433989	155	0,0	0,0			137	99	NA	NA	NA,NA		NA
156	"ENSG00000102225.16_10"	"CDK16"	chrX	+	47086558	47086622	47086579	47086622	47086392	47086498	156	5,3	408,282			120	99	NA	NA	0.01,0.009		NA
157	"ENSG00000147044.21_9"	"CASK"	chrX	-	41394145	41394226	41394145	41394211	41401943	41402059	157	23,18	0,0			114	99	NA	NA	1.0,1.0		NA
158	"ENSG00000185753.13_5"	"CXorf38"	chrX	-	40498260	40499572	40498260	40498380	40506258	40506393	158	1,3	15,15			198	99	NA	NA	0.032,0.091		NA
159	"ENSG00000183337.17_6"	"BCOR"	chrX	-	39922860	39923205	39922860	39923103	39923588	39923852	159	399,259	280,183			198	99	NA	NA	0.416,0.414		NA
