ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
178	"ENSG00000108825.17_6"	"PTGES3L-AARSD1"	chr17	-	41107858	41107989	41107174	41107241	41108420	41108521
179	"ENSG00000108825.17_6"	"PTGES3L-AARSD1"	chr17	-	41108220	41108337	41107174	41107241	41108420	41108521
180	"ENSG00000108825.17_6"	"PTGES3L-AARSD1"	chr17	-	41108220	41108337	41107858	41107989	41108420	41108521
181	"ENSG00000108825.17_6"	"PTGES3L-AARSD1"	chr17	-	41123623	41123713	41122305	41122359	41131186	41131285
182	"ENSG00000108825.17_6"	"PTGES3L-AARSD1"	chr17	-	41131186	41131285	41123623	41123713	41131394	41131461
183	"ENSG00000108825.17_6"	"PTGES3L-AARSD1"	chr17	-	41131566	41131680	41131394	41131461	41132062	41132292
184	"ENSG00000108825.17_6"	"PTGES3L-AARSD1"	chr17	-	41131566	41131790	41131394	41131461	41132062	41132103
186	"ENSG00000112343.11_4"	"TRIM38"	chr6	+	25966562	25967161	25963276	25963510	25969552	25969648
187	"ENSG00000112343.11_4"	"TRIM38"	chr6	+	25969552	25969648	25963276	25963510	25972096	25972327
188	"ENSG00000112343.11_4"	"TRIM38"	chr6	+	25973281	25973304	25972096	25972327	25973400	25973513
190	"ENSG00000137947.12_7"	"GTF2B"	chr1	-	89329663	89329797	89325738	89325969	89352943	89353050
193	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29412046	29412136	29409142	29410952	29419274	29419420
194	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29412046	29412136	29409142	29410952	29426678	29426780
195	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29419274	29419420	29409142	29410952	29426678	29426780
196	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29419274	29419420	29412046	29412136	29426678	29426780
197	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29435622	29435770	29433811	29433908	29437502	29437683
198	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29435622	29435770	29433811	29433908	29444589	29444744
199	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29437502	29437683	29433811	29433908	29444589	29444744
200	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29437502	29437683	29435622	29435770	29444589	29444744
201	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29437502	29437945	29433811	29433908	29444589	29444744
202	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29437502	29437945	29435622	29435770	29444589	29444744
203	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29454442	29454667	29453392	29453501	29470697	29470829
204	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29493331	29493485	29489629	29489723	29496234	29496409
205	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29493331	29493485	29489629	29489723	29511291	29511486
206	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29496234	29496409	29489629	29489723	29511291	29511486
207	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29496234	29496409	29493331	29493485	29511291	29511486
208	"ENSG00000153339.14_6"	"TRAPPC8"	chr18	-	29497540	29497630	29496234	29496409	29511291	29511486
212	"ENSG00000213066.13_6"	"FGFR1OP"	chr6	+	167417210	167417299	167416680	167416735	167417751	167417792
213	"ENSG00000213066.13_6"	"FGFR1OP"	chr6	+	167424300	167424381	167417751	167417889	167435896	167436123
214	"ENSG00000213066.13_6"	"FGFR1OP"	chr6	+	167426995	167427055	167424300	167424381	167435896	167436123
215	"ENSG00000213066.13_6"	"FGFR1OP"	chr6	+	167435896	167436123	167424300	167424381	167438269	167438382
216	"ENSG00000213066.13_6"	"FGFR1OP"	chr6	+	167440034	167440103	167438269	167438382	167446090	167446130
218	"ENSG00000213066.13_6"	"FGFR1OP"	chr6	+	167446090	167446130	167440034	167440103	167447362	167447370
219	"ENSG00000213066.13_6"	"FGFR1OP"	chr6	+	167457892	167458064	167453786	167453827	167462079	167462175
220	"ENSG00000138231.13_5"	"DBR1"	chr3	-	137882619	137882700	137882190	137882336	137885922	137886147
221	"ENSG00000138231.13_5"	"DBR1"	chr3	-	137888948	137889034	137885922	137886147	137892343	137892468
222	"ENSG00000138231.13_5"	"DBR1"	chr3	-	137890474	137890555	137888948	137889034	137892343	137892468
224	"ENSG00000135372.9_5"	"NAT10"	chr11	+	34129757	34129880	34127175	34127339	34130288	34130380
226	"ENSG00000240065.8_5"	"PSMB9"	chr6	+	32825039	32825171	32823873	32823982	32825781	32825911
227	"ENSG00000231205.7"	"ZNF826P"	chr19	-	20600471	20600589	20598110	20598457	20607591	20607762
232	"ENSG00000284512.1_7"	"AC092718.8"	chr16	-	81121205	81121269	81118067	81118199	81124205	81124285
233	"ENSG00000284512.1_7"	"AC092718.8"	chr16	-	81121205	81121269	81118067	81118199	81129735	81129889
234	"ENSG00000284512.1_7"	"AC092718.8"	chr16	-	81124205	81124285	81118067	81118199	81129735	81129889
235	"ENSG00000284512.1_7"	"AC092718.8"	chr16	-	81124205	81124285	81121205	81121269	81129735	81129889
248	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202131183	202131514	202122758	202123105	202136238	202136282
250	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202131183	202131514	202125222	202125336	202136238	202136282
252	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202131209	202131514	202122840	202123105	202136238	202136307
254	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202131209	202131514	202125258	202125336	202136238	202136307
256	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202136238	202136344	202131183	202131514	202137360	202137448
257	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202137620	202137665	202137360	202137499	202139611	202139676
258	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202137620	202137665	202137360	202137499	202141549	202141691
259	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202139611	202139676	202137360	202137499	202141549	202141691
260	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202139611	202139676	202137360	202137499	202149538	202150040
262	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202141549	202141691	202137360	202137499	202149538	202150040
263	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202141549	202141691	202139611	202139676	202149538	202150040
264	"ENSG00000064012.22_10"	"CASP8"	chr2	+	202141549	202141827	202139611	202139676	202149538	202150040
265	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9549194	9549336	9546788	9547950	9550049	9550184
267	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9570154	9570681	9563375	9563548	9577061	9577189
268	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9570154	9570681	9563375	9563548	9583114	9583273
269	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9577061	9577189	9563375	9563548	9583114	9583273
270	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9577061	9577189	9570154	9570681	9583114	9583273
272	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9584512	9584578	9577061	9577189	9588086	9588233
273	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9584512	9584578	9583114	9583273	9584718	9584826
274	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9584718	9584826	9584512	9584578	9588086	9588233
275	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9588086	9588233	9577061	9577189	9588708	9588851
276	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9593765	9593872	9588708	9588851	9595015	9595059
279	"ENSG00000154845.15_4"	"PPP4R1"	chr18	-	9614223	9614268	9595015	9595151	9614475	9614503
284	"ENSG00000119638.13_6"	"NEK9"	chr14	-	75587821	75587877	75587212	75587283	75590748	75590926
326	"ENSG00000083223.18_5"	"TUT7"	chr9	-	88933872	88933973	88932133	88932191	88934498	88934559
332	"ENSG00000186952.15_7"	"TMEM232"	chr5	-	109973898	109974056	109963481	109963581	109976591	109976697
360	"ENSG00000100418.8_5"	"DESI1"	chr22	-	42003265	42003335	42000047	42000157	42003843	42003865
361	"ENSG00000100418.8_5"	"DESI1"	chr22	-	42003265	42003335	42000047	42000157	42016755	42017047
362	"ENSG00000100418.8_5"	"DESI1"	chr22	-	42003843	42003865	42000047	42000157	42016755	42017047
363	"ENSG00000100418.8_5"	"DESI1"	chr22	-	42003843	42003865	42003265	42003335	42016755	42017047
381	"ENSG00000239779.7_8"	"WBP1"	chr2	+	74686564	74686689	74685958	74686046	74686769	74686872
386	"ENSG00000239779.7_8"	"WBP1"	chr2	+	74686999	74687176	74686338	74686872	74687347	74687357
408	"ENSG00000111452.13_6"	"ADGRD1"	chr12	+	131487729	131487847	131484927	131484987	131488730	131488841
409	"ENSG00000111452.13_6"	"ADGRD1"	chr12	+	131488730	131488841	131484927	131484987	131490516	131490592
411	"ENSG00000111452.13_6"	"ADGRD1"	chr12	+	131605391	131605458	131602929	131602996	131616269	131616361
413	"ENSG00000143595.13_5"	"AQP10"	chr1	+	154295457	154295595	154293565	154293736	154295716	154295835
414	"ENSG00000136059.14_3"	"VILL"	chr3	+	38035751	38035957	38035388	38035463	38037229	38037280
415	"ENSG00000136059.14_3"	"VILL"	chr3	+	38039580	38039659	38038973	38039176	38039756	38039855
416	"ENSG00000136059.14_3"	"VILL"	chr3	+	38039580	38039659	38038973	38039176	38040402	38040541
417	"ENSG00000136059.14_3"	"VILL"	chr3	+	38039756	38039855	38038973	38039176	38040402	38040541
418	"ENSG00000136059.14_3"	"VILL"	chr3	+	38039756	38039855	38039580	38039659	38040402	38040541
420	"ENSG00000136059.14_3"	"VILL"	chr3	+	38043886	38044066	38043192	38043351	38044658	38044804
421	"ENSG00000136059.14_3"	"VILL"	chr3	+	38043886	38044066	38043192	38043351	38045745	38045890
422	"ENSG00000136059.14_3"	"VILL"	chr3	+	38044658	38044804	38043192	38043351	38045745	38045890
423	"ENSG00000136059.14_3"	"VILL"	chr3	+	38044658	38044804	38043886	38044066	38045745	38045890
424	"ENSG00000136059.14_3"	"VILL"	chr3	+	38047282	38047465	38042397	38045890	38047671	38047695
425	"ENSG00000136059.14_3"	"VILL"	chr3	+	38047939	38048191	38047671	38047743	38048432	38048652
427	"ENSG00000139684.15_6"	"ESD"	chr13	-	47354069	47354168	47349520	47351758	47355630	47355750
428	"ENSG00000139684.15_6"	"ESD"	chr13	-	47358386	47358485	47356801	47356926	47361155	47361244
430	"ENSG00000139684.15_6"	"ESD"	chr13	-	47364731	47364796	47361155	47361244	47365480	47365555
432	"ENSG00000000971.16_4"	"CFH"	chr1	+	196694250	196694427	196684722	196684899	196695599	196695782
433	"ENSG00000000971.16_4"	"CFH"	chr1	+	196705953	196706136	196697475	196697652	196706604	196706790
434	"ENSG00000000971.16_4"	"CFH"	chr1	+	196709748	196709922	196706604	196706790	196711004	196711181
443	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29323726	29323831	29319841	29320054	29342203	29342279
444	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29338376	29338419	29319841	29320054	29342203	29342279
445	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29338376	29338419	29323726	29323831	29342203	29342279
446	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29344735	29344954	29342203	29342279	29356911	29356999
447	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29358299	29358425	29356911	29356999	29359604	29359757
448	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29359604	29359757	29356911	29356999	29362337	29362435
458	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29391493	29391670	29379615	29379824	29435847	29435949
465	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29424318	29424447	29379615	29379824	29435847	29435858
466	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29424318	29424447	29391468	29391670	29435847	29435858
467	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29424318	29424447	29391468	29391670	29438879	29438960
468	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29435847	29435949	29391468	29391670	29438879	29438960
470	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29435847	29435949	29422743	29424447	29442210	29442214
471	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29438879	29438960	29424318	29424447	29442210	29442214
472	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29438879	29438960	29435847	29435949	29442210	29442214
473	"ENSG00000159023.21_9"	"EPB41"	chr1	+	29442210	29442315	29438879	29438960	29443330	29443560
476	"ENSG00000119383.19_10"	"PTPA"	chr9	+	131885330	131885417	131882791	131882889	131890242	131890347
482	"ENSG00000119383.19_10"	"PTPA"	chr9	+	131893800	131893918	131891263	131891389	131897073	131897106
484	"ENSG00000033800.13_3"	"PIAS1"	chr15	+	68349817	68349918	68346655	68346688	68353735	68353787
487	"ENSG00000033800.13_3"	"PIAS1"	chr15	+	68438153	68438244	68434627	68434675	68438903	68439038
488	"ENSG00000033800.13_3"	"PIAS1"	chr15	+	68457068	68457142	68445927	68446033	68466069	68466230
489	"ENSG00000033800.13_3"	"PIAS1"	chr15	+	68466069	68466230	68457068	68457142	68467974	68468105
493	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64879986	64880183	64879316	64879539	64880282	64880337
494	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64879986	64880183	64879350	64879453	64880691	64880886
500	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64880691	64880886	64879373	64880337	64880962	64881066
501	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64880691	64880886	64879373	64880337	64882184	64882304
503	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64880840	64880886	64880176	64880337	64880962	64881066
504	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64880962	64881066	64880282	64880337	64882184	64882304
507	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64882384	64882553	64882184	64882304	64882785	64882856
509	"ENSG00000149809.16_6"	"TM7SF2"	chr11	+	64882947	64883070	64882785	64882866	64883364	64883702
516	"ENSG00000176715.17_8"	"ACSF3"	chr16	+	89169011	89169167	89160275	89160404	89178499	89178654
517	"ENSG00000176715.17_8"	"ACSF3"	chr16	+	89169011	89169167	89160275	89160404	89187208	89187321
518	"ENSG00000176715.17_8"	"ACSF3"	chr16	+	89178499	89178654	89160259	89160404	89187208	89187321
519	"ENSG00000176715.17_8"	"ACSF3"	chr16	+	89178499	89178654	89169011	89169167	89187208	89187321
534	"ENSG00000135972.9_5"	"MRPS9"	chr2	+	105696440	105696520	105687916	105687947	105705441	105705527
540	"ENSG00000108021.20_9"	"TASOR2"	chr10	+	5751492	5751626	5726904	5727138	5754356	5754502
545	"ENSG00000108021.20_9"	"TASOR2"	chr10	+	5754785	5754881	5726800	5727138	5756097	5756139
547	"ENSG00000108021.20_9"	"TASOR2"	chr10	+	5756097	5756170	5754785	5754881	5762506	5762631
548	"ENSG00000108021.20_9"	"TASOR2"	chr10	+	5759621	5759713	5754785	5754881	5762506	5762574
549	"ENSG00000108021.20_9"	"TASOR2"	chr10	+	5759621	5759713	5756097	5756170	5762506	5762574
550	"ENSG00000108021.20_9"	"TASOR2"	chr10	+	5766392	5766496	5765639	5765740	5768847	5768920
566	"ENSG00000172785.18_5"	"CBWD1"	chr9	-	121960	122090	121037	121573	123216	123282
567	"ENSG00000172785.18_5"	"CBWD1"	chr9	-	121960	122136	121502	121573	123216	123282
569	"ENSG00000172785.18_5"	"CBWD1"	chr9	-	146101	146158	134978	135030	154708	154795
574	"ENSG00000172785.18_5"	"CBWD1"	chr9	-	152033	152078	134978	135030	154708	154795
575	"ENSG00000172785.18_5"	"CBWD1"	chr9	-	152033	152078	146101	146158	154708	154795
586	"ENSG00000064489.23_6"	"BORCS8-MEF2B"	chr19	-	19291494	19291570	19261490	19261573	19293381	19293492
587	"ENSG00000064489.23_6"	"BORCS8-MEF2B"	chr19	-	19293381	19293492	19291494	19291570	19296842	19296907
588	"ENSG00000064489.23_6"	"BORCS8-MEF2B"	chr19	-	19293381	19293492	19291494	19291570	19302889	19302947
589	"ENSG00000064489.23_6"	"BORCS8-MEF2B"	chr19	-	19296842	19296907	19291494	19291570	19302889	19302931
590	"ENSG00000064489.23_6"	"BORCS8-MEF2B"	chr19	-	19296842	19296907	19293381	19293492	19297701	19297814
593	"ENSG00000064489.23_6"	"BORCS8-MEF2B"	chr19	-	19297701	19297814	19296842	19296907	19302889	19302931
610	"ENSG00000065833.9_5"	"ME1"	chr6	-	83933478	83933652	83926216	83926315	83937053	83937196
611	"ENSG00000065833.9_5"	"ME1"	chr6	-	83947435	83947549	83938544	83938650	83949257	83949355
612	"ENSG00000065833.9_5"	"ME1"	chr6	-	84117486	84117620	84108085	84108235	84140595	84140770
613	"ENSG00000092841.19_6"	"MYL6"	chr12	+	56552464	56552495	56552139	56552188	56553370	56553514
614	"ENSG00000092841.19_6"	"MYL6"	chr12	+	56552467	56552495	56552129	56552188	56553370	56553406
630	"ENSG00000011114.15_8"	"BTBD7"	chr14	-	93712170	93712632	93703895	93709434	93714821	93715000
631	"ENSG00000011114.15_8"	"BTBD7"	chr14	-	93719992	93720136	93717808	93717998	93723540	93723701
632	"ENSG00000011114.15_8"	"BTBD7"	chr14	-	93727947	93728023	93721855	93723701	93730130	93730339
633	"ENSG00000011114.15_8"	"BTBD7"	chr14	-	93727947	93728023	93721855	93723701	93760203	93760274
634	"ENSG00000011114.15_8"	"BTBD7"	chr14	-	93730130	93730339	93721855	93723701	93760203	93760963
636	"ENSG00000161970.15_9"	"RPL26"	chr17	-	8283113	8283254	8280833	8281010	8285460	8285627
638	"ENSG00000161970.15_9"	"RPL26"	chr17	-	8285315	8285408	8283113	8283254	8286474	8286510
639	"ENSG00000161970.15_9"	"RPL26"	chr17	-	8285460	8285633	8282462	8283254	8286474	8286511
640	"ENSG00000161970.15_9"	"RPL26"	chr17	-	8285460	8285656	8283113	8283254	8286474	8286531
641	"ENSG00000145107.16_6"	"TM4SF19"	chr3	-	196051141	196051311	196050417	196050868	196053825	196053903
642	"ENSG00000145107.16_6"	"TM4SF19"	chr3	-	196051141	196051311	196050417	196050868	196065134	196065259
643	"ENSG00000145107.16_6"	"TM4SF19"	chr3	-	196051145	196051311	196050614	196050868	196053825	196053903
644	"ENSG00000145107.16_6"	"TM4SF19"	chr3	-	196051145	196051311	196050614	196050868	196065134	196065259
645	"ENSG00000145107.16_6"	"TM4SF19"	chr3	-	196053825	196053903	196051141	196051311	196054260	196054462
646	"ENSG00000145107.16_6"	"TM4SF19"	chr3	-	196054260	196054462	196051141	196051311	196065134	196065259
647	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708455	30708575	30708272	30708368	30708966	30709110
648	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708455	30708575	30708272	30708368	30709390	30709481
650	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708455	30708575	30708272	30708368	30710303	30710464
651	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708966	30709110	30708272	30708368	30709390	30709481
653	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708966	30709110	30708272	30708368	30710303	30710464
654	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708966	30709110	30708455	30708575	30709390	30709481
655	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708966	30709110	30708455	30708575	30709438	30709481
656	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708966	30709110	30708455	30708575	30709923	30710084
657	"ENSG00000137312.15_7"	"FLOT1"	chr6	-	30708966	30709110	30708455	30708575	30710303	30710464
