ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
268	"ENSG00000115317.11_3"	"HTRA2"	chr2	+	74758465	74758829	74758465	74758538	74758723	74758829
280	"ENSG00000177646.19_5"	"ACAD9"	chr3	+	128628186	128628992	128628186	128628264	128628863	128628992
281	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38146346	38147294	38146346	38146498	38147113	38147294
282	"ENSG00000156313.15_7"	"RPGR"	chrX	-	38146346	38147294	38146346	38146498	38147117	38147294
285	"ENSG00000104870.13_8"	"FCGRT"	chr19	+	50017138	50017743	50017138	50017390	50017467	50017743
289	"ENSG00000101574.15_6"	"METTL4"	chr18	-	2552693	2555037	2552693	2552763	2554667	2555037
292	"ENSG00000105726.17_5"	"ATP13A1"	chr19	-	19758222	19758568	19758222	19758337	19758407	19758568
293	"ENSG00000105726.17_5"	"ATP13A1"	chr19	-	19760549	19762606	19760549	19760749	19762497	19762606
300	"ENSG00000112984.12_5"	"KIF20A"	chr5	+	137517110	137517200	137517110	137517137	137517191	137517200
301	"ENSG00000159377.11_4"	"PSMB4"	chr1	+	151372917	151373831	151372917	151373064	151373714	151373831
302	"ENSG00000159377.11_4"	"PSMB4"	chr1	+	151373714	151374106	151373714	151373831	151374017	151374106
311	"ENSG00000161960.15_5"	"EIF4A1"	chr17	+	7479841	7480483	7479841	7480008	7480373	7480483
312	"ENSG00000161960.15_5"	"EIF4A1"	chr17	+	7479841	7480483	7479841	7480010	7480373	7480483
324	"ENSG00000175054.16_7"	"ATR"	chr3	-	142185165	142188411	142185165	142185375	142186775	142188411
325	"ENSG00000175054.16_7"	"ATR"	chr3	-	142186775	142188411	142186775	142186910	142188178	142188411
332	"ENSG00000038274.17_5"	"MAT2B"	chr5	+	162939007	162940675	162939007	162939202	162940560	162940675
336	"ENSG00000074266.21_6"	"EED"	chr11	+	85974986	85977258	85974986	85975305	85977124	85977258
338	"ENSG00000105135.16_5"	"ILVBL"	chr19	-	15227218	15228826	15227218	15227333	15228691	15228826
340	"ENSG00000103064.15_6"	"SLC7A6"	chr16	+	68308593	68309152	68308593	68308779	68309029	68309152
343	"ENSG00000124228.14_8"	"DDX27"	chr20	+	47850104	47852768	47850104	47850246	47852686	47852768
352	"ENSG00000177082.13_7"	"WDR73"	chr15	-	85191120	85191856	85191120	85191185	85191767	85191856
356	"ENSG00000104904.12_7"	"OAZ1"	chr19	+	2271383	2271953	2271383	2271529	2271780	2271953
361	"ENSG00000196950.14_5"	"SLC39A10"	chr2	+	196544755	196545774	196544755	196544772	196545616	196545774
370	"ENSG00000160058.18_4"	"BSDC1"	chr1	-	32859680	32860026	32859680	32859741	32860004	32860026
385	"ENSG00000104497.14_7"	"SNX16"	chr8	-	82751846	82752317	82751846	82751986	82752073	82752317
401	"ENSG00000003509.16_5"	"NDUFAF7"	chr2	+	37468720	37469836	37468720	37468780	37469777	37469836
402	"ENSG00000003509.16_5"	"NDUFAF7"	chr2	+	37468720	37469836	37468720	37468934	37469777	37469836
409	"ENSG00000105223.20_5"	"PLD3"	chr19	+	40871459	40871837	40871459	40871492	40871624	40871837
411	"ENSG00000100359.21_5"	"SGSM3"	chr22	+	40803020	40803332	40803020	40803075	40803204	40803332
412	"ENSG00000100359.21_5"	"SGSM3"	chr22	+	40803020	40803572	40803020	40803075	40803416	40803572
413	"ENSG00000100359.21_5"	"SGSM3"	chr22	+	40803020	40803572	40803020	40803332	40803416	40803572
427	"ENSG00000099942.13_4"	"CRKL"	chr22	+	21303998	21308035	21303998	21304215	21307493	21308035
433	"ENSG00000071859.15_4"	"FAM50A"	chrX	+	153678028	153678279	153678028	153678083	153678230	153678279
458	"ENSG00000224184.6_6"	"MIR3681HG"	chr2	+	12271431	12271711	12271431	12271511	12271597	12271711
485	"ENSG00000013306.16_8"	"SLC25A39"	chr17	-	42397563	42397804	42397563	42397644	42397722	42397804
486	"ENSG00000013306.16_8"	"SLC25A39"	chr17	-	42398425	42398926	42398425	42398599	42398801	42398926
496	"ENSG00000072778.20_4"	"ACADVL"	chr17	+	7127131	7127388	7127131	7127177	7127286	7127388
497	"ENSG00000072778.20_4"	"ACADVL"	chr17	+	7127131	7127388	7127131	7127194	7127286	7127388
498	"ENSG00000072778.20_4"	"ACADVL"	chr17	+	7127639	7127871	7127639	7127712	7127798	7127871
499	"ENSG00000072778.20_4"	"ACADVL"	chr17	+	7127639	7127871	7127639	7127712	7127802	7127871
502	"ENSG00000110844.13_5"	"PRPF40B"	chr12	+	50025642	50026663	50025642	50025708	50026637	50026663
503	"ENSG00000110844.13_5"	"PRPF40B"	chr12	+	50026796	50027330	50026796	50026907	50027209	50027330
510	"ENSG00000198270.13_8"	"TMEM116"	chr12	-	112371689	112374634	112371689	112371834	112374495	112374634
511	"ENSG00000198270.13_8"	"TMEM116"	chr12	-	112371689	112374634	112371689	112371834	112374545	112374634
512	"ENSG00000138434.17_6"	"ITPRID2"	chr2	+	182779942	182783402	182779942	182781154	182783324	182783402
513	"ENSG00000138434.17_6"	"ITPRID2"	chr2	+	182779942	182783402	182779942	182781732	182783324	182783402
522	"ENSG00000147162.14_4"	"OGT"	chrX	+	70764416	70767873	70764416	70764485	70767756	70767873
533	"ENSG00000214078.12_9"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34218822	34218956
534	"ENSG00000214078.12_9"	"CPNE1"	chr20	-	34220084	34220307	34220084	34220156	34220232	34220307
535	"ENSG00000214078.12_9"	"CPNE1"	chr20	-	34220084	34220307	34220084	34220170	34220232	34220307
541	"ENSG00000104731.14_7"	"KLHDC4"	chr16	-	87788799	87790083	87788799	87788898	87790004	87790083
542	"ENSG00000104731.14_7"	"KLHDC4"	chr16	-	87788799	87790083	87788799	87788860	87790027	87790083
543	"ENSG00000104731.14_7"	"KLHDC4"	chr16	-	87788799	87790083	87788799	87788898	87790027	87790083
552	"ENSG00000111640.15_5"	"GAPDH"	chr12	+	6645849	6646176	6645849	6645956	6646085	6646176
553	"ENSG00000111640.15_5"	"GAPDH"	chr12	+	6645849	6646176	6645849	6645983	6646085	6646176
555	"ENSG00000090857.14_5"	"PDPR"	chr16	+	70162686	70163025	70162686	70162768	70162861	70163025
564	"ENSG00000139194.8_5"	"RBP5"	chr12	-	7280835	7281485	7280835	7281014	7281298	7281485
589	"ENSG00000021776.11_6"	"AQR"	chr15	-	35166028	35167065	35166028	35166200	35166877	35167065
602	"ENSG00000075826.17_6"	"SEC31B"	chr10	-	102265117	102265958	102265117	102265252	102265796	102265958
616	"ENSG00000178149.17_7"	"DALRD3"	chr3	-	49054660	49054946	49054660	49054789	49054866	49054946
620	"ENSG00000165516.11_4"	"KLHDC2"	chr14	+	50246312	50246524	50246312	50246393	50246465	50246524
622	"ENSG00000164631.19_5"	"ZNF12"	chr7	-	6728063	6732334	6728063	6732118	6732232	6732334
624	"ENSG00000010270.13_4"	"STARD3NL"	chr7	+	38254628	38256906	38254628	38254706	38256788	38256906
626	"ENSG00000107625.13_4"	"DDX50"	chr10	+	70666466	70666763	70666466	70666566	70666568	70666763
627	"ENSG00000107625.13_4"	"DDX50"	chr10	+	70706107	70706603	70706107	70706362	70706364	70706603
629	"ENSG00000187514.16_5"	"PTMA"	chr2	+	232576057	232576693	232576057	232576129	232576596	232576693
630	"ENSG00000187514.16_5"	"PTMA"	chr2	+	232576057	232576693	232576057	232576129	232576599	232576693
646	"ENSG00000103051.20_8"	"COG4"	chr16	-	70542308	70543291	70542308	70542367	70543133	70543291
647	"ENSG00000134222.16_7"	"PSRC1"	chr1	-	109823398	109823873	109823398	109823538	109823729	109823873
648	"ENSG00000134222.16_7"	"PSRC1"	chr1	-	109823398	109823873	109823398	109823668	109823758	109823873
650	"ENSG00000134222.16_7"	"PSRC1"	chr1	-	109825301	109825744	109825301	109825411	109825695	109825744
653	"ENSG00000076108.11_9"	"BAZ2A"	chr12	-	57008797	57009391	57008797	57008912	57009002	57009391
654	"ENSG00000169738.8_6"	"DCXR"	chr17	-	79994066	79994324	79994066	79994184	79994259	79994324
655	"ENSG00000169738.8_6"	"DCXR"	chr17	-	79994066	79994324	79994066	79994198	79994259	79994324
656	"ENSG00000169738.8_6"	"DCXR"	chr17	-	79994066	79994519	79994066	79994184	79994419	79994519
659	"ENSG00000169738.8_6"	"DCXR"	chr17	-	79994066	79994639	79994066	79994184	79994596	79994639
660	"ENSG00000169738.8_6"	"DCXR"	chr17	-	79994066	79994639	79994066	79994324	79994596	79994639
661	"ENSG00000169738.8_6"	"DCXR"	chr17	-	79994066	79994639	79994066	79994519	79994596	79994639
663	"ENSG00000169738.8_6"	"DCXR"	chr17	-	79994734	79995423	79994734	79994889	79995325	79995423
668	"ENSG00000088832.17_7"	"FKBP1A"	chr20	-	1349621	1350716	1349621	1349683	1350415	1350716
672	"ENSG00000160714.10_5"	"UBE2Q1"	chr1	-	154524879	154525296	154524879	154524940	154525211	154525296
680	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48759509	48760072	48759509	48759661	48760008	48760072
681	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48759509	48760072	48759509	48759794	48760008	48760072
682	"ENSG00000102103.16_8"	"PQBP1"	chrX	+	48759509	48760361	48759509	48760072	48760204	48760361
694	"ENSG00000140521.15_9"	"POLG"	chr15	-	89860606	89861980	89860606	89860767	89861169	89861980
695	"ENSG00000140521.15_9"	"POLG"	chr15	-	89860606	89861980	89860606	89860707	89861771	89861980
696	"ENSG00000140521.15_9"	"POLG"	chr15	-	89860606	89861980	89860606	89860767	89861771	89861980
697	"ENSG00000140521.15_9"	"POLG"	chr15	-	89861169	89861980	89861169	89861206	89861771	89861980
698	"ENSG00000140521.15_9"	"POLG"	chr15	-	89861169	89861980	89861169	89861268	89861771	89861980
699	"ENSG00000140521.15_9"	"POLG"	chr15	-	89863996	89864491	89863996	89864243	89864355	89864491
707	"ENSG00000004455.17_5"	"AK2"	chr1	-	33473586	33479003	33473586	33476434	33478807	33479003
708	"ENSG00000004455.17_5"	"AK2"	chr1	-	33477674	33479003	33477674	33477723	33478807	33479003
710	"ENSG00000132522.16_6"	"GPS2"	chr17	-	7216347	7216610	7216347	7216416	7216530	7216610
711	"ENSG00000132522.16_6"	"GPS2"	chr17	-	7216347	7216610	7216347	7216443	7216530	7216610
712	"ENSG00000132522.16_6"	"GPS2"	chr17	-	7216886	7217307	7216886	7217040	7217224	7217307
722	"ENSG00000160688.19_4"	"FLAD1"	chr1	+	154965188	154965587	154965188	154965262	154965377	154965587
727	"ENSG00000077235.18_7"	"GTF3C1"	chr16	-	27474861	27476157	27474861	27474913	27475640	27476157
728	"ENSG00000077235.18_7"	"GTF3C1"	chr16	-	27474861	27476157	27474861	27474913	27475715	27476157
734	"ENSG00000042493.16_5"	"CAPG"	chr2	-	85628651	85628806	85628651	85628711	85628773	85628806
735	"ENSG00000042493.16_5"	"CAPG"	chr2	-	85628907	85629281	85628907	85629080	85629245	85629281
739	"ENSG00000160014.17_6"	"CALM3"	chr19	+	47111738	47112238	47111738	47111845	47112102	47112238
740	"ENSG00000117155.16_5"	"SSX2IP"	chr1	-	85127880	85128213	85127880	85128058	85128137	85128213
741	"ENSG00000117155.16_5"	"SSX2IP"	chr1	-	85135363	85136498	85135363	85135576	85136328	85136498
753	"ENSG00000104907.12_6"	"TRMT1"	chr19	-	13216080	13216420	13216080	13216210	13216300	13216420
761	"ENSG00000185946.16_5"	"RNPC3"	chr1	+	104068320	104068884	104068320	104068552	104068688	104068884
768	"ENSG00000269858.6_5"	"EGLN2"	chr19	+	41313713	41314337	41313713	41313818	41314065	41314337
769	"ENSG00000099330.9_4"	"OCEL1"	chr19	+	17337501	17338008	17337501	17337678	17337783	17338008
770	"ENSG00000099330.9_4"	"OCEL1"	chr19	+	17337501	17338008	17337501	17337678	17337802	17338008
771	"ENSG00000099330.9_4"	"OCEL1"	chr19	+	17339611	17340024	17339611	17339635	17339754	17340024
772	"ENSG00000099330.9_4"	"OCEL1"	chr19	+	17339611	17340024	17339611	17339724	17339817	17340024
775	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13057583	13059311	13057583	13057732	13059080	13059311
777	"ENSG00000165819.12_6"	"METTL3"	chr14	-	21967168	21967744	21967168	21967281	21967635	21967744
778	"ENSG00000165819.12_6"	"METTL3"	chr14	-	21971315	21971720	21971315	21971434	21971648	21971720
779	"ENSG00000165819.12_6"	"METTL3"	chr14	-	21971315	21971972	21971315	21971720	21971806	21971972
781	"ENSG00000119707.14_5"	"RBM25"	chr14	+	73566374	73570186	73566374	73566458	73569899	73570186
798	"ENSG00000140416.23_9"	"TPM1"	chr15	+	63353067	63353472	63353067	63353138	63353396	63353472
803	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26966592	26967043	26966592	26966660	26966918	26967043
804	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26970181	26970677	26970181	26970329	26970627	26970677
813	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74343700	74346879	74343700	74343871	74346757	74346879
822	"ENSG00000113194.13_5"	"FAF2"	chr5	+	175920999	175921276	175920999	175921085	175921184	175921276
823	"ENSG00000204138.13_5"	"PHACTR4"	chr1	+	28823045	28826876	28823045	28823783	28825931	28826876
827	"ENSG00000116350.17_9"	"SRSF4"	chr1	-	29485885	29487029	29485885	29485998	29486886	29487029
830	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48339813	48340103	48339813	48339916	48340019	48340103
831	"ENSG00000068438.15_5"	"FTSJ1"	chrX	+	48340984	48341415	48340984	48341182	48341373	48341415
840	"ENSG00000087274.17_7"	"ADD1"	chr4	+	2906490	2906742	2906490	2906504	2906646	2906742
854	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100306239	100306722	100306239	100306355	100306632	100306722
860	"ENSG00000141971.13_6"	"MVB12A"	chr19	+	17535739	17536141	17535739	17535823	17535855	17536141
864	"ENSG00000270647.6_5"	"TAF15"	chr17	+	34147027	34147441	34147027	34147079	34147335	34147441
871	"ENSG00000054356.14_7"	"PTPRN"	chr2	-	220159696	220161067	220159696	220159750	220160947	220161067
872	"ENSG00000054356.14_7"	"PTPRN"	chr2	-	220159696	220161067	220159696	220159863	220160947	220161067
874	"ENSG00000130703.17_6"	"OSBPL2"	chr20	+	60856113	60856935	60856113	60856221	60856845	60856935
877	"ENSG00000064961.19_5"	"HMG20B"	chr19	+	3573689	3574584	3573689	3573798	3574338	3574584
878	"ENSG00000064961.19_5"	"HMG20B"	chr19	+	3573689	3574584	3573689	3573798	3574367	3574584
879	"ENSG00000064961.19_5"	"HMG20B"	chr19	+	3573689	3574584	3573689	3573798	3574380	3574584
884	"ENSG00000060749.15_5"	"QSER1"	chr11	+	32953288	32956981	32953288	32953920	32954637	32956981
896	"ENSG00000084093.18_5"	"REST"	chr4	+	57776795	57777702	57776795	57777105	57777501	57777702
900	"ENSG00000102786.15_9"	"INTS6"	chr13	-	51957464	51957877	51957464	51957597	51957724	51957877
903	"ENSG00000175224.16_7"	"ATG13"	chr11	+	46690048	46690460	46690048	46690126	46690343	46690460
904	"ENSG00000015479.19_8"	"MATR3"	chr5	+	138650363	138651877	138650363	138650425	138651764	138651877
909	"ENSG00000090581.10_5"	"GNPTG"	chr16	+	1412206	1412535	1412206	1412321	1412452	1412535
910	"ENSG00000090581.10_5"	"GNPTG"	chr16	+	1412206	1412743	1412206	1412535	1412611	1412743
921	"ENSG00000288558.1_2"	"DUS4L-BCAP29"	chr7	+	107204415	107205121	107204415	107204654	107205032	107205121
922	"ENSG00000288558.1_2"	"DUS4L-BCAP29"	chr7	+	107204415	107205121	107204415	107204692	107205032	107205121
935	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62619459	62620153	62619459	62619908	62620127	62620153
936	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62620282	62620587	62620282	62620311	62620546	62620587
938	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62620282	62621062	62620282	62620587	62621023	62621062
939	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621023	62621305	62621023	62621062	62621272	62621305
940	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621272	62621536	62621272	62621305	62621489	62621536
941	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621272	62621536	62621272	62621321	62621489	62621536
942	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621272	62622023	62621272	62621305	62621990	62622023
943	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621272	62622023	62621272	62621536	62621990	62622023
946	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621990	62622688	62621990	62622410	62622604	62622688
949	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62622895	62623357	62622895	62622938	62623336	62623357
950	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62622895	62623357	62622895	62623217	62623336	62623357
959	"ENSG00000108465.15_5"	"CDK5RAP3"	chr17	+	46051765	46052703	46051765	46051814	46052524	46052703
960	"ENSG00000108465.15_5"	"CDK5RAP3"	chr17	+	46051765	46052703	46051765	46051814	46052537	46052703
974	"ENSG00000184205.14_5"	"TSPYL2"	chrX	+	53113713	53114048	53113713	53113804	53113936	53114048
977	"ENSG00000134107.5_4"	"BHLHE40"	chr3	+	5021646	5022093	5021646	5021716	5021985	5022093
978	"ENSG00000118162.14_5"	"KPTN"	chr19	-	47987191	47987476	47987191	47987270	47987434	47987476
979	"ENSG00000267575.7_8"	"AC006504.5"	chr19	+	28296512	28297093	28296512	28296719	28296835	28297093
980	"ENSG00000267575.7_8"	"AC006504.5"	chr19	+	28296512	28297690	28296512	28297093	28297230	28297690
984	"ENSG00000164597.13_6"	"COG5"	chr7	-	106898717	106899065	106898717	106898828	106898924	106899065
985	"ENSG00000174353.17_4"	"STAG3L3"	chr7	-	72470283	72470382	72470283	72470291	72470292	72470382
1003	"ENSG00000120733.14_4"	"KDM3B"	chr5	+	137721710	137722310	137721710	137721879	137721977	137722310
1026	"ENSG00000153187.20_9"	"HNRNPU"	chr1	-	245022576	245025683	245022576	245022676	245023636	245025683
1027	"ENSG00000153187.20_9"	"HNRNPU"	chr1	-	245022576	245025683	245022576	245022676	245023659	245025683
1028	"ENSG00000153187.20_9"	"HNRNPU"	chr1	-	245023636	245025836	245023636	245023776	245025762	245025836
1047	"ENSG00000204469.13_4"	"PRRC2A"	chr6	+	31605010	31605548	31605010	31605101	31605222	31605548
1056	"ENSG00000101782.15_5"	"RIOK3"	chr18	+	21056969	21057232	21056969	21057050	21057142	21057232
1062	"ENSG00000144504.15_7"	"ANKMY1"	chr2	-	241463301	241463798	241463301	241463426	241463720	241463798
1073	"ENSG00000213930.12_6"	"GALT"	chr9	+	34647488	34647702	34647488	34647564	34647653	34647702
1080	"ENSG00000213930.12_6"	"GALT"	chr9	+	34648330	34648891	34648330	34648453	34648758	34648891
1088	"ENSG00000283633.1_8"	"AP000547.3"	chr22	+	17094966	17096001	17094966	17095068	17095588	17096001
1090	"ENSG00000088038.19_7"	"CNOT3"	chr19	+	54647395	54647870	54647395	54647485	54647741	54647870
1116	"ENSG00000188002.10_8"	"AC026412.1"	chr5	-	1632758	1633021	1632758	1632866	1632959	1633021
1119	"ENSG00000173588.15_10"	"CEP83"	chr12	-	94706689	94706793	94706689	94706705	94706706	94706793
1120	"ENSG00000173588.15_10"	"CEP83"	chr12	-	94806093	94806367	94806093	94806205	94806292	94806367
1121	"ENSG00000077549.19_7"	"CAPZB"	chr1	-	19670851	19671746	19670851	19670928	19671680	19671746
1123	"ENSG00000068489.13_6"	"PRR11"	chr17	+	57262414	57262923	57262414	57262565	57262800	57262923
1127	"ENSG00000116670.15_7"	"MAD2L2"	chr1	-	11740409	11740670	11740409	11740528	11740618	11740670
1134	"ENSG00000169727.12_6"	"GPS1"	chr17	+	80014161	80014426	80014161	80014267	80014345	80014426
1137	"ENSG00000169727.12_6"	"GPS1"	chr17	+	80014715	80015346	80014715	80014850	80014928	80015346
1160	"ENSG00000102796.11_6"	"DHRS12"	chr13	-	52342130	52343429	52342130	52342432	52343291	52343429
1162	"ENSG00000100395.15_4"	"L3MBTL2"	chr22	+	41623092	41623873	41623092	41623327	41623807	41623873
1173	"ENSG00000233184.7_8"	"AC093157.1"	chr1	+	101546442	101549130	101546442	101546554	101549016	101549130
1174	"ENSG00000104824.17_8"	"HNRNPL"	chr19	-	39330735	39331199	39330735	39331016	39331127	39331199
1184	"ENSG00000076382.17_8"	"SPAG5"	chr17	-	26906158	26906503	26906158	26906270	26906382	26906503
1190	"ENSG00000204356.14_7"	"NELFE"	chr6	-	31924469	31924787	31924469	31924615	31924717	31924787
1193	"ENSG00000153914.16_4"	"SREK1"	chr5	+	65458241	65459750	65458241	65458420	65459619	65459750
1198	"ENSG00000115694.15_6"	"STK25"	chr2	-	242447420	242447777	242447420	242447550	242447732	242447777
